Scene,Start,End,Grasp
gelatinbox_x+,1528971653783,1528971662650,1528971660956
pottedmeatcan_x+,1528971667093,1528971674046,1528971672288
spoon_x+,1528971674961,1528971683340,1528971681643
hammer_z-,1528971684147,1528971690593,1528971688850
mug_x-,1528971691335,1528971698649,1528971696876
orange_x-,1528971699321,1528971705140,1528971703628
foambrick_z+,1528971705831,1528971712574,1528971709762
foambrick_z-,1528971728786,1528971748518,1528971745535
pottedmeatcan_y+,1528971749770,1528971759384,1528971756079
mediumclamp_y-,1528971760336,1528971769303,1528971766631
hammer_y-,1528971769936,1528971779676,1528971777064
crackerbox_y-,1528971780363,1528971788139,1528971785864
mustardbottle_y-,1528971788870,1528971796209,1528971793631
mug_y-,1528971796951,1528971801797,1528971799650
sponge_x+,1528971802523,1528971809329,1528971807359
mustardbottle_y+,1528971810003,1528971815891,1528971813771
bleachcleanser_x-,1528971816684,1528971826864,1528971825104
lego_x-,1528971827593,1528971833782,1528971832135
largemarker_x+,1528971834523,1528971841691,1528971839932
lego_y-,1528971842563,1528971850997,1528971848843
gelatinbox_z-,1528971851737,1528971857304,1528971855932
hammer_z+,1528971858097,1528971865690,1528971864032
banana_y+,1528971866392,1528971873276,1528971871346
orange_x+,1528971873993,1528971878986,1528971877373
largemaker_z-,1528971879702,1528971885920,1528971884203
lego_z-,1528971886694,1528971892745,1528971890177
crackerbox_y+,1528971894314,1528971900147,1528971897148
bleachcleanser_x+,1528971901072,1528971910145,1528971907708
pottedmeatcan_y-,1528971911206,1528971918453,1528971915803
crackerbox_z+,1528971919139,1528971925173,1528971922760
spoon_y-,1528971926046,1528971937612,1528971935016
foambrick_y+,1528971938342,1528971944869,1528971942273
mediumclamp_z-,1528971945684,1528971952348,1528971950964
crackerbox_x-,1528971953114,1528971962267,1528971960455
largemarker_z+,1528971963086,1528971970869,1528971969136
lego_x+,1528971971608,1528971977722,1528971975470
orange_y+,1528971978474,1528971984039,1528971981738
sponge_y-,1528971984983,1528971989947,1528971988045
spoon_z+,1528971990625,1528971995482,1528971993883
banana_y-,1528971996227,1528972002522,1528972000592
mustardbottle_z-,1528972003248,1528972008833,1528972007449
mug_z-,1528972009501,1528972013646,1528972012352
scissors_x-,1528972014288,1528972019240,1528972017804
pottedmeatcan_z-,1528972019862,1528972024482,1528972023085
gelatinbox_y+,1528972025208,1528972029976,1528972028363
bleachcleanser_z+,1528972030969,1528972037256,1528972035649
hammer_x-,1528972038254,1528972046592,1528972045115
mustardbottle_x+,1528972047470,1528972052523,1528972050551
spoon_z-,1528972053371,1528972065550,1528972063952
banana_x-,1528972066371,1528972073910,1528972072353
sponge_z-,1528972074596,1528972079550,1528972078057
pottedmeatcan_x-,1528972080243,1528972085163,1528972083486
sponge_x-,1528972085702,1528972093321,1528972091455
bleachcleanser_y+,1528972094444,1528972099750,1528972097340
bleachcleanser_y-,1528972100545,1528972104952,1528972103254
gelatinbox_x-,1528972105570,1528972115776,1528972114206
largemaker_y-,1528972116504,1528972124244,1528972121927
pottedmeatcan_z+,1528972124907,1528972129695,1528972127980
crackerbox_x+,1528972130473,1528972136068,1528972134283
gelatinbox_y-,1528972137079,1528972143326,1528972141097
spoon_x-,1528972144086,1528972150406,1528972148688
orange_y-,1528972151078,1528972157167,1528972154797
bleachcleanser_z-,1528972157813,1528972164140,1528972162670
lego_y+,1528972164905,1528972172767,1528972170869
orange_z+,1528972173412,1528972178820,1528972176983
scissors_y-,1528972179626,1528972186621,1528972184410
mediumclamp_y+,1528972187347,1528972192579,1528972190236
gelatinbox_z+,1528972193673,1528972199283,1528972197382
spoon_y+,1528972200087,1528972212285,1528972209870
hammer_x+,1528972212920,1528972218982,1528972217220
mug_y+,1528972219640,1528972224420,1528972222650
largemarker_y+,1528972225248,1528972231740,1528972229929
orange_z-,1528972232506,1528972237406,1528972235982
scissors_y+,1528972238148,1528972242686,1528972240890
banana_x+,1528972243457,1528972247861,1528972246544
scissors_x+,1528972248575,1528972253274,1528972251888
banana_z-,1528972254001,1528972258501,1528972257077
mug_z+,1528972259244,1528972264100,1528972262570
scissors_z+,1528972264802,1528972269653,1528972268063
sponge_z+,1528972270295,1528972274061,1528972272787
scissors_z-,1528972274722,1528972278660,1528972277386
lego_z+,1528972279203,1528972283981,1528972282332
sponge_y+,1528972284642,1528972288742,1528972286988
mug_x+,1528972289535,1528972294008,1528972292385
largemarker_x-,1528972294657,1528972300115,1528972298198
foambrick_y-,1528972300563,1528972306240,1528972304199
mediumclamp_x+,1528972306695,1528972311143,1528972309584
mustardbottle_x-,1528972311909,1528972316289,1528972314759
mustardbottle_z+,1528972316963,1528972321384,1528972319705
hammer_y+,1528972322097,1528972326890,1528972325046
mediumclamp_z+,1528972327509,1528972332156,1528972330519
foambrick_x-,1528972333122,1528972337917,1528972336413
mediumclamp_x-,1528972338663,1528972343444,1528972342094
foambrick_x+,1528972344137,1528972348544,1528972347145
crackerbox_z-,1528972349216,1528972354397,1528972352892
banana_z+,1528972355218,1528972359730,1528972358077
