Scene,Camera X,Camera Y,Camera Z
sponge_x-,0.5791124,0.8615074,-0.8115788
sponge_x-,0.579116,0.8615492,-0.8108101
sponge_x-,0.7289119,0.8956587,-0.7910871
sponge_x-,0.7380425,0.8980749,-0.7992787
sponge_x-,0.7442753,0.9000409,-0.8050689
sponge_x-,0.7485616,0.9010649,-0.8086822
sponge_x-,0.7497136,0.9017731,-0.810865
sponge_x-,0.7514951,0.9025015,-0.8134016
sponge_x-,0.7533212,0.9036257,-0.8159233
sponge_x-,0.7539665,0.904626,-0.8177665
sponge_x-,0.7537432,0.9049408,-0.8187704
sponge_x-,0.7535364,0.9057282,-0.8198724
sponge_x-,0.7532226,0.9065247,-0.8206134
sponge_x-,0.7527163,0.9072284,-0.8211261
sponge_x-,0.7521694,0.9078269,-0.8215414
sponge_x-,0.7512795,0.9085053,-0.8218309
sponge_x-,0.7503278,0.9090618,-0.8218826
sponge_x-,0.749104,0.9096786,-0.821628
sponge_x-,0.7477484,0.910311,-0.8214393
sponge_x-,0.7461344,0.9111689,-0.8208392
sponge_x-,0.7439341,0.9120425,-0.8200487
sponge_x-,0.7407923,0.9132445,-0.8187866
sponge_x-,0.7368339,0.9149603,-0.8165251
sponge_x-,0.732178,0.9165913,-0.8141186
sponge_x-,0.7258114,0.9183023,-0.8113151
sponge_x-,0.7195798,0.9197998,-0.8085905
sponge_x-,0.7093181,0.9216388,-0.8051998
sponge_x-,0.7011989,0.922996,-0.8034432
sponge_x-,0.6934466,0.9243307,-0.8018379
sponge_x-,0.6857058,0.9256593,-0.8001488
sponge_x-,0.6783921,0.9269353,-0.7988261
sponge_x-,0.6691369,0.9292254,-0.7990668
sponge_x-,0.665653,0.9302956,-0.7983561
sponge_x-,0.662934,0.9308039,-0.7968383
sponge_x-,0.6570936,0.9321972,-0.7975307
sponge_x-,0.6549414,0.9326108,-0.7976112
sponge_x-,0.6525345,0.9331458,-0.7977639
sponge_x-,0.6503809,0.9337865,-0.7980344
sponge_x-,0.6485633,0.9342355,-0.7981094
sponge_x-,0.6464748,0.9346105,-0.7982675
sponge_x-,0.6448892,0.9348646,-0.7983857
sponge_x-,0.6434421,0.9354804,-0.7986684
sponge_x-,0.642059,0.9359788,-0.7987683
sponge_x-,0.6409032,0.9362715,-0.7985595
sponge_x-,0.6387085,0.9370682,-0.7994959
sponge_x-,0.636795,0.9381317,-0.8003445
sponge_x-,0.6358259,0.9389409,-0.8009415
sponge_x-,0.6346212,0.9401288,-0.8015334
sponge_x-,0.634059,0.9408265,-0.8021985
sponge_x-,0.6333575,0.9416424,-0.8027613
sponge_x-,0.6329036,0.9423368,-0.803595
sponge_x-,0.6324432,0.9428924,-0.8042808
sponge_x-,0.6318632,0.9435428,-0.8048851
sponge_x-,0.6313184,0.9441714,-0.8056754
sponge_x-,0.6308461,0.9447299,-0.8063104
sponge_x-,0.6303847,0.9453174,-0.8070588
sponge_x-,0.6299728,0.9458308,-0.807816
sponge_x-,0.6296523,0.9463091,-0.8083335
sponge_x-,0.6293856,0.9468552,-0.8088313
sponge_x-,0.6291361,0.9474984,-0.809266
sponge_x-,0.6288757,0.949002,-0.8103721
sponge_x-,0.6288342,0.9497409,-0.8107566
sponge_x-,0.6288804,0.9502217,-0.8112348
sponge_x-,0.6288492,0.9509217,-0.8116202
sponge_x-,0.6290727,0.9516323,-0.8121819
sponge_x-,0.6294343,0.9522096,-0.812807
sponge_x-,0.6299412,0.9530615,-0.8132197
sponge_x-,0.630582,0.9539033,-0.813955
sponge_x-,0.6310338,0.9544163,-0.8144035
sponge_x-,0.6316429,0.9549205,-0.8149199
sponge_x-,0.6324338,0.9555033,-0.815164
sponge_x-,0.6331936,0.956219,-0.8153476
sponge_x-,0.634255,0.9570428,-0.8154853
sponge_x-,0.6357102,0.9574361,-0.8163297
sponge_x-,0.6383818,0.9581797,-0.8160835
sponge_x-,0.6403405,0.9585314,-0.8162559
sponge_x-,0.6425732,0.9588579,-0.8174477
sponge_x-,0.6479433,0.958753,-0.8166158
sponge_x-,0.6502381,0.9584077,-0.8172439
sponge_x-,0.653227,0.9579858,-0.8179305
sponge_x-,0.6563145,0.9576226,-0.8183379
sponge_x-,0.6587985,0.9571726,-0.8190707
sponge_x-,0.6617901,0.9562388,-0.8199861
sponge_x-,0.6647198,0.9554038,-0.8209997
sponge_x-,0.6670563,0.9548016,-0.8216547
sponge_x-,0.6696632,0.9543284,-0.8226078
sponge_x-,0.6719391,0.9538614,-0.8246189
