Scene,Start,End,Grasp
sponge_x-,1529078757712,1529078826287,1529078821012
pottedmeatcan_y+,1529078827466,1529078837406,1529078833649
hammer_y+,1529078838198,1529078845325,1529078841318
mustardbottle_z+,1529078846038,1529078850979,1529078848902
largemarker_z+,1529078851785,1529078856312,1529078854836
mug_y+,1529078857238,1529078861902,1529078859796
scissors_y-,1529078862839,1529078868153,1529078866196
mediumclamp_y-,1529078868692,1529078873248,1529078871212
scissors_y+,1529078873865,1529078880034,1529078877265
orange_x-,1529078880879,1529078886588,1529078884757
lego_x-,1529078887200,1529078892160,1529078890496
foambrick_z+,1529078892866,1529078897334,1529078895561
gelatinbox_z+,1529078897972,1529078902137,1529078900409
mustardbottle_x+,1529078902812,1529078907636,1529078905836
foambrick_y+,1529078908554,1529078914778,1529078912411
bleachcleanser_y+,1529078915559,1529078921141,1529078919028
mug_x+,1529078921908,1529078925474,1529078924261
orange_y+,1529078926255,1529078929925,1529078928239
pottedmeatcan_z+,1529078930695,1529078933530,1529078932643
spoon_y-,1529078934267,1529078937808,1529078936749
spoon_z+,1529078938507,1529078941110,1529078940371
hammer_x+,1529078942001,1529078944455,1529078943754
banana_y-,1529078945343,1529078949942,1529078948118
gelatinbox_x-,1529078950709,1529078953531,1529078952613
largemaker_y-,1529078954369,1529078957816,1529078956796
lego_x+,1529078958614,1529078961827,1529078961116
banana_y+,1529078962814,1529078966330,1529078964624
orange_z+,1529078967202,1529078970162,1529078969206
lego_z-,1529078971081,1529078974976,1529078974135
spoon_x-,1529078975935,1529078979708,1529078978370
largemarker_x-,1529078980404,1529078988914,1529078987446
bleachcleanser_y-,1529078989959,1529078994354,1529078992741
pottedmeatcan_x-,1529078995311,1529078999282,1529078998022
scissors_x+,1529079000126,1529079006024,1529079004267
spoon_y+,1529079006827,1529079013664,1529079010268
crackerbox_z+,1529079014883,1529079020122,1529079018923
scissors_x-,1529079021205,1529079025815,1529079023919
crackerbox_z-,1529079026483,1529079031149,1529079028976
mustardbottle_y+,1529079031923,1529079035333,1529079034011
mustardbottle_x-,1529079036204,1529079039036,1529079038077
crackerbox_y+,1529079039724,1529079042861,1529079041497
bleachcleanser_x+,1529079044084,1529079047507,1529079046102
mediumclamp_z+,1529079048710,1529079052155,1529079050735
lego_y-,1529079053177,1529079056925,1529079055610
foambrick_z-,1529079057671,1529079066749,1529079065416
mediumclamp_y+,1529079067429,1529079071407,1529079069497
foambrick_y-,1529079072683,1529079077042,1529079075544
sponge_y+,1529079077747,1529079083969,1529079082499
mug_y-,1529079084746,1529079088801,1529079087487
mediumclamp_x+,1529079089844,1529079094557,1529079093687
foambrick_x-,1529079095685,1529079099814,1529079098240
sponge_y-,1529079100711,1529079105862,1529079104092
hammer_x-,1529079106773,1529079109749,1529079108585
spoon_z-,1529079110629,1529079116315,1529079115049
mustardbottle_y-,1529079117099,1529079120962,1529079119589
hammer_z-,1529079121645,1529079125223,1529079123860
hammer_z+,1529079125927,1529079131826,1529079128150
crackerbox_x-,1529079132739,1529079137428,1529079135482
banana_z-,1529079138458,1529079142120,1529079140947
foambrick_x+,1529079142872,1529079146668,1529079145389
banana_x+,1529079147298,1529079151308,1529079149523
mug_z+,1529079152499,1529079156491,1529079155405
orange_y-,1529079157513,1529079161660,1529079159952
banana_x-,1529079162259,1529079165428,1529079164190
mug_z-,1529079166260,1529079169384,1529079168543
largemarker_x+,1529079170140,1529079174791,1529079173358
bleachcleanser_z-,1529079176420,1529079181494,1529079179461
sponge_x+,1529079182180,1529079185265,1529079184214
pottedmeatcan_z-,1529079186060,1529079188916,1529079188140
pottedmeatcan_y-,1529079189762,1529079193720,1529079191794
crackerbox_x+,1529079194460,1529079196716,1529079196210
crackerbox_y-,1529079198749,1529079201358,1529079200892
bleachcleanser_z+,1529079202540,1529079214516,1529079213097
scissors_z+,1529079215167,1529079219948,1529079218219
bleachcleanser_x-,1529079226795,1529079243341,1529079241007
gelatinbox_x+,1529079244262,1529079249990,1529079247808
gelatinbox_z-,1529079260289,1529079266460,1529079264763
sponge_z-,1529079267208,1529079271861,1529079270017
mug_x-,1529079272567,1529079277140,1529079275088
scissors_z-,1529079277821,1529079282240,1529079280467
orange_z-,1529079282877,1529079287864,1529079286018
mediumclamp_z-,1529079289317,1529079295445,1529079293915
mediumclamp_x-,1529079296143,1529079302975,1529079300780
lego_y+,1529079303691,1529079308642,1529079306127
gelatinbox_y+,1529079309330,1529079313673,1529079311527
orange_x+,1529079314585,1529079318714,1529079316748
gelatinbox_y-,1529079319384,1529079325372,1529079322914
largemarker_y+,1529079325987,1529079335725,1529079332538
lego_z+,1529079336598,1529079341097,1529079339235
sponge_z+,1529079341824,1529079346253,1529079344165
pottedmeatcan_x+,1529079346918,1529079351279,1529079349424
mustardbottle_z-,1529079351974,1529079356672,1529079355394
spoon_x+,1529079357331,1529079362155,1529079360015
largemaker_z-,1529079362852,1529079368130,1529079365853
banana_z+,1529079368920,1529079373605,1529079371832
hammer_y-,1529079374388,1529079379644,1529079377915
