Scene,Start,End,Grasp
mediumclamp_x+,1528883023978,1528883036080,1528883034425
lego_x+,1528883036951,1528883042546,1528883040884
pottedmeatcan_y-,1528883043566,1528883052534,1528883050443
lego_z+,1528883053697,1528883059893,1528883058428
banana_x+,1528883060875,1528883065838,1528883064483
orange_z+,1528883066659,1528883071547,1528883070337
foambrick_z-,1528883072579,1528883078748,1528883077379
crackerbox_y-,1528883079512,1528883086809,1528883084992
bleachcleanser_z+,1528883087538,1528883092855,1528883091363
sponge_y+,1528883093872,1528883100348,1528883098523
spoon_y-,1528883101379,1528883108680,1528883106762
largemarker_x+,1528883109647,1528883114588,1528883113282
sponge_z-,1528883115527,1528883121425,1528883120337
scissors_y+,1528883122446,1528883127481,1528883125564
bleachcleanser_x+,1528883128526,1528883133041,1528883131378
crackerbox_y+,1528883134029,1528883139642,1528883137912
spoon_z+,1528883140553,1528883145535,1528883144125
foambrick_z+,1528883146447,1528883151427,1528883149840
pottedmeatcan_x-,1528883152273,1528883157270,1528883155913
banana_x-,1528883157889,1528883162911,1528883161446
pottedmeatcan_z-,1528883163541,1528883169494,1528883168246
pottedmeatcan_x+,1528883170327,1528883177149,1528883175780
scissors_z+,1528883177829,1528883183095,1528883181712
gelatinbox_x-,1528883183782,1528883190057,1528883188846
spoon_x+,1528883190830,1528883195242,1528883193886
largemarker_y+,1528883195969,1528883201857,1528883200231
pottedmeatcan_y+,1528883202754,1528883210214,1528883208340
largemaker_y-,1528883210943,1528883221448,1528883219528
crackerbox_x-,1528883222223,1528883228138,1528883226797
mustardbottle_x-,1528883228770,1528883235938,1528883234689
bleachcleanser_x-,1528883236757,1528883241499,1528883239982
scissors_x-,1528883242503,1528883247097,1528883245501
hammer_z-,1528883247797,1528883252524,1528883250955
banana_y+,1528883253396,1528883259629,1528883257433
sponge_y-,1528883260419,1528883266139,1528883264288
mug_z-,1528883266783,1528883271914,1528883270569
hammer_y+,1528883272676,1528883278182,1528883276050
crackerbox_z-,1528883278864,1528883283859,1528883282386
mustardbottle_y-,1528883284785,1528883290446,1528883288689
lego_x-,1528883291158,1528883295629,1528883294358
foambrick_y+,1528883296291,1528883301512,1528883299810
mediumclamp_y-,1528883302332,1528883309100,1528883306974
gelatinbox_z-,1528883309865,1528883315686,1528883314075
crackerbox_z+,1528883316876,1528883321939,1528883320384
scissors_z-,1528883322678,1528883328368,1528883326529
bleachcleanser_z-,1528883329105,1528883333754,1528883332290
mug_z+,1528883334545,1528883338886,1528883337447
orange_x+,1528883339560,1528883343941,1528883342478
mediumclamp_z+,1528883344532,1528883348873,1528883347477
foambrick_x-,1528883349606,1528883353860,1528883352304
mug_x-,1528883354559,1528883359301,1528883357820
gelatinbox_y+,1528883360238,1528883365248,1528883363633
orange_y-,1528883366119,1528883373915,1528883371930
hammer_x+,1528883374532,1528883379621,1528883377930
scissors_y-,1528883380321,1528883387798,1528883385890
mustardbottle_z+,1528883388626,1528883393729,1528883392144
pottedmeatcan_z+,1528883394799,1528883399127,1528883397772
banana_y-,1528883400068,1528883407185,1528883405117
largemarker_z+,1528883407947,1528883414198,1528883412654
mediumclamp_z-,1528883415225,1528883422529,1528883421014
scissors_x+,1528883423239,1528883428265,1528883426790
mustardbottle_y+,1528883429009,1528883437133,1528883435282
hammer_x-,1528883437823,1528883443158,1528883441604
mediumclamp_y+,1528883444002,1528883449080,1528883447322
spoon_x-,1528883450002,1528883455784,1528883454224
bleachcleanser_y+,1528883456522,1528883463263,1528883461465
mediumclamp_x-,1528883463922,1528883469021,1528883467452
spoon_z-,1528883469749,1528883474356,1528883472731
largemaker_z-,1528883475177,1528883479744,1528883478267
mustardbottle_x+,1528883480496,1528883485316,1528883483588
crackerbox_x+,1528883485909,1528883491263,1528883489532
bleachcleanser_y-,1528883492085,1528883498889,1528883496735
sponge_z+,1528883499577,1528883504956,1528883503254
banana_z+,1528883505696,1528883511035,1528883509376
lego_z-,1528883511764,1528883519291,1528883517985
gelatinbox_x+,1528883519897,1528883524785,1528883523225
gelatinbox_z+,1528883525537,1528883529715,1528883528424
mug_y-,1528883530337,1528883536531,1528883534252
spoon_y+,1528883537404,1528883542851,1528883540573
sponge_x+,1528883544324,1528883549491,1528883547721
mug_x+,1528883550164,1528883555865,1528883554203
lego_y+,1528883556551,1528883561692,1528883559814
orange_x-,1528883562404,1528883567477,1528883565949
largemarker_x-,1528883568151,1528883574036,1528883572524
sponge_x-,1528883574839,1528883579505,1528883578037
hammer_y-,1528883580071,1528883591023,1528883589056
mustardbottle_z-,1528883591753,1528883597022,1528883595790
orange_y+,1528883597766,1528883602986,1528883601216
foambrick_x+,1528883603912,1528883608587,1528883607224
hammer_z+,1528883609154,1528883613853,1528883612337
orange_z-,1528883614592,1528883619279,1528883617709
gelatinbox_y-,1528883619926,1528883625823,1528883624269
banana_z-,1528883626379,1528883631236,1528883629763
foambrick_y-,1528883631860,1528883637426,1528883635856
lego_y-,1528883638044,1528883644625,1528883643253
mug_y+,1528883645300,1528883650224,1528883648514
