Scene,Camera X,Camera Y,Camera Z
mug_z+,0.6060556,1.193368,-0.7576131
mug_z+,0.6070893,1.193896,-0.7575591
mug_z+,0.6479306,1.201724,-0.7684919
mug_z+,0.6390185,1.203112,-0.7655132
mug_z+,0.6376539,1.202993,-0.7648574
mug_z+,0.6358583,1.202833,-0.7649537
mug_z+,0.6338336,1.202301,-0.7648919
mug_z+,0.6315987,1.201443,-0.7648293
mug_z+,0.6292594,1.200122,-0.7649896
mug_z+,0.626365,1.198402,-0.7652264
mug_z+,0.6235206,1.196676,-0.7655162
mug_z+,0.6203996,1.194615,-0.7655976
mug_z+,0.6167098,1.192165,-0.7657302
mug_z+,0.6119252,1.189164,-0.7656045
mug_z+,0.6075837,1.187517,-0.7653922
mug_z+,0.6037356,1.186454,-0.764623
mug_z+,0.6001423,1.185732,-0.7641917
mug_z+,0.5971605,1.185234,-0.7637463
mug_z+,0.594629,1.18487,-0.7633756
mug_z+,0.5927212,1.184453,-0.763018
mug_z+,0.5911968,1.18372,-0.7631387
mug_z+,0.5915219,1.183171,-0.7628523
mug_z+,0.5919642,1.182143,-0.7625455
mug_z+,0.5933565,1.180807,-0.7624034
mug_z+,0.5953934,1.17902,-0.7621508
mug_z+,0.5981515,1.177022,-0.7617093
mug_z+,0.601245,1.175177,-0.7609973
mug_z+,0.6060814,1.172719,-0.7590351
mug_z+,0.6080282,1.172159,-0.758757
mug_z+,0.611753,1.170747,-0.7578867
mug_z+,0.6162845,1.168705,-0.7567989
mug_z+,0.6199494,1.167142,-0.7568818
mug_z+,0.6241372,1.16532,-0.7568444
mug_z+,0.6279398,1.163482,-0.7569448
mug_z+,0.6315887,1.161575,-0.7571959
mug_z+,0.6370448,1.159057,-0.7577535
mug_z+,0.6393847,1.158308,-0.7585822
mug_z+,0.6430282,1.156844,-0.7598362
mug_z+,0.6470106,1.155746,-0.7613539
mug_z+,0.6508065,1.155032,-0.7628193
mug_z+,0.6547586,1.154577,-0.7644606
mug_z+,0.6593713,1.154367,-0.7663017
mug_z+,0.6656306,1.154152,-0.7683946
mug_z+,0.6685408,1.154281,-0.769907
mug_z+,0.6738006,1.15435,-0.7721433
mug_z+,0.6789393,1.154562,-0.7744014
mug_z+,0.6840296,1.154721,-0.7769151
mug_z+,0.6894802,1.154818,-0.7797288
mug_z+,0.6943975,1.154842,-0.7825784
mug_z+,0.6992469,1.154753,-0.7854425
mug_z+,0.706386,1.15433,-0.7894081
mug_z+,0.7087618,1.154029,-0.7913562
mug_z+,0.7128139,1.153165,-0.7939136
mug_z+,0.7167265,1.151815,-0.7965386
mug_z+,0.7201142,1.150253,-0.7991627
mug_z+,0.7232135,1.148651,-0.801401
mug_z+,0.7267032,1.146953,-0.8037232
mug_z+,0.7313157,1.144588,-0.8067692
mug_z+,0.7335603,1.143722,-0.8081719
mug_z+,0.7373708,1.142249,-0.8109884
