Scene,Start,End,Grasp
mustardbottle_z-,1528903782889,1528903799281,1528903798042
spoon_x+,1528903800088,1528903803120,1528903801951
banana_z-,1528903803753,1528903806975,1528903806096
scissors_y-,1528903807640,1528903811667,1528903810241
bleachcleanser_z+,1528903812228,1528903815359,1528903814286
bleachcleanser_x-,1528903815969,1528903819043,1528903817711
gelatinbox_y+,1528903819607,1528903823962,1528903822510
foambrick_y-,1528903824606,1528903828549,1528903827041
banana_y-,1528903829207,1528903833199,1528903831765
mustardbottle_z+,1528903833742,1528903836666,1528903835639
gelatinbox_z-,1528903837641,1528903841468,1528903840285
foambrick_y+,1528903842114,1528903846466,1528903844871
crackerbox_z+,1528903847072,1528903851038,1528903849792
orange_z+,1528903851689,1528903854734,1528903853739
mustardbottle_y+,1528903856115,1528903859535,1528903858072
foambrick_z-,1528903860169,1528903863482,1528903862552
sponge_z-,1528903864127,1528903868602,1528903867724
scissors_z+,1528903869181,1528903872457,1528903871351
largemarker_x+,1528903873031,1528903876509,1528903875404
sponge_y+,1528903877030,1528903881963,1528903880440
crackerbox_y+,1528903882629,1528903886194,1528903884841
crackerbox_x+,1528903886848,1528903889922,1528903888685
foambrick_z+,1528903890529,1528903894053,1528903893220
largemaker_y-,1528903894728,1528903898177,1528903897098
gelatinbox_x+,1528903898808,1528903901936,1528903900914
crackerbox_y-,1528903902556,1528903906362,1528903904672
mustardbottle_x+,1528903907030,1528903909989,1528903908840
bleachcleanser_y+,1528903910631,1528903913682,1528903912405
pottedmeatcan_y-,1528903914355,1528903918390,1528903916913
largemarker_z+,1528903918984,1528903922056,1528903921181
mediumclamp_x-,1528903922689,1528903926039,1528903924912
foambrick_x+,1528903926644,1528903931123,1528903930088
scissors_x+,1528903931730,1528903934683,1528903933428
hammer_z+,1528903935332,1528903938498,1528903937477
banana_z+,1528903939157,1528903941858,1528903940875
hammer_z-,1528903942689,1528903945793,1528903944842
banana_y+,1528903946529,1528903949897,1528903948258
mustardbottle_y-,1528903950530,1528903954254,1528903952554
mug_z-,1528903954845,1528903958190,1528903956981
spoon_x-,1528903959065,1528903961885,1528903960677
largemaker_z-,1528903962518,1528903965871,1528903964795
sponge_x+,1528903966517,1528903970497,1528903969369
largemarker_x-,1528903972678,1528903975768,1528903974902
spoon_z+,1528903976397,1528903979806,1528903978595
largemarker_y+,1528903980610,1528903984617,1528903983180
pottedmeatcan_y+,1528903985432,1528903989030,1528903987557
mug_y-,1528903989786,1528903993393,1528903991914
bleachcleanser_x+,1528903994346,1528903997884,1528903996514
gelatinbox_x-,1528904009434,1528904013085,1528904011957
gelatinbox_y-,1528904013704,1528904017686,1528904016486
lego_y+,1528904018532,1528904022341,1528904020704
bleachcleanser_y-,1528904023078,1528904026700,1528904025196
lego_x+,1528904027248,1528904031404,1528904030291
orange_x-,1528904031985,1528904035860,1528904034645
mediumclamp_y+,1528904036450,1528904040260,1528904038744
hammer_y-,1528904041048,1528904044898,1528904043727
bleachcleanser_z-,1528904045466,1528904048981,1528904047890
mediumclamp_z-,1528904049587,1528904052966,1528904052169
spoon_y+,1528904053679,1528904056873,1528904055463
hammer_y+,1528904057648,1528904061460,1528904059645
foambrick_x-,1528904062160,1528904067139,1528904065889
crackerbox_x-,1528904067747,1528904070726,1528904069632
lego_y-,1528904071468,1528904075597,1528904074305
lego_z-,1528904076280,1528904079645,1528904078690
spoon_y-,1528904080294,1528904087755,1528904086411
crackerbox_z-,1528904088248,1528904091673,1528904090731
mediumclamp_z+,1528904092347,1528904095687,1528904094546
banana_x-,1528904096267,1528904099432,1528904098261
lego_x-,1528904100080,1528904103687,1528904102813
mug_x-,1528904104335,1528904107580,1528904106384
scissors_x-,1528904108267,1528904111180,1528904110278
mediumclamp_x+,1528904111838,1528904114766,1528904113772
mug_x+,1528904115448,1528904118515,1528904117447
orange_z-,1528904119176,1528904122567,1528904121600
hammer_x+,1528904123136,1528904126061,1528904125119
mug_z+,1528904126709,1528904130101,1528904128876
pottedmeatcan_x-,1528904130721,1528904135262,1528904133845
mediumclamp_y-,1528904136038,1528904143728,1528904142356
sponge_x-,1528904144320,1528904148254,1528904147259
orange_y-,1528904148871,1528904152345,1528904151119
banana_x+,1528904152963,1528904156143,1528904155037
spoon_z-,1528904156804,1528904159742,1528904158719
scissors_z-,1528904160496,1528904163504,1528904162666
sponge_z+,1528904164122,1528904167529,1528904166599
lego_z+,1528904168270,1528904171433,1528904170588
orange_x+,1528904172053,1528904174969,1528904173707
mustardbottle_x-,1528904175650,1528904178877,1528904177704
gelatinbox_z+,1528904179523,1528904182756,1528904181533
pottedmeatcan_x+,1528904183604,1528904186646,1528904185521
pottedmeatcan_z+,1528904187364,1528904190104,1528904189119
mug_y+,1528904190804,1528904193996,1528904192635
hammer_x-,1528904194683,1528904197743,1528904196650
orange_y+,1528904198336,1528904201716,1528904200399
pottedmeatcan_z-,1528904202404,1528904205516,1528904204635
sponge_y-,1528904206084,1528904209756,1528904208448
scissors_y+,1528904210419,1528904214200,1528904212694
