Scene,Camera X,Camera Y,Camera Z
gelatinbox_x+,0.6998896,1.192569,-1.099612
gelatinbox_x+,0.6997078,1.191575,-1.100029
gelatinbox_x+,0.7033369,1.185622,-1.151481
gelatinbox_x+,0.701121,1.183723,-1.158781
gelatinbox_x+,0.6994037,1.183802,-1.160133
gelatinbox_x+,0.698917,1.184175,-1.161403
gelatinbox_x+,0.698603,1.184668,-1.162043
gelatinbox_x+,0.6979172,1.184943,-1.162229
gelatinbox_x+,0.6974231,1.185204,-1.162146
gelatinbox_x+,0.6969811,1.18498,-1.162014
gelatinbox_x+,0.6965018,1.184789,-1.161921
gelatinbox_x+,0.6962011,1.18469,-1.162071
gelatinbox_x+,0.6958174,1.184483,-1.162156
gelatinbox_x+,0.6951037,1.184245,-1.161557
gelatinbox_x+,0.6946956,1.184022,-1.161305
gelatinbox_x+,0.6942214,1.183574,-1.160689
gelatinbox_x+,0.6937572,1.183285,-1.160088
gelatinbox_x+,0.6930018,1.182502,-1.159314
gelatinbox_x+,0.6930265,1.181749,-1.159536
gelatinbox_x+,0.69284,1.181834,-1.159526
gelatinbox_x+,0.692978,1.181653,-1.159784
gelatinbox_x+,0.6929858,1.181645,-1.159938
gelatinbox_x+,0.6930548,1.181484,-1.160135
gelatinbox_x+,0.6930217,1.181268,-1.160103
gelatinbox_x+,0.6931879,1.181154,-1.160503
gelatinbox_x+,0.6932383,1.181284,-1.160777
gelatinbox_x+,0.6932159,1.180973,-1.161087
gelatinbox_x+,0.6934714,1.180575,-1.160793
gelatinbox_x+,0.6938595,1.180092,-1.161778
gelatinbox_x+,0.694315,1.179221,-1.161351
gelatinbox_x+,0.694616,1.178356,-1.161252
gelatinbox_x+,0.6947965,1.177412,-1.160588
gelatinbox_x+,0.694957,1.17629,-1.160315
gelatinbox_x+,0.6953357,1.174669,-1.159861
gelatinbox_x+,0.6956205,1.172716,-1.159396
gelatinbox_x+,0.6957205,1.171687,-1.158801
gelatinbox_x+,0.6967294,1.166029,-1.156662
gelatinbox_x+,0.6978961,1.163119,-1.157462
gelatinbox_x+,0.6992193,1.159715,-1.157129
gelatinbox_x+,0.699545,1.156011,-1.155105
gelatinbox_x+,0.6998349,1.152696,-1.153427
gelatinbox_x+,0.6997564,1.150122,-1.151018
gelatinbox_x+,0.7012107,1.139403,-1.148246
gelatinbox_x+,0.7011442,1.134016,-1.145949
gelatinbox_x+,0.700372,1.128279,-1.142207
gelatinbox_x+,0.6987063,1.125543,-1.137751
gelatinbox_x+,0.6993353,1.108478,-1.134378
gelatinbox_x+,0.6995879,1.097289,-1.134369
gelatinbox_x+,0.6981367,1.095744,-1.132888
gelatinbox_x+,0.6985397,1.088926,-1.128785
gelatinbox_x+,0.6994002,1.084108,-1.127273
gelatinbox_x+,0.7006929,1.07975,-1.127604
gelatinbox_x+,0.7014862,1.078369,-1.127166
gelatinbox_x+,0.7025294,1.077405,-1.12751
gelatinbox_x+,0.7036586,1.077494,-1.12749
gelatinbox_x+,0.7063937,1.077604,-1.128245
gelatinbox_x+,0.7077913,1.078281,-1.128915
gelatinbox_x+,0.7089635,1.078912,-1.129306
gelatinbox_x+,0.7100502,1.079429,-1.130084
gelatinbox_x+,0.7109216,1.079709,-1.130833
gelatinbox_x+,0.7121131,1.079866,-1.13194
gelatinbox_x+,0.7130513,1.080034,-1.133203
gelatinbox_x+,0.7139573,1.079912,-1.134252
gelatinbox_x+,0.7150165,1.079635,-1.135414
gelatinbox_x+,0.7159867,1.079365,-1.136721
gelatinbox_x+,0.7166998,1.079261,-1.137743
gelatinbox_x+,0.7176109,1.079196,-1.138733
gelatinbox_x+,0.718219,1.079144,-1.139467
gelatinbox_x+,0.7197696,1.078961,-1.14138
gelatinbox_x+,0.7207082,1.078858,-1.142536
gelatinbox_x+,0.7216305,1.078754,-1.143799
gelatinbox_x+,0.723007,1.078626,-1.145665
gelatinbox_x+,0.7235485,1.078594,-1.146369
gelatinbox_x+,0.7241637,1.078597,-1.146973
gelatinbox_x+,0.7247691,1.078647,-1.147726
gelatinbox_x+,0.7253448,1.078638,-1.148534
gelatinbox_x+,0.7260298,1.078628,-1.149411
gelatinbox_x+,0.7268331,1.078673,-1.150167
gelatinbox_x+,0.7275639,1.078769,-1.150764
gelatinbox_x+,0.7285162,1.078934,-1.151412
gelatinbox_x+,0.7312856,1.079234,-1.153328
gelatinbox_x+,0.733491,1.079555,-1.154451
gelatinbox_x+,0.7346736,1.079765,-1.154938
gelatinbox_x+,0.735942,1.079899,-1.155399
gelatinbox_x+,0.7373593,1.080006,-1.156216
gelatinbox_x+,0.7377825,1.080275,-1.156805
gelatinbox_x+,0.7404316,1.080403,-1.157787
gelatinbox_x+,0.7405683,1.080804,-1.157958
gelatinbox_x+,0.7425838,1.080883,-1.158701
gelatinbox_x+,0.7430879,1.080999,-1.158826
gelatinbox_x+,0.743478,1.081333,-1.158912
gelatinbox_x+,0.7431968,1.081762,-1.158726
gelatinbox_x+,0.744266,1.082637,-1.158851
gelatinbox_x+,0.7438771,1.083411,-1.158172
gelatinbox_x+,0.7439852,1.084419,-1.157786
gelatinbox_x+,0.7440799,1.085438,-1.156644
gelatinbox_x+,0.7433705,1.085932,-1.156246
gelatinbox_x+,0.7420365,1.086618,-1.154249
gelatinbox_x+,0.7405447,1.087288,-1.152029
gelatinbox_x+,0.7383534,1.087822,-1.14913
gelatinbox_x+,0.7344389,1.088232,-1.144009
gelatinbox_x+,0.7307131,1.087909,-1.138747
gelatinbox_x+,0.7278388,1.086882,-1.134421
gelatinbox_x+,0.7251347,1.08672,-1.131975
gelatinbox_x+,0.7212448,1.08572,-1.127317
gelatinbox_x+,0.7173612,1.084721,-1.122085
gelatinbox_x+,0.7103438,1.082778,-1.113054
gelatinbox_x+,0.7078786,1.081432,-1.110699
gelatinbox_x+,0.7062171,1.078902,-1.108605
gelatinbox_x+,0.7054506,1.078484,-1.109366
gelatinbox_x+,0.7053562,1.078095,-1.110133
gelatinbox_x+,0.706299,1.077121,-1.112425
gelatinbox_x+,0.7077049,1.076351,-1.115608
gelatinbox_x+,0.7101361,1.075827,-1.119747
gelatinbox_x+,0.7149365,1.075433,-1.126902
gelatinbox_x+,0.7183504,1.075469,-1.130985
gelatinbox_x+,0.7234163,1.07522,-1.137452
gelatinbox_x+,0.7294925,1.074371,-1.144804
gelatinbox_x+,0.7355604,1.073093,-1.15193
gelatinbox_x+,0.7423605,1.071564,-1.15936
gelatinbox_x+,0.7505958,1.069452,-1.167748
gelatinbox_x+,0.7601975,1.066884,-1.177276
gelatinbox_x+,0.7660967,1.065658,-1.18141
gelatinbox_x+,0.7737998,1.063452,-1.189582
gelatinbox_x+,0.7782418,1.062619,-1.192986
gelatinbox_x+,0.7832727,1.062038,-1.194978
gelatinbox_x+,0.7925699,1.060665,-1.202081
