Scene,Start,End,Grasp
spoon_x+,1528811483306,1528811500539,1528811498746
foambrick_z-,1528811501606,1528811517141,1528811515748
pottedmeatcan_z-,1528811518178,1528811525666,1528811524642
crackerbox_x-,1528811526630,1528811534214,1528811532882
mediumclamp_y-,1528811534978,1528811549865,1528811547944
gelatinbox_x+,1528811550934,1528811557560,1528811556201
sponge_x+,1528811558446,1528811576154,1528811574657
banana_x+,1528811577193,1528811582042,1528811580719
lego_z-,1528811582860,1528811588956,1528811587947
hammer_z-,1528811589873,1528811593945,1528811592943
bleachcleanser_x-,1528811595046,1528811599355,1528811598043
crackerbox_x+,1528811600147,1528811604854,1528811603670
banana_y-,1528811605535,1528811610747,1528811609147
mediumclamp_z-,1528811611594,1528811617120,1528811615871
bleachcleanser_y+,1528811618048,1528811624343,1528811622869
pottedmeatcan_y+,1528811625766,1528811632961,1528811631617
hammer_x+,1528811634180,1528811641242,1528811640061
crackerbox_y+,1528811642164,1528811649268,1528811647793
gelatinbox_y-,1528811650151,1528811662146,1528811660707
orange_z+,1528811662902,1528811668722,1528811667562
mustardbottle_y-,1528811669834,1528811682203,1528811680961
lego_x-,1528811683182,1528811687430,1528811686563
bleachcleanser_y-,1528811688154,1528811692761,1528811691471
scissors_x-,1528811693382,1528811699857,1528811698914
hammer_z+,1528811700540,1528811706589,1528811704394
foambrick_y-,1528811707564,1528811712790,1528811711528
crackerbox_z-,1528811713769,1528811718671,1528811717727
sponge_y+,1528811719555,1528811727243,1528811725768
hammer_x-,1528811727918,1528811732284,1528811731361
pottedmeatcan_z+,1528811733222,1528811737819,1528811736748
pottedmeatcan_y-,1528811738748,1528811744577,1528811743263
bleachcleanser_z-,1528811745369,1528811751459,1528811750435
scissors_x+,1528811752516,1528811757925,1528811756874
pottedmeatcan_x+,1528811758678,1528811763046,1528811762087
mustardbottle_z-,1528811763766,1528811768924,1528811768165
banana_z+,1528811769678,1528811773391,1528811772449
mustardbottle_y+,1528811774196,1528811778471,1528811777448
hammer_y+,1528811779366,1528811784846,1528811783647
spoon_y-,1528811785824,1528811811578,1528811810317
bleachcleanser_z+,1528811812504,1528811816312,1528811815236
mustardbottle_x+,1528811817167,1528811820245,1528811819410
lego_y-,1528811820952,1528811825163,1528811823810
spoon_x-,1528811825719,1528811829606,1528811828769
crackerbox_z+,1528811830494,1528811833948,1528811832951
lego_z+,1528811834766,1528811838873,1528811837930
gelatinbox_z+,1528811839800,1528811843592,1528811842623
lego_x+,1528811844625,1528811848845,1528811847823
foambrick_y+,1528811849707,1528811853793,1528811852489
pottedmeatcan_x-,1528811854865,1528811858100,1528811857317
scissors_y-,1528811858769,1528811869099,1528811867865
sponge_z+,1528811869892,1528811874021,1528811873237
mediumclamp_y+,1528811875092,1528811880501,1528811878307
banana_x-,1528811881453,1528811885661,1528811884757
gelatinbox_x-,1528811886427,1528811889047,1528811888307
spoon_z+,1528811890255,1528811893701,1528811892707
mediumclamp_x-,1528811894442,1528811897764,1528811896783
mug_y+,1528811898481,1528811903088,1528811901797
gelatinbox_y+,1528811903894,1528811907513,1528811906319
orange_y-,1528811908470,1528811913073,1528811911955
orange_x-,1528811914042,1528811917208,1528811916439
mediumclamp_x+,1528811918015,1528811928488,1528811927413
largemaker_y-,1528811929215,1528811933688,1528811932439
scissors_y+,1528811934402,1528811938102,1528811936814
orange_z-,1528811939354,1528811942410,1528811941666
mug_z-,1528811943336,1528811946795,1528811945984
mug_x-,1528811947767,1528811950889,1528811950051
foambrick_x-,1528811951631,1528811955504,1528811954493
sponge_z-,1528811956177,1528811960104,1528811959320
hammer_y-,1528811960963,1528811964939,1528811963825
mustardbottle_x-,1528811965630,1528811969741,1528811968906
mug_y-,1528811970669,1528811974796,1528811973678
orange_x+,1528811975645,1528811979462,1528811978639
foambrick_z+,1528811980308,1528811984168,1528811983226
lego_y+,1528811985003,1528811989877,1528811988587
largemarker_y+,1528811990711,1528811995250,1528811993720
scissors_z+,1528811996044,1528812000104,1528811999156
scissors_z-,1528812000857,1528812004566,1528812003734
mustardbottle_z+,1528812005324,1528812008436,1528812007614
sponge_y-,1528812009004,1528812013567,1528812012322
mug_z+,1528812014192,1528812017466,1528812016428
sponge_x-,1528812018231,1528812022037,1528812020934
foambrick_x+,1528812022644,1528812026023,1528812025094
largemarker_x-,1528812026631,1528812031183,1528812030402
banana_z-,1528812031803,1528812034812,1528812033955
spoon_y+,1528812035606,1528812039677,1528812038309
crackerbox_y-,1528812040405,1528812044491,1528812043254
orange_y+,1528812045146,1528812048492,1528812047283
bleachcleanser_x+,1528812049245,1528812052339,1528812051388
mug_x+,1528812053071,1528812057140,1528812056108
largemaker_z-,1528812057671,1528812060919,1528812060067
banana_y+,1528812061672,1528812066119,1528812064867
largemarker_x+,1528812066645,1528812070050,1528812069229
largemarker_z+,1528812070846,1528812074464,1528812073708
gelatinbox_z-,1528812075115,1528812079292,1528812078556
spoon_z-,1528812079949,1528812084572,1528812083817
mediumclamp_z+,1528812085300,1528812089826,1528812088802
