Scene,Start,End,Grasp
mustardbottle_x-,1529059604649,1529059622134,1529059619739
sponge_z-,1529059623008,1529059630470,1529059628738
spoon_z-,1529059631138,1529059638320,1529059636537
crackerbox_y-,1529059638994,1529059647722,1529059645166
banana_y-,1529059648422,1529059654043,1529059652005
banana_x-,1529059654581,1529059659403,1529059657778
largemarker_x-,1529059659996,1529059665669,1529059663925
mediumclamp_x-,1529059666169,1529059672617,1529059670953
bleachcleanser_y+,1529059673155,1529059679936,1529059677966
hammer_z+,1529059680598,1529059685923,1529059683991
mug_z+,1529059686490,1529059691443,1529059689461
banana_x+,1529059692063,1529059698231,1529059696420
spoon_y-,1529059698850,1529059706818,1529059704152
lego_y-,1529059707311,1529059717806,1529059715631
pottedmeatcan_y-,1529059718263,1529059724699,1529059722193
largemarker_y+,1529059725196,1529059730831,1529059728822
orange_x+,1529059731343,1529059736217,1529059734528
banana_y+,1529059736666,1529059743005,1529059740739
bleachcleanser_x+,1529059743503,1529059748991,1529059747075
hammer_y+,1529059749540,1529059755723,1529059753181
lego_x-,1529059756384,1529059761886,1529059760075
gelatinbox_z+,1529059762492,1529059768007,1529059766260
lego_y+,1529059768611,1529059775032,1529059773078
foambrick_z-,1529059775812,1529059781327,1529059779622
gelatinbox_x-,1529059781878,1529059787139,1529059785514
mustardbottle_z+,1529059787785,1529059792647,1529059791088
scissors_x+,1529059793238,1529059798700,1529059796875
crackerbox_x-,1529059799280,1529059804980,1529059803329
banana_z-,1529059805571,1529059810260,1529059809023
mug_y-,1529059810929,1529059818275,1529059816049
orange_z-,1529059818880,1529059826101,1529059824570
spoon_z+,1529059826839,1529059832608,1529059831103
lego_z+,1529059833238,1529059838168,1529059836743
banana_z+,1529059838681,1529059843447,1529059841810
mustardbottle_y+,1529059843893,1529059851741,1529059849757
sponge_y-,1529059852387,1529059859676,1529059857037
pottedmeatcan_x+,1529059860455,1529059866968,1529059865169
crackerbox_y+,1529059867615,1529059874512,1529059872308
crackerbox_z+,1529059875268,1529059881077,1529059879397
orange_y-,1529059881668,1529059889876,1529059887930
scissors_x-,1529059890348,1529059896462,1529059894426
hammer_x-,1529059896932,1529059902918,1529059901280
mediumclamp_y-,1529059903548,1529059912408,1529059910278
mug_x-,1529059912932,1529059919729,1529059917693
largemarker_z+,1529059920281,1529059925891,1529059924385
orange_x-,1529059926470,1529059932009,1529059930411
scissors_z-,1529059932497,1529059940411,1529059938848
crackerbox_x+,1529059940988,1529059947263,1529059944995
bleachcleanser_z-,1529059947870,1529059954169,1529059952624
scissors_y+,1529059954976,1529059962157,1529059959469
foambrick_x+,1529059962736,1529059968529,1529059966638
spoon_x+,1529059969604,1529059974798,1529059973064
pottedmeatcan_z+,1529059975520,1529059980984,1529059979411
mug_z-,1529059981658,1529059988292,1529059986531
pottedmeatcan_y+,1529059988977,1529059997704,1529059995426
scissors_y-,1529059998417,1529060008280,1529060005786
sponge_z+,1529060008830,1529060015465,1529060013547
gelatinbox_y-,1529060016123,1529060029666,1529060027721
largemarker_x+,1529060030231,1529060036906,1529060035187
mustardbottle_y-,1529060037534,1529060046893,1529060044988
spoon_x-,1529060047418,1529060052612,1529060051148
mediumclamp_y+,1529060053152,1529060060784,1529060058681
hammer_z-,1529060061472,1529060067052,1529060065440
sponge_x+,1529060067433,1529060073026,1529060071427
mug_y+,1529060073713,1529060080467,1529060078215
orange_z+,1529060081135,1529060087068,1529060085615
spoon_y+,1529060087793,1529060094400,1529060091792
gelatinbox_y+,1529060094994,1529060101228,1529060099244
foambrick_y-,1529060101922,1529060112732,1529060110765
scissors_z+,1529060113349,1529060118973,1529060117547
orange_y+,1529060119648,1529060125895,1529060123871
mustardbottle_x+,1529060126514,1529060131932,1529060130043
mediumclamp_x+,1529060132608,1529060138695,1529060136805
largemaker_z-,1529060139537,1529060145014,1529060143643
mediumclamp_z-,1529060145660,1529060151709,1529060150216
crackerbox_z-,1529060152338,1529060157642,1529060156161
mediumclamp_z+,1529060158261,1529060163176,1529060161803
pottedmeatcan_z-,1529060163723,1529060168855,1529060167297
foambrick_z+,1529060169489,1529060174242,1529060172778
sponge_y+,1529060174849,1529060183150,1529060181151
foambrick_y+,1529060183875,1529060190348,1529060188219
mustardbottle_z-,1529060190996,1529060198098,1529060196178
mug_x+,1529060198982,1529060205657,1529060203953
sponge_x-,1529060206355,1529060212736,1529060211100
hammer_y-,1529060213408,1529060219547,1529060217381
pottedmeatcan_x-,1529060220125,1529060225522,1529060224152
gelatinbox_x+,1529060226091,1529060230419,1529060228859
bleachcleanser_z+,1529060230984,1529060236230,1529060234605
lego_x+,1529060236863,1529060241590,1529060239992
foambrick_x-,1529060242292,1529060247191,1529060245752
gelatinbox_z-,1529060247740,1529060253218,1529060251659
lego_z-,1529060253810,1529060258645,1529060257259
bleachcleanser_x-,1529060259264,1529060264321,1529060262699
bleachcleanser_y-,1529060264839,1529060273390,1529060271193
largemaker_y-,1529060273938,1529060279137,1529060277221
hammer_x+,1529060279663,1529060284645,1529060282914
