Scene,Start,End,Grasp
mug_z+,1529323403378,1529323415578,1529323413620
crackerbox_z+,1529323416224,1529323422057,1529323419896
banana_x+,1529323423024,1529323427778,1529323426262
mediumclamp_x-,1529323428370,1529323438713,1529323437155
scissors_y+,1529323439331,1529323445681,1529323443367
mediumclamp_z+,1529323446371,1529323451192,1529323449581
orange_x-,1529323451873,1529323456432,1529323455083
spoon_z+,1529323457385,1529323464713,1529323463222
hammer_z-,1529323465700,1529323470168,1529323468957
foambrick_z+,1529323470933,1529323474779,1529323473556
bleachcleanser_z+,1529323475733,1529323481632,1529323480452
banana_x-,1529323482653,1529323486606,1529323485383
mediumclamp_z-,1529323487427,1529323491540,1529323490544
banana_z-,1529323492101,1529323495993,1529323494930
orange_x+,1529323496627,1529323500354,1529323499197
spoon_y-,1529323500887,1529323510607,1529323508384
bleachcleanser_z-,1529323511300,1529323515393,1529323514053
mustardbottle_x+,1529323516066,1529323519835,1529323518250
bleachcleanser_y+,1529323520533,1529323524527,1529323522923
mustardbottle_y-,1529323525159,1529323530528,1529323528699
hammer_y+,1529323531087,1529323535381,1529323533671
largemarker_x+,1529323535902,1529323540916,1529323539488
orange_y+,1529323541961,1529323546286,1529323544397
mug_z-,1529323547001,1529323551284,1529323550012
pottedmeatcan_y+,1529323551921,1529323555834,1529323554343
hammer_x+,1529323556507,1529323560501,1529323559225
spoon_z-,1529323561187,1529323565380,1529323564074
foambrick_y+,1529323565976,1529323570168,1529323568573
foambrick_x+,1529323570854,1529323574754,1529323573487
pottedmeatcan_z-,1529323575401,1529323581024,1529323579854
sponge_y+,1529323581576,1529323588465,1529323587054
spoon_x-,1529323589102,1529323593284,1529323591999
lego_y-,1529323593816,1529323599836,1529323598215
scissors_x-,1529323600443,1529323604037,1529323602946
mustardbottle_z+,1529323604709,1529323608742,1529323607572
foambrick_x-,1529323609476,1529323613637,1529323612468
gelatinbox_x-,1529323614230,1529323618516,1529323617287
mustardbottle_x-,1529323619189,1529323624983,1529323623720
crackerbox_x-,1529323625478,1529323629519,1529323628322
mustardbottle_z-,1529323630163,1529323634424,1529323633147
sponge_z-,1529323635090,1529323640638,1529323639491
sponge_y-,1529323641243,1529323645957,1529323644413
hammer_x-,1529323646536,1529323650201,1529323649052
mug_y+,1529323650696,1529323655774,1529323654308
orange_y-,1529323656445,1529323662919,1529323661388
crackerbox_y-,1529323663403,1529323668117,1529323666428
bleachcleanser_x+,1529323668644,1529323672544,1529323671402
largemarker_z+,1529323673290,1529323677452,1529323676304
pottedmeatcan_x+,1529323678091,1529323682772,1529323681603
gelatinbox_y-,1529323683444,1529323687998,1529323686669
crackerbox_x+,1529323688563,1529323692653,1529323691348
gelatinbox_x+,1529323693338,1529323697387,1529323696045
pottedmeatcan_x-,1529323698019,1529323702464,1529323701289
hammer_z+,1529323703218,1529323707289,1529323705791
scissors_y-,1529323707938,1529323716772,1529323715149
gelatinbox_z-,1529323717364,1529323721506,1529323720418
bleachcleanser_x-,1529323722059,1529323726825,1529323725590
crackerbox_y+,1529323727508,1529323731239,1529323730068
sponge_z+,1529323731909,1529323736772,1529323735494
banana_y-,1529323737459,1529323742226,1529323740829
orange_z-,1529323742727,1529323746867,1529323745831
scissors_z-,1529323747680,1529323751787,1529323750789
spoon_x+,1529323752353,1529323756372,1529323755046
mug_x-,1529323756952,1529323760532,1529323759364
foambrick_z-,1529323761095,1529323765133,1529323764071
mustardbottle_y+,1529323765726,1529323769628,1529323768311
largemarker_x-,1529323770341,1529323775041,1529323773828
lego_z+,1529323775660,1529323779763,1529323778606
scissors_x+,1529323780494,1529323784174,1529323782891
spoon_y+,1529323784794,1529323788801,1529323787137
largemarker_y+,1529323789540,1529323793477,1529323792124
mug_y-,1529323794153,1529323797786,1529323796549
scissors_z+,1529323798447,1529323802174,1529323801006
banana_y+,1529323802793,1529323806773,1529323805292
mediumclamp_y-,1529323807395,1529323811722,1529323810390
mediumclamp_y+,1529323812340,1529323816162,1529323814726
hammer_y-,1529323816835,1529323821600,1529323820129
banana_z+,1529323822049,1529323825615,1529323824351
largemaker_z-,1529323826262,1529323830627,1529323829537
largemaker_y-,1529323831221,1529323835440,1529323834092
lego_z-,1529323835955,1529323839974,1529323839044
bleachcleanser_y-,1529323840674,1529323845203,1529323843629
sponge_x-,1529323845768,1529323849703,1529323848563
pottedmeatcan_z+,1529323850194,1529323853747,1529323852507
mediumclamp_x+,1529323854483,1529323858413,1529323857259
foambrick_y-,1529323859208,1529323863214,1529323861925
sponge_x+,1529323863768,1529323867734,1529323866505
lego_y+,1529323868298,1529323872602,1529323871113
gelatinbox_y+,1529323873356,1529323877256,1529323875791
pottedmeatcan_y-,1529323878007,1529323882324,1529323880938
crackerbox_z-,1529323882824,1529323886891,1529323885552
mug_x+,1529323887475,1529323891348,1529323889873
lego_x-,1529323891943,1529323895748,1529323894720
orange_z+,1529323896315,1529323900189,1529323898925
gelatinbox_z+,1529323900770,1529323904789,1529323903632
lego_x+,1529323905503,1529323909292,1529323907964
