Scene,Camera X,Camera Y,Camera Z
crackerbox_z-,0.586168,1.042715,-0.6268892
crackerbox_z-,0.5858967,1.04278,-0.6268408
crackerbox_z-,0.5855444,1.043527,-0.6371628
crackerbox_z-,0.5853148,1.044526,-0.641713
crackerbox_z-,0.5851172,1.044486,-0.6422571
crackerbox_z-,0.5849637,1.044339,-0.6428446
crackerbox_z-,0.5847367,1.044336,-0.6431658
crackerbox_z-,0.58447,1.044309,-0.6437062
crackerbox_z-,0.5842546,1.044188,-0.6442482
crackerbox_z-,0.5840212,1.043981,-0.6449138
crackerbox_z-,0.583748,1.044036,-0.6454771
crackerbox_z-,0.5833565,1.044113,-0.6459577
crackerbox_z-,0.5830369,1.044228,-0.6465734
crackerbox_z-,0.5828025,1.044334,-0.6471586
crackerbox_z-,0.5825298,1.044508,-0.6474923
crackerbox_z-,0.582472,1.044584,-0.6479501
crackerbox_z-,0.5826098,1.044657,-0.6484649
crackerbox_z-,0.5828477,1.044683,-0.6490101
crackerbox_z-,0.5829739,1.044723,-0.6493037
crackerbox_z-,0.5831743,1.044663,-0.6495512
crackerbox_z-,0.583254,1.044597,-0.6495497
crackerbox_z-,0.5835885,1.044383,-0.6495063
crackerbox_z-,0.5844136,1.043751,-0.64935
crackerbox_z-,0.5858632,1.042751,-0.6492786
crackerbox_z-,0.5876381,1.041384,-0.6492182
crackerbox_z-,0.5893106,1.040741,-0.6488901
crackerbox_z-,0.5910078,1.039981,-0.6486843
crackerbox_z-,0.5931175,1.038854,-0.6484741
crackerbox_z-,0.594402,1.038104,-0.648693
crackerbox_z-,0.5961698,1.036644,-0.648356
crackerbox_z-,0.5979375,1.034682,-0.6479732
crackerbox_z-,0.6000108,1.031751,-0.6476877
crackerbox_z-,0.6021323,1.028302,-0.6473207
crackerbox_z-,0.6044134,1.024017,-0.6470946
crackerbox_z-,0.6076654,1.016254,-0.6470253
crackerbox_z-,0.608027,1.015321,-0.6460404
crackerbox_z-,0.6090258,1.012132,-0.6453655
crackerbox_z-,0.6094376,1.008997,-0.6448363
crackerbox_z-,0.6093399,1.006379,-0.6445545
crackerbox_z-,0.6088763,1.005069,-0.6433176
crackerbox_z-,0.6081417,1.00499,-0.6415734
crackerbox_z-,0.6070939,1.005219,-0.6405194
crackerbox_z-,0.6056203,1.005388,-0.639747
