Scene,Start,End,Grasp
spoon_y+,1528980462513,1528980515720,1528980512882
pottedmeatcan_z-,1528980516712,1528980526081,1528980523496
mediumclamp_z+,1528980526752,1528980559160,1528980557192
scissors_z-,1528980560086,1528980566387,1528980564455
mug_y+,1528980567073,1528980574133,1528980571908
crackerbox_y+,1528980574740,1528980581040,1528980578854
scissors_y+,1528980581872,1528980588866,1528980586506
hammer_z+,1528980589622,1528980595148,1528980593212
sponge_x-,1528980596802,1528980608637,1528980602538
pottedmeatcan_x+,1528980612327,1528980636254,1528980633511
spoon_z-,1528980636983,1528980644413,1528980642644
banana_y-,1528980645075,1528980652428,1528980650030
foambrick_x-,1528980653077,1528980671109,1528980668354
orange_y-,1528980672715,1528980685962,1528980683526
gelatinbox_x-,1528980686620,1528980692829,1528980691016
hammer_y-,1528980693463,1528980700848,1528980698231
lego_y+,1528980701516,1528980708029,1528980705830
pottedmeatcan_x-,1528980708819,1528980715814,1528980713887
hammer_x-,1528980716464,1528980751993,1528980749547
lego_x-,1528980752960,1528980769606,1528980767464
foambrick_z-,1528980770548,1528980780272,1528980777822
mediumclamp_y+,1528980781014,1528980787793,1528980785223
foambrick_z+,1528980788640,1528980796675,1528980794713
sponge_x+,1528980797411,1528980807883,1528980805864
mug_x-,1528980808739,1528980816200,1528980813198
gelatinbox_y+,1528980817039,1528980823358,1528980820784
mediumclamp_z-,1528980824419,1528980832867,1528980830664
hammer_x+,1528980833776,1528980839729,1528980837600
crackerbox_y-,1528980841416,1528980851196,1528980847786
spoon_x-,1528980852029,1528980859609,1528980857039
crackerbox_x-,1528980860721,1528980866830,1528980864622
hammer_y+,1528980867520,1528980874303,1528980872256
scissors_x+,1528980875933,1528980885699,1528980883784
largemaker_y-,1528980889707,1528980899256,1528980897055
crackerbox_x+,1528980899963,1528980906196,1528980904265
mediumclamp_y-,1528980907191,1528980913329,1528980911063
gelatinbox_z+,1528980914092,1528980919356,1528980917344
mustardbottle_x-,1528980920190,1528980925278,1528980923677
banana_x+,1528980926093,1528980930157,1528980928703
banana_x-,1528980930865,1528980935265,1528980933571
bleachcleanser_z+,1528980935881,1528980943876,1528980942091
mustardbottle_z-,1528980944882,1528980950249,1528980948493
sponge_z-,1528980951069,1528980956760,1528980955198
mustardbottle_z+,1528980957443,1528980964141,1528980962492
pottedmeatcan_y-,1528980964810,1528980974634,1528980972361
sponge_z+,1528980975269,1528980980756,1528980979118
orange_x+,1528980981550,1528980986663,1528980985174
largemaker_z-,1528980987351,1528980991957,1528980990666
orange_z+,1528980992763,1528980997102,1528980995545
largemarker_x+,1528980997869,1528981003544,1528981002065
gelatinbox_x+,1528981004177,1528981009407,1528981007574
mustardbottle_y+,1528981010085,1528981014717,1528981012905
bleachcleanser_x+,1528981015497,1528981022094,1528981020161
lego_z-,1528981022726,1528981031667,1528981030122
sponge_y+,1528981032285,1528981038117,1528981035973
mug_x+,1528981038791,1528981045066,1528981042951
lego_y-,1528981045724,1528981054838,1528981052837
largemarker_z+,1528981055581,1528981060437,1528981059177
mug_z+,1528981061071,1528981066185,1528981064655
bleachcleanser_y+,1528981066951,1528981071718,1528981069852
gelatinbox_y-,1528981072413,1528981079036,1528981076227
mustardbottle_y-,1528981079653,1528981086636,1528981084188
largemarker_x-,1528981087228,1528981096731,1528981095226
largemarker_y+,1528981097301,1528981103373,1528981101824
mug_y-,1528981104099,1528981109532,1528981107695
pottedmeatcan_z+,1528981110027,1528981128547,1528981126734
mediumclamp_x-,1528981129460,1528981134733,1528981133241
spoon_y-,1528981135356,1528981141533,1528981139668
banana_y+,1528981142157,1528981146240,1528981144624
orange_z-,1528981146888,1528981151773,1528981150349
pottedmeatcan_y+,1528981152287,1528981157053,1528981155188
foambrick_x+,1528981157887,1528981164639,1528981161591
mustardbottle_x+,1528981165367,1528981172216,1528981170627
sponge_y-,1528981172887,1528981179362,1528981177350
mug_z-,1528981179790,1528981184933,1528981183564
bleachcleanser_z-,1528981185621,1528981191054,1528981189376
bleachcleanser_y-,1528981191784,1528981198107,1528981195937
spoon_z+,1528981198729,1528981207057,1528981205415
mediumclamp_x+,1528981207701,1528981214082,1528981212612
lego_x+,1528981214628,1528981218936,1528981217629
orange_y+,1528981219449,1528981224441,1528981222486
lego_z+,1528981225129,1528981230322,1528981229123
foambrick_y+,1528981230970,1528981236055,1528981234244
banana_z-,1528981236676,1528981257028,1528981255058
gelatinbox_z-,1528981257635,1528981263412,1528981261378
spoon_x+,1528981264032,1528981271524,1528981270085
scissors_y-,1528981272117,1528981282698,1528981280884
crackerbox_z+,1528981283317,1528981288391,1528981286502
orange_x-,1528981289130,1528981293326,1528981291826
scissors_x-,1528981294185,1528981299010,1528981297499
foambrick_y-,1528981299650,1528981306446,1528981304646
banana_z+,1528981307065,1528981311591,1528981310407
bleachcleanser_x-,1528981312358,1528981318486,1528981316953
crackerbox_z-,1528981319199,1528981325060,1528981323154
scissors_z+,1528981325785,1528981329818,1528981328248
hammer_z-,1528981330491,1528981336179,1528981334740
