Scene,Start,End,Grasp
pottedmeatcan_z+,1529494193197,1529494230602,1529494229312
crackerbox_x+,1529494232806,1529494238907,1529494236897
scissors_z-,1529494239580,1529494243907,1529494243080
spoon_x+,1529494244646,1529494248362,1529494247177
mug_y-,1529494248980,1529494253789,1529494251884
lego_z+,1529494255380,1529494260894,1529494259606
foambrick_y+,1529494261795,1529494269375,1529494267751
mediumclamp_z+,1529494270247,1529494274190,1529494273113
bleachcleanser_y-,1529494274868,1529494278775,1529494277176
foambrick_x+,1529494279342,1529494282817,1529494281592
gelatinbox_y-,1529494283407,1529494286802,1529494285525
bleachcleanser_z-,1529494287435,1529494290841,1529494289568
lego_z-,1529494291568,1529494294935,1529494293993
sponge_z+,1529494295501,1529494298763,1529494297618
mediumclamp_z-,1529494299354,1529494302630,1529494301593
mug_z+,1529494303272,1529494306616,1529494305480
crackerbox_z+,1529494307222,1529494310509,1529494309405
bleachcleanser_x-,1529494311056,1529494314043,1529494313035
banana_x+,1529494314608,1529494317911,1529494316700
gelatinbox_z-,1529494318341,1529494321165,1529494320379
mug_x+,1529494321729,1529494324244,1529494323259
scissors_x+,1529494324836,1529494327549,1529494326489
lego_x+,1529494328082,1529494330678,1529494329681
mug_y+,1529494331222,1529494333830,1529494332526
hammer_y-,1529494334471,1529494338296,1529494337166
hammer_x-,1529494338796,1529494341177,1529494340325
largemarker_x+,1529494341729,1529494344176,1529494343356
mediumclamp_x-,1529494344822,1529494347404,1529494346483
mustardbottle_y-,1529494347968,1529494351205,1529494350060
gelatinbox_x-,1529494351728,1529494354391,1529494353568
largemarker_y+,1529494354883,1529494357644,1529494356527
banana_y-,1529494358316,1529494361899,1529494360765
crackerbox_x-,1529494362450,1529494365218,1529494364270
orange_z-,1529494365824,1529494368539,1529494367634
hammer_y+,1529494369102,1529494371805,1529494370682
crackerbox_y-,1529494372517,1529494375497,1529494374380
mug_x-,1529494376069,1529494378422,1529494377469
lego_x-,1529494378983,1529494381445,1529494380453
pottedmeatcan_z-,1529494381904,1529494384311,1529494383539
bleachcleanser_y+,1529494384878,1529494387218,1529494386008
mediumclamp_y+,1529494387757,1529494390578,1529494389285
spoon_z+,1529494391273,1529494394138,1529494393221
hammer_z-,1529494394811,1529494397364,1529494396607
scissors_z+,1529494397984,1529494400233,1529494399423
foambrick_x-,1529494400957,1529494403312,1529494402421
mustardbottle_x-,1529494403875,1529494406405,1529494405526
scissors_y-,1529494406931,1529494410125,1529494409035
orange_x-,1529494410674,1529494413096,1529494412235
spoon_z-,1529494413597,1529494416870,1529494415756
mustardbottle_z+,1529494417504,1529494420297,1529494419272
hammer_x+,1529494420850,1529494423032,1529494422111
sponge_x-,1529494423687,1529494426605,1529494425836
foambrick_z+,1529494427185,1529494429448,1529494428635
banana_z-,1529494430158,1529494432578,1529494431836
mustardbottle_y+,1529494433185,1529494435458,1529494434471
lego_y-,1529494436158,1529494439367,1529494438249
mustardbottle_z-,1529494439917,1529494442380,1529494441528
foambrick_y-,1529494443106,1529494445698,1529494444767
lego_y+,1529494446317,1529494449022,1529494447997
pottedmeatcan_y+,1529494449706,1529494451993,1529494450986
sponge_z-,1529494452611,1529494454994,1529494454142
mustardbottle_x+,1529494455559,1529494457683,1529494456942
orange_y-,1529494458412,1529494461005,1529494460063
foambrick_z-,1529494461732,1529494463993,1529494463237
pottedmeatcan_x-,1529494464718,1529494466859,1529494466020
bleachcleanser_z+,1529494467399,1529494469607,1529494468752
pottedmeatcan_x+,1529494470293,1529494472392,1529494471543
spoon_x-,1529494473105,1529494475343,1529494474329
orange_x+,1529494475919,1529494478219,1529494477302
scissors_x-,1529494478972,1529494481207,1529494480407
orange_z+,1529494481559,1529494483870,1529494483037
mediumclamp_y-,1529494484489,1529494487326,1529494486343
banana_z+,1529494487906,1529494490314,1529494489487
largemarker_z+,1529494490875,1529494493220,1529494492397
largemaker_y-,1529494493996,1529494496848,1529494495887
bleachcleanser_x+,1529494497428,1529494499994,1529494498888
spoon_y-,1529494500639,1529494503434,1529494502503
gelatinbox_x+,1529494504026,1529494506194,1529494505316
scissors_y+,1529494506875,1529494509286,1529494508170
pottedmeatcan_y-,1529494509959,1529494512409,1529494511596
orange_y+,1529494513076,1529494515968,1529494514811
sponge_y-,1529494516654,1529494519327,1529494518344
crackerbox_y+,1529494519814,1529494522195,1529494521146
sponge_y+,1529494522860,1529494528085,1529494526798
crackerbox_z-,1529494528861,1529494531318,1529494530489
banana_y+,1529494532028,1529494534782,1529494533704
largemaker_z-,1529494535575,1529494537928,1529494537239
mug_z-,1529494538535,1529494541022,1529494540212
spoon_y+,1529494541640,1529494544622,1529494542958
banana_x-,1529494545774,1529494548273,1529494547321
gelatinbox_z+,1529494548894,1529494551128,1529494550304
hammer_z+,1529494551828,1529494554382,1529494553289
largemarker_x-,1529494554949,1529494557040,1529494556288
gelatinbox_y+,1529494557677,1529494560072,1529494558906
mediumclamp_x+,1529494560720,1529494562996,1529494562027
sponge_x+,1529494563762,1529494567389,1529494566133
