Scene,Camera X,Camera Y,Camera Z
mug_x-,0.730781,1.015913,-0.7958625
mug_x-,0.7309847,1.01537,-0.7957501
mug_x-,0.7146528,1.013306,-0.7924486
mug_x-,0.7007665,1.013385,-0.7906895
mug_x-,0.698902,1.013254,-0.7900702
mug_x-,0.6964923,1.013376,-0.7900661
mug_x-,0.6944912,1.013457,-0.7901512
mug_x-,0.6924284,1.013456,-0.7902358
mug_x-,0.69063,1.013505,-0.7904832
mug_x-,0.6888739,1.013634,-0.7906902
mug_x-,0.6869577,1.013727,-0.7909133
mug_x-,0.6853916,1.013798,-0.7911502
mug_x-,0.6837624,1.013813,-0.7912291
mug_x-,0.6820527,1.013721,-0.7913247
mug_x-,0.6807327,1.013615,-0.7914755
mug_x-,0.6794286,1.013353,-0.79155
mug_x-,0.6781811,1.013087,-0.7914705
mug_x-,0.6772687,1.012835,-0.7913471
mug_x-,0.676482,1.012594,-0.7910992
mug_x-,0.6757651,1.012351,-0.7907535
mug_x-,0.6753092,1.012228,-0.7903543
mug_x-,0.6750203,1.012123,-0.7899544
mug_x-,0.674812,1.011899,-0.7892661
mug_x-,0.6747431,1.011868,-0.7892789
mug_x-,0.6747704,1.011539,-0.7886105
mug_x-,0.6753117,1.011032,-0.787528
mug_x-,0.6764258,1.010393,-0.7865539
mug_x-,0.6778639,1.009943,-0.7856513
mug_x-,0.6797901,1.009479,-0.7847419
mug_x-,0.6819054,1.009011,-0.7841768
mug_x-,0.6839095,1.008826,-0.7837515
mug_x-,0.6859527,1.009055,-0.7833207
mug_x-,0.6890278,1.009314,-0.7825739
mug_x-,0.6907443,1.009726,-0.782261
mug_x-,0.6915553,1.010356,-0.7830995
mug_x-,0.6940796,1.011298,-0.7829421
mug_x-,0.6967176,1.012376,-0.7833173
mug_x-,0.6993678,1.013632,-0.7842122
mug_x-,0.7018227,1.014893,-0.7856368
mug_x-,0.7039736,1.01595,-0.7873186
mug_x-,0.707125,1.017065,-0.7895436
mug_x-,0.7078379,1.017218,-0.7917218
mug_x-,0.7092591,1.017402,-0.7938941
mug_x-,0.7104709,1.017514,-0.7960806
mug_x-,0.71124,1.01711,-0.7981659
mug_x-,0.7121189,1.015969,-0.8009511
mug_x-,0.7130249,1.014456,-0.8042905
mug_x-,0.7132545,1.012593,-0.8085711
mug_x-,0.7133754,1.011788,-0.8117293
mug_x-,0.7127048,1.01182,-0.8144542
mug_x-,0.7113825,1.011992,-0.8173407
mug_x-,0.7099349,1.011675,-0.8200519
mug_x-,0.7082189,1.010731,-0.8223215
mug_x-,0.7064129,1.00904,-0.8245633
mug_x-,0.704699,1.007117,-0.8260591
mug_x-,0.7032408,1.004045,-0.8277421
mug_x-,0.7018555,1.002572,-0.8284113
mug_x-,0.7010267,1.000143,-0.8296472
mug_x-,0.7004443,0.9978075,-0.830305
mug_x-,0.7003638,0.9954002,-0.8310837
mug_x-,0.7008952,0.9931223,-0.8319002
mug_x-,0.7018424,0.9910807,-0.8326169
mug_x-,0.7047599,0.9884259,-0.8335173
mug_x-,0.7045383,0.9878685,-0.8337922
mug_x-,0.7069487,0.9861761,-0.8341637
mug_x-,0.7062728,0.9861214,-0.8344138
mug_x-,0.7071525,0.9850742,-0.8343548
mug_x-,0.7079042,0.9840834,-0.8342896
mug_x-,0.7082279,0.9832755,-0.8340751
mug_x-,0.7083083,0.9825099,-0.8338947
mug_x-,0.7089222,0.9812535,-0.8348134
mug_x-,0.7087629,0.9807829,-0.8353643
mug_x-,0.707963,0.9795515,-0.8358839
mug_x-,0.7066075,0.9775746,-0.8366389
mug_x-,0.7057977,0.9752311,-0.8373967
mug_x-,0.7053315,0.9726816,-0.8386363
mug_x-,0.7051855,0.9696367,-0.840267
mug_x-,0.7058974,0.9668809,-0.841694
mug_x-,0.7073128,0.9631966,-0.844768
mug_x-,0.7086692,0.9610781,-0.8453541
mug_x-,0.7093834,0.9582236,-0.8465842
mug_x-,0.7102496,0.9556714,-0.8473783
mug_x-,0.7122251,0.9533476,-0.84847
mug_x-,0.7146619,0.9515919,-0.8492667
mug_x-,0.7168777,0.9500259,-0.8498419
mug_x-,0.7195915,0.9478087,-0.8510292
mug_x-,0.7211119,0.9468873,-0.8516164
mug_x-,0.7229264,0.9458748,-0.8508873
mug_x-,0.7253238,0.9443612,-0.8530141
mug_x-,0.7279753,0.9429269,-0.8531125
mug_x-,0.7301645,0.9419701,-0.8539469
mug_x-,0.7322107,0.9413012,-0.8553014
mug_x-,0.7338833,0.9409131,-0.856049
mug_x-,0.7365925,0.9406808,-0.8578008
mug_x-,0.7385719,0.9406679,-0.8589497
mug_x-,0.7402977,0.9406648,-0.8598058
mug_x-,0.7422981,0.9404772,-0.8607553
mug_x-,0.7438837,0.9401186,-0.8619397
mug_x-,0.7451153,0.9397733,-0.8620218
mug_x-,0.7472354,0.9391425,-0.862544
mug_x-,0.7497947,0.9382376,-0.863212
mug_x-,0.7541019,0.9364358,-0.8642164
mug_x-,0.7568415,0.9358755,-0.8645546
mug_x-,0.761849,0.93498,-0.8658453
mug_x-,0.7677214,0.9346929,-0.8672625
mug_x-,0.7736689,0.9348923,-0.8688639
mug_x-,0.7796807,0.9354625,-0.8701387
mug_x-,0.7865447,0.9363216,-0.8728032
mug_x-,0.7957781,0.9376519,-0.8771875
mug_x-,0.8026115,0.9387277,-0.8802039
mug_x-,0.8079616,0.9399396,-0.8833776
mug_x-,0.8133797,0.9411891,-0.887035
mug_x-,0.817972,0.9423987,-0.890026
mug_x-,0.8229127,0.9435229,-0.8934597
mug_x-,0.8278179,0.9445258,-0.8973458
mug_x-,0.8337741,0.9453511,-0.9023543
mug_x-,0.8357522,0.9457082,-0.9043924
mug_x-,0.84049,0.9460872,-0.9084656
mug_x-,0.8445754,0.9464,-0.9119809
mug_x-,0.8486481,0.9467453,-0.9155352
mug_x-,0.8531595,0.9470707,-0.9190594
mug_x-,0.8569337,0.9473623,-0.9226141
mug_x-,0.8623976,0.9475254,-0.9274801
mug_x-,0.8664135,0.9478709,-0.930531
mug_x-,0.8697309,0.947984,-0.9330365
mug_x-,0.8723904,0.9479915,-0.9351371
mug_x-,0.8758898,0.947826,-0.9381939
mug_x-,0.8793656,0.9478127,-0.9408283
mug_x-,0.8823979,0.9477659,-0.9426149
