Scene,Start,End,Grasp
sponge_y+,1528798755533,1528798766718,1528798764568
crackerbox_y+,1528798767827,1528798771982,1528798770254
foambrick_y-,1528798772936,1528798781346,1528798779093
mediumclamp_z+,1528798782056,1528798786379,1528798784708
hammer_z-,1528798787003,1528798791213,1528798789962
mediumclamp_x+,1528798791924,1528798796106,1528798794493
largemarker_z+,1528798797017,1528798803481,1528798799870
foambrick_x-,1528798804497,1528798808898,1528798807550
mug_x-,1528798809883,1528798814568,1528798813097
scissors_z-,1528798815339,1528798820747,1528798819314
mustardbottle_y-,1528798821631,1528798827217,1528798824763
largemaker_z-,1528798827911,1528798832442,1528798831325
sponge_x+,1528798833383,1528798838042,1528798836564
banana_x+,1528798838939,1528798842788,1528798841500
banana_y+,1528798843711,1528798848402,1528798846457
hammer_x+,1528798849310,1528798853528,1528798852044
spoon_x-,1528798854372,1528798859069,1528798857553
bleachcleanser_z+,1528798859784,1528798864107,1528798862700
bleachcleanser_x+,1528798864971,1528798870203,1528798868605
spoon_z+,1528798871126,1528798876297,1528798874647
hammer_x-,1528798877172,1528798881221,1528798879945
pottedmeatcan_z+,1528798881938,1528798887529,1528798886048
scissors_y+,1528798888526,1528798895069,1528798893194
pottedmeatcan_x-,1528798896031,1528798901123,1528798899808
gelatinbox_y+,1528798902045,1528798906350,1528798904552
banana_x-,1528798907165,1528798911338,1528798910073
crackerbox_z-,1528798912045,1528798920150,1528798919046
orange_y+,1528798921006,1528798925231,1528798923594
mediumclamp_z-,1528798925979,1528798930657,1528798929460
lego_z-,1528798931607,1528798937178,1528798935949
mediumclamp_y-,1528798937974,1528798943961,1528798942143
orange_x-,1528798944619,1528798948589,1528798947248
crackerbox_z+,1528798949434,1528798953857,1528798952434
lego_y-,1528798954607,1528798961525,1528798959289
mustardbottle_z+,1528798962194,1528798966194,1528798964793
mustardbottle_x+,1528798967190,1528798971315,1528798969674
banana_y-,1528798972376,1528798977174,1528798975530
foambrick_x+,1528798977914,1528798981698,1528798980448
orange_z+,1528798982590,1528798986926,1528798985582
spoon_x+,1528798987902,1528798993699,1528798992168
mug_y+,1528798994556,1528798999175,1528798997260
orange_y-,1528799000061,1528799004959,1528799003303
bleachcleanser_y-,1528799005929,1528799011976,1528799010319
crackerbox_x+,1528799012888,1528799016887,1528799015688
banana_z-,1528799017703,1528799022498,1528799021502
spoon_y-,1528799023376,1528799031955,1528799030078
gelatinbox_x-,1528799032689,1528799037988,1528799036529
banana_z+,1528799038929,1528799043220,1528799041889
mustardbottle_x-,1528799044035,1528799048393,1528799047191
mug_x+,1528799049076,1528799053200,1528799051945
orange_z-,1528799054003,1528799058742,1528799057593
spoon_y+,1528799059517,1528799070638,1528799068622
hammer_y+,1528799071718,1528799076515,1528799074593
scissors_y-,1528799077543,1528799085115,1528799083355
mediumclamp_x-,1528799085837,1528799090194,1528799089015
spoon_z-,1528799090990,1528799096176,1528799095102
pottedmeatcan_z-,1528799096891,1528799101287,1528799099995
largemarker_y+,1528799102052,1528799107143,1528799105624
pottedmeatcan_x+,1528799108051,1528799111662,1528799110317
hammer_z+,1528799112530,1528799116301,1528799114993
bleachcleanser_z-,1528799117177,1528799121195,1528799120196
gelatinbox_z+,1528799121957,1528799125973,1528799124746
pottedmeatcan_y+,1528799126718,1528799130871,1528799129111
orange_x+,1528799131677,1528799135818,1528799134328
sponge_y-,1528799136506,1528799142431,1528799140606
foambrick_z+,1528799143266,1528799147710,1528799146287
bleachcleanser_y+,1528799148159,1528799152631,1528799150663
gelatinbox_x+,1528799153652,1528799157057,1528799155778
largemarker_x-,1528799157945,1528799161912,1528799160516
sponge_z-,1528799162691,1528799167201,1528799165930
gelatinbox_y-,1528799167992,1528799176006,1528799173702
sponge_x-,1528799176825,1528799181086,1528799179729
mustardbottle_y+,1528799181852,1528799186286,1528799184622
foambrick_z-,1528799187346,1528799191618,1528799190529
pottedmeatcan_y-,1528799192493,1528799197125,1528799195463
lego_x-,1528799197814,1528799202249,1528799200716
bleachcleanser_x-,1528799203067,1528799207659,1528799206177
mug_z+,1528799208706,1528799214327,1528799212791
mug_z-,1528799215680,1528799220740,1528799219648
scissors_x-,1528799221721,1528799226659,1528799225437
mustardbottle_z-,1528799227440,1528799231389,1528799230290
crackerbox_x-,1528799232027,1528799236247,1528799235077
lego_y+,1528799236794,1528799242954,1528799241129
largemarker_x+,1528799243748,1528799248034,1528799246501
gelatinbox_z-,1528799248934,1528799253020,1528799251825
largemaker_y-,1528799253762,1528799258590,1528799257179
foambrick_y+,1528799259381,1528799264260,1528799262410
mediumclamp_y+,1528799265280,1528799270021,1528799268346
mug_y-,1528799271068,1528799275793,1528799273745
hammer_y-,1528799277241,1528799282420,1528799280746
scissors_x+,1528799283281,1528799287991,1528799286592
lego_x+,1528799289123,1528799292941,1528799291692
crackerbox_y-,1528799293642,1528799298142,1528799296192
sponge_z+,1528799298841,1528799303289,1528799301591
lego_z+,1528799304041,1528799307977,1528799306492
scissors_z+,1528799308603,1528799313378,1528799311958
