Scene,Camera X,Camera Y,Camera Z
banana_x-,0.3531302,1.052326,-1.039548
banana_x-,0.3561315,1.054156,-1.037767
banana_x-,0.4074958,1.066097,-1.018879
banana_x-,0.4026928,1.061987,-1.014209
banana_x-,0.4017957,1.060198,-1.01459
banana_x-,0.4009986,1.059547,-1.014652
banana_x-,0.4002861,1.058972,-1.014895
banana_x-,0.3997361,1.058195,-1.015189
banana_x-,0.399112,1.05708,-1.015314
banana_x-,0.3986218,1.055192,-1.015717
banana_x-,0.3980592,1.053046,-1.016013
banana_x-,0.3976956,1.0505,-1.015866
banana_x-,0.3977338,1.047475,-1.016169
banana_x-,0.3977357,1.045484,-1.015693
banana_x-,0.3977689,1.044024,-1.014811
banana_x-,0.3980899,1.042087,-1.014063
banana_x-,0.3985595,1.039929,-1.013606
banana_x-,0.3991172,1.038012,-1.013042
banana_x-,0.399515,1.037105,-1.011353
banana_x-,0.4004793,1.036159,-1.010213
banana_x-,0.4012327,1.036391,-1.009081
banana_x-,0.4022577,1.036974,-1.007757
banana_x-,0.4037569,1.037872,-1.006804
banana_x-,0.4060344,1.039045,-1.00541
banana_x-,0.4091028,1.040213,-1.004164
banana_x-,0.4129026,1.041939,-1.00371
banana_x-,0.4168679,1.043425,-1.003164
banana_x-,0.4204031,1.044547,-1.003341
banana_x-,0.4237652,1.045539,-1.003482
banana_x-,0.4270364,1.046684,-1.003773
banana_x-,0.4301196,1.047643,-1.003858
banana_x-,0.4336054,1.048674,-1.004287
banana_x-,0.4376392,1.050171,-1.004633
banana_x-,0.4412506,1.051379,-1.00436
banana_x-,0.4445698,1.05219,-1.004995
banana_x-,0.4482082,1.052862,-1.006176
banana_x-,0.4521317,1.053672,-1.007408
banana_x-,0.4555582,1.054287,-1.00862
banana_x-,0.4596071,1.05504,-1.009815
banana_x-,0.4643515,1.055829,-1.011551
banana_x-,0.4681633,1.056299,-1.012143
banana_x-,0.4710782,1.056406,-1.012741
banana_x-,0.4744234,1.056408,-1.0137
banana_x-,0.4778855,1.056231,-1.014997
banana_x-,0.4812667,1.056208,-1.016345
banana_x-,0.4846014,1.05612,-1.017894
banana_x-,0.4886768,1.055843,-1.020394
banana_x-,0.4922572,1.05601,-1.022083
banana_x-,0.4949305,1.056261,-1.023705
banana_x-,0.4970162,1.056614,-1.025089
banana_x-,0.4987696,1.05767,-1.026338
banana_x-,0.4999196,1.059035,-1.0273
banana_x-,0.5005913,1.060277,-1.028409
banana_x-,0.5004579,1.06308,-1.029725
banana_x-,0.4998373,1.065078,-1.030591
banana_x-,0.4988659,1.066996,-1.031699
banana_x-,0.4975864,1.069154,-1.032665
banana_x-,0.4960743,1.070914,-1.033462
banana_x-,0.494328,1.072636,-1.034441
banana_x-,0.4922409,1.073909,-1.035051
banana_x-,0.4893341,1.075576,-1.035384
banana_x-,0.4865837,1.077012,-1.035737
banana_x-,0.4839692,1.078044,-1.036114
banana_x-,0.481518,1.078933,-1.036587
banana_x-,0.4790734,1.079932,-1.037279
banana_x-,0.476764,1.080772,-1.03815
banana_x-,0.4743243,1.081482,-1.038635
banana_x-,0.4715385,1.082465,-1.039499
banana_x-,0.4693282,1.08332,-1.04127
banana_x-,0.4676864,1.083882,-1.042948
banana_x-,0.4664803,1.084324,-1.044762
banana_x-,0.4657562,1.0846,-1.047163
banana_x-,0.4650217,1.084913,-1.049607
banana_x-,0.4645642,1.085216,-1.051843
banana_x-,0.4642869,1.08521,-1.05529
banana_x-,0.4642118,1.085239,-1.05833
banana_x-,0.4641596,1.08518,-1.061038
banana_x-,0.4641795,1.085236,-1.063793
banana_x-,0.4640106,1.084873,-1.066041
banana_x-,0.4642186,1.084507,-1.069501
banana_x-,0.4638321,1.084153,-1.071674
banana_x-,0.4631475,1.083772,-1.074504
banana_x-,0.4624203,1.083371,-1.076602
banana_x-,0.4615171,1.083244,-1.078078
banana_x-,0.4607173,1.083222,-1.079475
banana_x-,0.4597627,1.083167,-1.080712
banana_x-,0.4589298,1.083105,-1.082209
banana_x-,0.4584239,1.082892,-1.083854
banana_x-,0.4580468,1.082604,-1.085616
banana_x-,0.4578199,1.082281,-1.086418
banana_x-,0.4579932,1.081993,-1.087114
banana_x-,0.4584813,1.081598,-1.087871
banana_x-,0.4592101,1.081225,-1.088682
banana_x-,0.4601841,1.080781,-1.089346
banana_x-,0.4614511,1.080528,-1.089947
