Scene,Start,End,Grasp
hammer_z-,1529414659731,1529414681191,1529414679607
scissors_z-,1529414681969,1529414689199,1529414687586
crackerbox_x+,1529414689862,1529414696457,1529414694726
spoon_z+,1529414697317,1529414702472,1529414700786
mustardbottle_x-,1529414703262,1529414707816,1529414706140
crackerbox_z-,1529414708514,1529414744926,1529414714874
crackerbox_y+,1529414746221,1529414754097,1529414751979
banana_x-,1529414755078,1529414760403,1529414758981
lego_z-,1529414761183,1529414766925,1529414765513
orange_z-,1529414767649,1529414772724,1529414771247
pottedmeatcan_z+,1529414773382,1529414782592,1529414780714
sponge_y+,1529414783252,1529414790806,1529414788848
hammer_x+,1529414791518,1529414797220,1529414795328
largemarker_x+,1529414797877,1529414803578,1529414802380
spoon_y-,1529414804199,1529414811243,1529414808847
mediumclamp_y+,1529414811905,1529414818084,1529414816129
gelatinbox_y+,1529414818851,1529414824925,1529414822782
mediumclamp_z+,1529414825666,1529414831584,1529414830088
orange_y+,1529414832318,1529414838220,1529414836476
largemarker_y+,1529414838838,1529414845060,1529414843102
crackerbox_z+,1529414845692,1529414850621,1529414848798
crackerbox_x-,1529414851279,1529414855246,1529414853915
bleachcleanser_x+,1529414855879,1529414860648,1529414859051
banana_z-,1529414861280,1529414866034,1529414864716
lego_x-,1529414866652,1529414871408,1529414870130
sponge_x-,1529414872081,1529414876915,1529414875649
bleachcleanser_y+,1529414877453,1529414881474,1529414880063
gelatinbox_z+,1529414882279,1529414886807,1529414885374
hammer_y-,1529414887426,1529414894020,1529414891889
orange_x-,1529414894547,1529414899661,1529414898329
hammer_z+,1529414900228,1529414905727,1529414904477
lego_y+,1529414906494,1529414914286,1529414912702
banana_z+,1529414914880,1529414919541,1529414917999
mustardbottle_y+,1529414920176,1529414924422,1529414922904
mustardbottle_y-,1529414925041,1529414930274,1529414928663
foambrick_x+,1529414930895,1529414938609,1529414937389
mug_y-,1529414939227,1529414943583,1529414941985
scissors_y-,1529414944161,1529414951275,1529414949213
lego_z+,1529414951735,1529414956344,1529414954880
hammer_x-,1529414956962,1529414962331,1529414960983
orange_z+,1529414962868,1529414967318,1529414965866
mustardbottle_x+,1529414967908,1529414971797,1529414970507
largemarker_z+,1529414972415,1529414976477,1529414975105
mustardbottle_z+,1529414977108,1529414981010,1529414979665
scissors_z+,1529414981550,1529414988167,1529414986536
sponge_y-,1529414988772,1529414994383,1529414992936
foambrick_x-,1529414994908,1529415000133,1529414998785
bleachcleanser_y-,1529415000585,1529415005771,1529415003880
pottedmeatcan_x-,1529415006269,1529415011590,1529415010253
gelatinbox_y-,1529415012109,1529415019603,1529415017933
orange_x+,1529415020178,1529415025132,1529415023853
mediumclamp_x+,1529415025844,1529415030610,1529415029389
mustardbottle_z-,1529415031243,1529415036637,1529415035159
sponge_x+,1529415037856,1529415042746,1529415041467
bleachcleanser_x-,1529415043458,1529415046731,1529415045608
pottedmeatcan_y+,1529415047323,1529415051518,1529415049792
banana_x+,1529415052217,1529415056038,1529415054807
spoon_y+,1529415056591,1529415062010,1529415059867
spoon_z-,1529415062643,1529415067836,1529415066378
orange_y-,1529415068444,1529415074694,1529415072840
scissors_x+,1529415075285,1529415081198,1529415079853
foambrick_z+,1529415081777,1529415086665,1529415084936
mug_x-,1529415087298,1529415092256,1529415091108
mug_x+,1529415092885,1529415096549,1529415095136
mug_y+,1529415097126,1529415103239,1529415100951
mediumclamp_z-,1529415103860,1529415109306,1529415108201
foambrick_z-,1529415109926,1529415114813,1529415113427
gelatinbox_x-,1529415115326,1529415119935,1529415118483
mug_z-,1529415120604,1529415125093,1529415124043
pottedmeatcan_y-,1529415125754,1529415130853,1529415129136
hammer_y+,1529415131405,1529415135785,1529415133562
largemaker_z-,1529415136419,1529415141081,1529415140030
sponge_z+,1529415141647,1529415145773,1529415144523
mug_z+,1529415146312,1529415151480,1529415150004
gelatinbox_x+,1529415151992,1529415156054,1529415154709
spoon_x-,1529415156688,1529415160384,1529415159083
bleachcleanser_z-,1529415160928,1529415166280,1529415164856
lego_y-,1529415166833,1529415173386,1529415171153
bleachcleanser_z+,1529415173819,1529415178520,1529415177270
scissors_x-,1529415179128,1529415184228,1529415183110
largemarker_x-,1529415184874,1529415189054,1529415187938
pottedmeatcan_x+,1529415189713,1529415193507,1529415192189
mediumclamp_y-,1529415194142,1529415199786,1529415198084
scissors_y+,1529415200300,1529415205321,1529415203189
largemaker_y-,1529415206012,1529415212561,1529415210951
spoon_x+,1529415213074,1529415218496,1529415216940
sponge_z-,1529415219233,1529415224027,1529415222938
gelatinbox_z-,1529415224674,1529415229722,1529415228646
crackerbox_y-,1529415230342,1529415236550,1529415234471
foambrick_y+,1529415237116,1529415241842,1529415239941
banana_y-,1529415242646,1529415248244,1529415246580
lego_x+,1529415248876,1529415253352,1529415252031
foambrick_y-,1529415254008,1529415259324,1529415257713
pottedmeatcan_z-,1529415259889,1529415264844,1529415263697
mediumclamp_x-,1529415265436,1529415270964,1529415269356
banana_y+,1529415271605,1529415277044,1529415275045
