Scene,Start,End,Grasp
scissors_z-,1529582925905,1529582954611,1529582952392
gelatinbox_z+,1529582955278,1529582959515,1529582957847
orange_y-,1529582960190,1529582966113,1529582964165
hammer_x+,1529582966596,1529582970795,1529582969183
crackerbox_x-,1529582971478,1529582980361,1529582978180
crackerbox_y+,1529582981010,1529582985702,1529582983798
foambrick_z+,1529582986365,1529582991034,1529582989476
sponge_z+,1529582991624,1529582996554,1529582995106
crackerbox_x+,1529582997225,1529583001873,1529583000179
largemarker_y+,1529583002592,1529583006500,1529583004852
mug_y+,1529583007380,1529583012176,1529583010119
orange_z+,1529583012878,1529583017132,1529583015691
scissors_y+,1529583017839,1529583022375,1529583020157
lego_x+,1529583022999,1529583027287,1529583025798
orange_z-,1529583027839,1529583032117,1529583030599
sponge_z-,1529583032665,1529583036862,1529583035580
bleachcleanser_y-,1529583037400,1529583062164,1529583060305
largemaker_y-,1529583062892,1529583067678,1529583065651
lego_y-,1529583068240,1529583072777,1529583071292
mustardbottle_z+,1529583073319,1529583079064,1529583077386
sponge_x-,1529583079880,1529583084166,1529583082706
sponge_y-,1529583084733,1529583089451,1529583087707
spoon_x-,1529583089895,1529583093637,1529583092242
spoon_y-,1529583094122,1529583099904,1529583096865
pottedmeatcan_y-,1529583100561,1529583105767,1529583103800
mediumclamp_y-,1529583106320,1529583111623,1529583109794
bleachcleanser_x-,1529583112181,1529583118879,1529583117582
spoon_z+,1529583119481,1529583123024,1529583121826
gelatinbox_y+,1529583123707,1529583127968,1529583126121
foambrick_z-,1529583128696,1529583132625,1529583131520
pottedmeatcan_z-,1529583133241,1529583137145,1529583135988
mustardbottle_y+,1529583137842,1529583141853,1529583140227
gelatinbox_x-,1529583142428,1529583146413,1529583145081
scissors_z+,1529583146908,1529583150652,1529583149400
banana_x+,1529583151295,1529583154824,1529583153292
mediumclamp_x+,1529583155397,1529583159119,1529583157494
hammer_y+,1529583159749,1529583163359,1529583161321
hammer_z+,1529583163989,1529583168825,1529583167333
lego_z+,1529583169536,1529583173333,1529583172269
sponge_y+,1529583173816,1529583177997,1529583176468
bleachcleanser_z+,1529583178550,1529583181840,1529583180617
banana_y-,1529583182384,1529583186039,1529583184695
lego_x-,1529583186471,1529583189959,1529583188784
crackerbox_z-,1529583190397,1529583194347,1529583192910
mustardbottle_x+,1529583194910,1529583198107,1529583196921
orange_y+,1529583198670,1529583201853,1529583200228
mug_x+,1529583202403,1529583205828,1529583204468
mug_z-,1529583206269,1529583210025,1529583208668
pottedmeatcan_y+,1529583210511,1529583214013,1529583212549
foambrick_x+,1529583214630,1529583218182,1529583217097
mediumclamp_y+,1529583218724,1529583222306,1529583220469
mustardbottle_z-,1529583222971,1529583227093,1529583225604
banana_z-,1529583227670,1529583231012,1529583229886
banana_y+,1529583231418,1529583234196,1529583232855
pottedmeatcan_x-,1529583234764,1529583238580,1529583237215
largemaker_z-,1529583239111,1529583242121,1529583241270
pottedmeatcan_x+,1529583242697,1529583245761,1529583244497
pottedmeatcan_z+,1529583246352,1529583249681,1529583248565
lego_y+,1529583250324,1529583254548,1529583252816
orange_x-,1529583255272,1529583258134,1529583257123
banana_x-,1529583258698,1529583261762,1529583260751
foambrick_y+,1529583262326,1529583266836,1529583264711
bleachcleanser_y+,1529583267511,1529583271216,1529583269971
bleachcleanser_z-,1529583271805,1529583275071,1529583274123
mustardbottle_y-,1529583275605,1529583280123,1529583278791
spoon_y+,1529583280645,1529583284109,1529583282565
hammer_y-,1529583284673,1529583288322,1529583287097
scissors_y-,1529583288772,1529583293045,1529583291447
largemarker_x+,1529583293434,1529583297290,1529583295951
mug_x-,1529583298126,1529583329960,1529583328683
lego_z-,1529583330601,1529583334719,1529583333667
mediumclamp_x-,1529583335407,1529583340027,1529583338384
banana_z+,1529583340800,1529583345855,1529583344643
mug_y-,1529583346573,1529583353106,1529583351470
scissors_x-,1529583354060,1529583362748,1529583361617
mediumclamp_z+,1529583363462,1529583367294,1529583366000
bleachcleanser_x+,1529583368034,1529583371721,1529583370471
largemarker_x-,1529583372261,1529583375385,1529583374458
hammer_z-,1529583376022,1529583379749,1529583378363
gelatinbox_y-,1529583380328,1529583384441,1529583382951
sponge_x+,1529583384956,1529583389494,1529583387953
spoon_z-,1529583390022,1529583393680,1529583392399
gelatinbox_x+,1529583394195,1529583397535,1529583396298
scissors_x+,1529583398101,1529583401842,1529583400646
crackerbox_y-,1529583402435,1529583406831,1529583405446
orange_x+,1529583407375,1529583410384,1529583409217
foambrick_x-,1529583410975,1529583414507,1529583413214
largemarker_z+,1529583415048,1529583418198,1529583417073
mug_z+,1529583418808,1529583422095,1529583421005
foambrick_y-,1529583422677,1529583426781,1529583425245
mustardbottle_x-,1529583427289,1529583430881,1529583429726
hammer_x-,1529583431317,1529583434709,1529583433459
spoon_x+,1529583435277,1529583439723,1529583438300
mediumclamp_z-,1529583440237,1529583443797,1529583442765
crackerbox_z+,1529583444236,1529583448551,1529583447473
gelatinbox_z-,1529583449179,1529583453056,1529583451859
