Scene,Start,End,Grasp
largemaker_y-,1529066158911,1529066173009,1529066169540
pottedmeatcan_z+,1529066173726,1529066182338,1529066178970
mug_y-,1529066182985,1529066192723,1529066188994
banana_x-,1529066193372,1529066204609,1529066201649
mug_x-,1529066205399,1529066213993,1529066211084
scissors_y+,1529066214676,1529066233582,1529066228956
largemarker_y+,1529066234259,1529066241129,1529066238504
mediumclamp_x-,1529066241693,1529066248527,1529066246369
gelatinbox_y+,1529066249213,1529066255301,1529066251785
gelatinbox_x-,1529066255946,1529066262059,1529066260304
lego_x-,1529066262650,1529066267927,1529066266013
spoon_x-,1529066268628,1529066273929,1529066271358
mustardbottle_z-,1529066274427,1529066282514,1529066280873
sponge_z-,1529066283064,1529066297344,1529066295412
bleachcleanser_x+,1529066297896,1529066304969,1529066301974
foambrick_y-,1529066305653,1529066315490,1529066311265
mediumclamp_x+,1529066316121,1529066324196,1529066321882
mug_z+,1529066324842,1529066334011,1529066331931
sponge_x-,1529066334589,1529066344917,1529066343080
banana_z-,1529066345483,1529066355681,1529066353947
sponge_x+,1529066356349,1529066365745,1529066363217
mustardbottle_y-,1529066366323,1529066376558,1529066374027
mediumclamp_y+,1529066377004,1529066385183,1529066382863
lego_x+,1529066385710,1529066393504,1529066391665
pottedmeatcan_y-,1529066394204,1529066403733,1529066401081
mustardbottle_z+,1529066404297,1529066410799,1529066408910
spoon_x+,1529066411681,1529066419227,1529066417125
mediumclamp_y-,1529066419830,1529066426706,1529066424429
pottedmeatcan_z-,1529066427267,1529066436199,1529066434710
gelatinbox_x+,1529066436938,1529066442613,1529066440722
scissors_y-,1529066443391,1529066450746,1529066448248
spoon_z-,1529066451392,1529066463347,1529066461736
mustardbottle_y+,1529066463965,1529066470988,1529066468375
crackerbox_y+,1529066471767,1529066477532,1529066475266
foambrick_x-,1529066478366,1529066484296,1529066482792
orange_z-,1529066484913,1529066494359,1529066493007
largemarker_z+,1529066494979,1529066501121,1529066499617
orange_z+,1529066501754,1529066507695,1529066505867
bleachcleanser_y-,1529066508281,1529066516875,1529066515018
largemarker_x+,1529066517407,1529066523002,1529066521451
mediumclamp_z-,1529066523580,1529066532522,1529066530764
banana_y-,1529066533257,1529066541161,1529066539265
lego_y-,1529066541808,1529066549374,1529066547351
gelatinbox_y-,1529066549914,1529066556389,1529066554364
orange_y+,1529066556980,1529066563362,1529066561288
scissors_x+,1529066563834,1529066573523,1529066571739
foambrick_z+,1529066574168,1529066579898,1529066578194
crackerbox_x+,1529066580542,1529066586218,1529066584681
spoon_z+,1529066586755,1529066593078,1529066590299
mustardbottle_x-,1529066593796,1529066598736,1529066597021
mustardbottle_x+,1529066599329,1529066604401,1529066602711
pottedmeatcan_x+,1529066604969,1529066610374,1529066608566
bleachcleanser_z+,1529066610929,1529066615265,1529066613466
largemarker_x-,1529066616256,1529066623509,1529066621994
spoon_y+,1529066624143,1529066634642,1529066632100
orange_x+,1529066635369,1529066640498,1529066639114
mug_x+,1529066641049,1529066648326,1529066646861
banana_x+,1529066648823,1529066654204,1529066652339
foambrick_y+,1529066655010,1529066661868,1529066660367
bleachcleanser_x-,1529066662460,1529066672603,1529066671284
bleachcleanser_y+,1529066673185,1529066679338,1529066677115
mug_y+,1529066680305,1529066685938,1529066683471
hammer_z+,1529066687074,1529066692299,1529066690657
scissors_x-,1529066693117,1529066698511,1529066697179
gelatinbox_z+,1529066699091,1529066704220,1529066702806
foambrick_x+,1529066704885,1529066710067,1529066708835
foambrick_z-,1529066710825,1529066716670,1529066715423
orange_y-,1529066717518,1529066723313,1529066721423
hammer_x+,1529066723875,1529066727738,1529066726484
banana_y+,1529066728474,1529066732964,1529066731302
sponge_z+,1529066733558,1529066745005,1529066743686
mug_z-,1529066745520,1529066751113,1529066749704
lego_z-,1529066751759,1529066762112,1529066761009
pottedmeatcan_y+,1529066762706,1529066768753,1529066766685
scissors_z-,1529066769587,1529066775253,1529066774158
hammer_y-,1529066775908,1529066782942,1529066781009
hammer_z-,1529066783559,1529066790366,1529066788982
largemaker_z-,1529066790877,1529066794995,1529066793823
scissors_z+,1529066795720,1529066800423,1529066798745
pottedmeatcan_x-,1529066801160,1529066807742,1529066806356
hammer_x-,1529066808387,1529066815903,1529066814449
banana_z+,1529066816574,1529066821287,1529066819541
gelatinbox_z-,1529066821960,1529066829088,1529066827958
spoon_y-,1529066829708,1529066845435,1529066843600
sponge_y-,1529066845975,1529066852036,1529066850273
crackerbox_z-,1529066852509,1529066864942,1529066863875
lego_y+,1529066865510,1529066871356,1529066869494
crackerbox_y-,1529066871803,1529066879673,1529066878104
orange_x-,1529066880217,1529066884396,1529066883159
crackerbox_x-,1529066884879,1529066890102,1529066888639
mediumclamp_z+,1529066890603,1529066896330,1529066895197
bleachcleanser_z-,1529066896844,1529066901916,1529066901088
lego_z+,1529066902524,1529066907183,1529066905906
hammer_y+,1529066907724,1529066911703,1529066909935
crackerbox_z+,1529066912391,1529066916970,1529066915889
sponge_y+,1529066917537,1529066925116,1529066923798
