Scene,Start,End,Grasp
foambrick_z-,1528897105085,1528897113706,1528897112229
bleachcleanser_z+,1528897114487,1528897120507,1528897118578
bleachcleanser_y+,1528897121274,1528897127068,1528897125056
pottedmeatcan_z+,1528897127782,1528897132733,1528897131286
lego_z+,1528897133675,1528897138920,1528897137428
mug_x+,1528897139607,1528897144589,1528897142791
largemarker_x-,1528897145500,1528897151224,1528897149511
mustardbottle_x-,1528897152030,1528897157388,1528897155750
banana_x-,1528897158183,1528897163467,1528897162060
mug_z+,1528897164047,1528897169176,1528897167591
crackerbox_z-,1528897169831,1528897174881,1528897173429
bleachcleanser_y-,1528897175515,1528897180322,1528897178605
mediumclamp_x-,1528897180795,1528897186136,1528897184751
sponge_x+,1528897186742,1528897192562,1528897191057
largemaker_z-,1528897193196,1528897201350,1528897199380
lego_x-,1528897202049,1528897207523,1528897206140
hammer_x-,1528897208102,1528897212681,1528897211354
banana_x+,1528897213370,1528897217655,1528897216285
pottedmeatcan_y-,1528897218490,1528897223512,1528897221460
lego_y+,1528897224431,1528897230829,1528897229112
scissors_x+,1528897231637,1528897236737,1528897234927
banana_y+,1528897237477,1528897242511,1528897240617
pottedmeatcan_x-,1528897243317,1528897247896,1528897246112
mustardbottle_y+,1528897248557,1528897253057,1528897251180
lego_z-,1528897254024,1528897258803,1528897257072
bleachcleanser_z-,1528897259434,1528897264165,1528897262940
hammer_x+,1528897264784,1528897269044,1528897267608
lego_y-,1528897269717,1528897274579,1528897272843
mustardbottle_y-,1528897275211,1528897279882,1528897278197
crackerbox_y-,1528897280464,1528897286241,1528897284369
mug_z-,1528897286901,1528897291376,1528897289982
gelatinbox_y-,1528897292118,1528897296978,1528897295289
mediumclamp_y+,1528897297518,1528897302324,1528897300608
scissors_y+,1528897302998,1528897307912,1528897305636
foambrick_x+,1528897308558,1528897313166,1528897311462
gelatinbox_z-,1528897313823,1528897318032,1528897316502
scissors_x-,1528897318679,1528897322912,1528897321593
scissors_z-,1528897323452,1528897327900,1528897326501
orange_y-,1528897328637,1528897333885,1528897332022
banana_z+,1528897334533,1528897338831,1528897337063
bleachcleanser_x+,1528897339532,1528897343487,1528897341994
orange_x+,1528897344027,1528897348445,1528897346917
largemarker_y+,1528897349147,1528897353396,1528897351597
orange_x-,1528897354135,1528897358660,1528897356609
crackerbox_y+,1528897359224,1528897363967,1528897361635
mediumclamp_y-,1528897364600,1528897369673,1528897367957
mug_y-,1528897370247,1528897375044,1528897373033
bleachcleanser_x-,1528897375547,1528897379860,1528897378356
gelatinbox_y+,1528897380421,1528897384631,1528897382832
gelatinbox_z+,1528897385267,1528897389675,1528897387783
largemarker_x+,1528897390290,1528897394168,1528897392906
gelatinbox_x-,1528897394802,1528897398807,1528897397355
pottedmeatcan_x+,1528897399456,1528897403661,1528897402143
hammer_y-,1528897404521,1528897409968,1528897407745
spoon_y-,1528897410468,1528897416088,1528897414035
spoon_x+,1528897416668,1528897421516,1528897419942
pottedmeatcan_z-,1528897422223,1528897426715,1528897425398
hammer_y+,1528897427481,1528897431942,1528897430080
crackerbox_x+,1528897432602,1528897436875,1528897435247
mug_x-,1528897437468,1528897442244,1528897440387
scissors_y-,1528897442775,1528897447862,1528897446132
spoon_z+,1528897448389,1528897452702,1528897451186
spoon_x-,1528897453336,1528897457703,1528897456305
sponge_y-,1528897458376,1528897463661,1528897461866
gelatinbox_x+,1528897464284,1528897468702,1528897467172
lego_x+,1528897469164,1528897473234,1528897471814
orange_z-,1528897474056,1528897478198,1528897476841
sponge_z-,1528897478790,1528897483650,1528897482134
crackerbox_x-,1528897484238,1528897488673,1528897486935
banana_y-,1528897489292,1528897494686,1528897492629
hammer_z+,1528897495232,1528897500358,1528897498491
foambrick_y-,1528897500898,1528897506116,1528897504520
sponge_y+,1528897506738,1528897511049,1528897509148
mediumclamp_x+,1528897511551,1528897515492,1528897513990
spoon_y+,1528897516139,1528897520691,1528897518867
foambrick_y+,1528897521404,1528897525519,1528897523803
largemarker_z+,1528897526325,1528897530304,1528897528883
sponge_x-,1528897530899,1528897535049,1528897533735
orange_z+,1528897535552,1528897539801,1528897538039
orange_y+,1528897540460,1528897544570,1528897542710
crackerbox_z+,1528897545206,1528897549507,1528897548082
mustardbottle_x+,1528897549925,1528897553680,1528897552322
mediumclamp_z-,1528897554239,1528897558266,1528897556791
banana_z-,1528897558826,1528897563212,1528897561923
largemaker_y-,1528897563808,1528897568188,1528897566282
spoon_z-,1528897568725,1528897572837,1528897571441
mustardbottle_z+,1528897573552,1528897577386,1528897575962
mediumclamp_z+,1528897577968,1528897581573,1528897580070
mug_y+,1528897582152,1528897586279,1528897584603
scissors_z+,1528897586952,1528897593253,1528897591824
mustardbottle_z-,1528897594054,1528897598761,1528897597297
pottedmeatcan_y+,1528897599442,1528897603467,1528897601738
foambrick_x-,1528897604074,1528897608374,1528897606723
foambrick_z+,1528897609041,1528897613235,1528897611297
sponge_z+,1528897613807,1528897618067,1528897616257
hammer_z-,1528897618939,1528897623387,1528897621938
