Scene,Start,End,Grasp
bleachcleanser_x+,1529491032493,1529491142707,1529491136811
hammer_x+,1529491144247,1529491151694,1529491148419
lego_x-,1529491153447,1529491161321,1529491159273
sponge_z-,1529491161929,1529491170201,1529491168383
pottedmeatcan_y-,1529491170809,1529491177987,1529491175685
banana_x+,1529491178581,1529491184379,1529491182300
orange_x+,1529491185089,1529491189989,1529491188220
mustardbottle_y+,1529491190675,1529491198335,1529491193259
largemarker_x-,1529491199502,1529491207757,1529491205326
spoon_x-,1529491208409,1529491214055,1529491212099
foambrick_x+,1529491214717,1529491220866,1529491218959
mug_y-,1529491221703,1529491228615,1529491226193
gelatinbox_z-,1529491229383,1529491234992,1529491233187
mug_x-,1529491235562,1529491240669,1529491238886
scissors_z+,1529491241367,1529491246790,1529491244900
gelatinbox_x+,1529491247564,1529491252216,1529491250774
lego_z-,1529491252876,1529491256789,1529491255594
banana_z-,1529491257449,1529491261376,1529491260099
spoon_z-,1529491261919,1529491265551,1529491264420
crackerbox_x-,1529491266224,1529491270297,1529491268962
orange_x-,1529491270851,1529491275030,1529491273313
banana_y+,1529491275638,1529491279984,1529491278328
mustardbottle_x-,1529491280757,1529491285417,1529491283820
banana_x-,1529491286024,1529491289844,1529491288236
bleachcleanser_y-,1529491290565,1529491294337,1529491292720
pottedmeatcan_x+,1529491294905,1529491298083,1529491296793
orange_y+,1529491298703,1529491302257,1529491300649
banana_z+,1529491302878,1529491308405,1529491306782
crackerbox_x+,1529491309025,1529491311938,1529491310634
mediumclamp_z+,1529491312505,1529491315644,1529491314575
mustardbottle_x+,1529491316318,1529491319245,1529491317942
orange_z-,1529491319779,1529491322804,1529491321795
largemarker_x+,1529491323318,1529491326457,1529491324957
banana_y-,1529491327133,1529491333659,1529491332275
sponge_x+,1529491334186,1529491339499,1529491337862
gelatinbox_y-,1529491340092,1529491344061,1529491342690
foambrick_y+,1529491344567,1529491348527,1529491347176
mug_z+,1529491349121,1529491354929,1529491353476
mustardbottle_z-,1529491355440,1529491359205,1529491357822
mediumclamp_x+,1529491359753,1529491362485,1529491361412
foambrick_z-,1529491363148,1529491366220,1529491365237
largemaker_y-,1529491366767,1529491370153,1529491369023
spoon_z+,1529491370627,1529491373364,1529491372331
mug_y+,1529491373948,1529491376659,1529491375623
hammer_y-,1529491377293,1529491382286,1529491380582
bleachcleanser_z-,1529491383042,1529491386446,1529491385276
mug_z-,1529491387135,1529491391432,1529491390211
lego_x+,1529491392080,1529491396434,1529491395276
mediumclamp_z-,1529491397000,1529491399555,1529491398850
pottedmeatcan_x-,1529491400147,1529491402574,1529491401764
mediumclamp_y+,1529491403150,1529491405660,1529491404663
lego_y+,1529491406429,1529491409060,1529491407944
foambrick_z+,1529491409667,1529491414607,1529491413345
mediumclamp_x-,1529491415187,1529491417860,1529491417024
hammer_y+,1529491418349,1529491421274,1529491420317
largemarker_y+,1529491421854,1529491426661,1529491425194
sponge_y+,1529491427294,1529491430461,1529491429251
orange_z+,1529491431122,1529491434577,1529491433224
bleachcleanser_y+,1529491435155,1529491438075,1529491436966
mediumclamp_y-,1529491438768,1529491442195,1529491440966
crackerbox_y+,1529491442769,1529491445365,1529491444383
mustardbottle_y-,1529491446029,1529491448701,1529491447665
lego_y-,1529491449257,1529491451981,1529491451011
foambrick_y-,1529491452588,1529491455661,1529491454765
gelatinbox_y+,1529491456201,1529491458649,1529491457584
bleachcleanser_x-,1529491459402,1529491462021,1529491460946
hammer_z+,1529491462523,1529491464889,1529491464026
crackerbox_z-,1529491465586,1529491468089,1529491467303
crackerbox_z+,1529491468750,1529491471164,1529491470368
hammer_z-,1529491471802,1529491474333,1529491473425
gelatinbox_z+,1529491474969,1529491477542,1529491476719
sponge_y-,1529491478203,1529491481689,1529491480120
mug_x+,1529491482256,1529491484345,1529491483624
scissors_z-,1529491485030,1529491487779,1529491486866
scissors_x+,1529491488430,1529491490396,1529491489545
foambrick_x-,1529491490990,1529491493317,1529491492533
scissors_y+,1529491493831,1529491496424,1529491495428
orange_y-,1529491497084,1529491499747,1529491498865
hammer_x-,1529491500372,1529491502945,1529491502280
lego_z+,1529491503471,1529491505848,1529491504907
pottedmeatcan_z-,1529491506430,1529491508862,1529491508149
mustardbottle_z+,1529491509484,1529491511596,1529491510783
crackerbox_y-,1529491512158,1529491515262,1529491513908
pottedmeatcan_z+,1529491515790,1529491518304,1529491517336
scissors_y-,1529491518843,1529491521731,1529491520786
gelatinbox_x-,1529491522173,1529491524453,1529491523587
sponge_x-,1529491525043,1529491527651,1529491526968
largemaker_z-,1529491528258,1529491532876,1529491530568
spoon_x+,1529491533618,1529491536332,1529491535253
spoon_y-,1529491537112,1529491541649,1529491539369
sponge_z+,1529491542298,1529491545638,1529491544841
pottedmeatcan_y+,1529491546273,1529491548850,1529491547736
largemarker_z+,1529491549471,1529491553780,1529491552797
bleachcleanser_z+,1529491554458,1529491556463,1529491555735
scissors_x-,1529491556972,1529491558968,1529491558429
spoon_y+,1529491559751,1529491562304,1529491561337
