Scene,Camera X,Camera Y,Camera Z
sponge_y-,0.4241577,1.071651,-0.7337359
sponge_y-,0.4237756,1.071509,-0.7337939
sponge_y-,0.414116,1.080712,-0.7373646
sponge_y-,0.4137928,1.080854,-0.7383274
sponge_y-,0.4138899,1.080754,-0.7393556
sponge_y-,0.4139898,1.080982,-0.7397439
sponge_y-,0.4141329,1.081063,-0.7400827
sponge_y-,0.4142212,1.081394,-0.7402724
sponge_y-,0.4143322,1.081787,-0.7400117
sponge_y-,0.4145309,1.081691,-0.7399348
sponge_y-,0.414667,1.0816,-0.7394675
sponge_y-,0.4148264,1.081283,-0.7389485
sponge_y-,0.414854,1.08083,-0.7386667
sponge_y-,0.4148768,1.080395,-0.7384377
sponge_y-,0.4149202,1.080098,-0.7381395
sponge_y-,0.4151414,1.080064,-0.738187
sponge_y-,0.4155703,1.080504,-0.7380718
sponge_y-,0.4158033,1.080869,-0.7380805
sponge_y-,0.416181,1.081249,-0.7382191
sponge_y-,0.4165419,1.081549,-0.7385138
sponge_y-,0.4168884,1.081715,-0.7389411
sponge_y-,0.4171561,1.081706,-0.7393733
sponge_y-,0.4174027,1.081725,-0.7398078
sponge_y-,0.4177146,1.081825,-0.739941
sponge_y-,0.4178756,1.081879,-0.7399023
sponge_y-,0.4180039,1.081832,-0.7401601
sponge_y-,0.4181589,1.08178,-0.7401965
sponge_y-,0.4182787,1.081663,-0.7401478
sponge_y-,0.4183892,1.081553,-0.740095
sponge_y-,0.4184875,1.081266,-0.7400099
sponge_y-,0.4186563,1.080952,-0.7399082
sponge_y-,0.4189326,1.08069,-0.7397449
sponge_y-,0.4195638,1.080174,-0.7394592
sponge_y-,0.4200512,1.079768,-0.7392974
sponge_y-,0.4205499,1.079474,-0.7389648
sponge_y-,0.4211127,1.079144,-0.7387732
sponge_y-,0.421635,1.078865,-0.738453
sponge_y-,0.4223031,1.07851,-0.7381881
sponge_y-,0.423044,1.07796,-0.738171
sponge_y-,0.4239663,1.077641,-0.7380362
sponge_y-,0.4248372,1.077104,-0.7378572
sponge_y-,0.425706,1.076632,-0.7378243
sponge_y-,0.428049,1.075487,-0.7375039
sponge_y-,0.4318454,1.073649,-0.7373414
sponge_y-,0.4339582,1.071885,-0.7367785
sponge_y-,0.4375738,1.069692,-0.7366688
sponge_y-,0.4411684,1.067913,-0.7362185
sponge_y-,0.4457757,1.066036,-0.7351617
sponge_y-,0.4472375,1.065621,-0.7358606
sponge_y-,0.4508854,1.06452,-0.7360529
sponge_y-,0.4544601,1.063866,-0.7365032
sponge_y-,0.4594036,1.063073,-0.7370629
sponge_y-,0.4612095,1.062915,-0.7381501
sponge_y-,0.4648364,1.062348,-0.738711
sponge_y-,0.4653647,1.062575,-0.7398415
sponge_y-,0.4679604,1.06239,-0.7410749
sponge_y-,0.4711483,1.062102,-0.7418008
sponge_y-,0.4718839,1.062026,-0.7429319
sponge_y-,0.4746606,1.061897,-0.7444176
sponge_y-,0.4781741,1.061791,-0.7458965
sponge_y-,0.4797665,1.061831,-0.7470949
sponge_y-,0.4824963,1.061913,-0.748717
sponge_y-,0.4850061,1.061885,-0.750324
sponge_y-,0.488151,1.061856,-0.7518753
sponge_y-,0.4892105,1.061933,-0.7527039
sponge_y-,0.4900031,1.062104,-0.7538344
sponge_y-,0.4923225,1.062221,-0.7556278
sponge_y-,0.4946238,1.062357,-0.7576547
sponge_y-,0.4976481,1.062716,-0.7598311
sponge_y-,0.4993773,1.063022,-0.7609659
sponge_y-,0.5000976,1.063388,-0.7619259
sponge_y-,0.5021717,1.063991,-0.7635178
sponge_y-,0.5041837,1.064609,-0.765233
sponge_y-,0.5068975,1.065289,-0.7669005
sponge_y-,0.5075395,1.065672,-0.7676987
sponge_y-,0.5098878,1.066442,-0.7691709
sponge_y-,0.5131387,1.067311,-0.7709115
sponge_y-,0.5144209,1.067603,-0.7720508
sponge_y-,0.5171865,1.068098,-0.7736638
sponge_y-,0.5202816,1.068609,-0.7750858
sponge_y-,0.5217066,1.068773,-0.7757246
sponge_y-,0.5224741,1.068871,-0.7765774
sponge_y-,0.5252537,1.069112,-0.7780418
sponge_y-,0.5280628,1.069323,-0.7797666
sponge_y-,0.5304716,1.069528,-0.7808911
sponge_y-,0.5338944,1.069783,-0.7823171
sponge_y-,0.5356917,1.069961,-0.7830551
sponge_y-,0.5362766,1.070229,-0.7835488
sponge_y-,0.5382392,1.070536,-0.7843319
sponge_y-,0.5403549,1.070963,-0.7851297
sponge_y-,0.5422914,1.071518,-0.7859005
sponge_y-,0.5449198,1.072208,-0.7867993
sponge_y-,0.545679,1.072554,-0.7872827
sponge_y-,0.5488478,1.073677,-0.7884509
sponge_y-,0.5504603,1.074282,-0.7894747
sponge_y-,0.5530545,1.075155,-0.7908986
sponge_y-,0.5558762,1.076084,-0.7922252
sponge_y-,0.5584776,1.076927,-0.7934131
sponge_y-,0.5610753,1.077709,-0.7944682
sponge_y-,0.5637527,1.078546,-0.795469
sponge_y-,0.5648047,1.078955,-0.7960054
sponge_y-,0.5675205,1.079763,-0.7968704
sponge_y-,0.5712359,1.080776,-0.7978944
sponge_y-,0.574026,1.081355,-0.7986068
sponge_y-,0.5766198,1.081853,-0.7991982
sponge_y-,0.5794612,1.082461,-0.7996001
sponge_y-,0.5821755,1.083222,-0.7998313
sponge_y-,0.5848936,1.084098,-0.7998137
sponge_y-,0.5887824,1.085519,-0.7997448
sponge_y-,0.59051,1.08617,-0.7993882
sponge_y-,0.593219,1.087189,-0.7991869
sponge_y-,0.5960514,1.088195,-0.798763
sponge_y-,0.5988114,1.089226,-0.798547
sponge_y-,0.6001427,1.089772,-0.7978475
sponge_y-,0.6025367,1.090528,-0.7971771
sponge_y-,0.6048244,1.09126,-0.7967041
sponge_y-,0.607135,1.09213,-0.7957395
sponge_y-,0.6098511,1.093176,-0.7947646
sponge_y-,0.611439,1.093843,-0.7944304
sponge_y-,0.6125928,1.094164,-0.7937385
sponge_y-,0.6147376,1.095094,-0.7927938
sponge_y-,0.6166697,1.096172,-0.7916961
sponge_y-,0.6174479,1.096647,-0.7905994
