Scene,Camera X,Camera Y,Camera Z
hammer_y-,0.5739213,1.483171,-0.6661931
hammer_y-,0.5739258,1.483337,-0.6658967
hammer_y-,0.5758004,1.483783,-0.6671821
hammer_y-,0.5746912,1.48504,-0.6690331
hammer_y-,0.5742741,1.485716,-0.6689782
hammer_y-,0.5740963,1.486783,-0.6690153
hammer_y-,0.5740759,1.487535,-0.6691561
hammer_y-,0.5737272,1.48946,-0.6689429
hammer_y-,0.5738212,1.49136,-0.6691335
hammer_y-,0.5738774,1.492216,-0.6695484
hammer_y-,0.5739864,1.493926,-0.6699059
hammer_y-,0.5740511,1.495964,-0.6699814
hammer_y-,0.574388,1.496052,-0.670733
hammer_y-,0.5747856,1.496888,-0.6714897
hammer_y-,0.5753284,1.497948,-0.6725587
hammer_y-,0.5755925,1.498433,-0.6731554
hammer_y-,0.5758288,1.49864,-0.673771
hammer_y-,0.5759889,1.49882,-0.6742567
hammer_y-,0.5760436,1.499323,-0.6747035
hammer_y-,0.5759623,1.500042,-0.675002
hammer_y-,0.5759034,1.500912,-0.6754323
hammer_y-,0.5760781,1.502429,-0.6757715
hammer_y-,0.5762644,1.50366,-0.6759043
hammer_y-,0.5763521,1.504367,-0.6757301
hammer_y-,0.5766204,1.504972,-0.6757373
hammer_y-,0.5769417,1.505672,-0.6758947
hammer_y-,0.5770952,1.506369,-0.6759632
hammer_y-,0.5782213,1.508356,-0.6754053
hammer_y-,0.5785711,1.508411,-0.6759819
hammer_y-,0.5797369,1.510103,-0.6760126
hammer_y-,0.5810691,1.511583,-0.6758951
hammer_y-,0.5829513,1.513524,-0.6752986
hammer_y-,0.5843974,1.514773,-0.6747429
hammer_y-,0.5848879,1.51517,-0.6751381
hammer_y-,0.5867528,1.51683,-0.6747612
hammer_y-,0.5888982,1.51873,-0.6735031
hammer_y-,0.589637,1.519003,-0.6742263
hammer_y-,0.5920233,1.520453,-0.6731716
hammer_y-,0.5922331,1.520454,-0.6739693
hammer_y-,0.5936627,1.521723,-0.6737471
hammer_y-,0.5956928,1.52333,-0.6728151
hammer_y-,0.5967457,1.524109,-0.67209
hammer_y-,0.5972536,1.524169,-0.6719825
hammer_y-,0.5976292,1.524077,-0.671804
hammer_y-,0.5977989,1.524019,-0.6718725
hammer_y-,0.5993936,1.524269,-0.6708125
hammer_y-,0.5994707,1.523685,-0.6708004
hammer_y-,0.6008835,1.523024,-0.6697399
hammer_y-,0.6008925,1.52264,-0.669446
hammer_y-,0.6020228,1.521468,-0.6681748
hammer_y-,0.6022237,1.52028,-0.6675053
hammer_y-,0.6025775,1.518764,-0.6667461
hammer_y-,0.60268,1.517145,-0.6663067
hammer_y-,0.6028054,1.515415,-0.6658121
hammer_y-,0.6029105,1.513134,-0.6649773
hammer_y-,0.6027314,1.511314,-0.6643913
hammer_y-,0.602833,1.505455,-0.6622858
hammer_y-,0.6029314,1.499995,-0.6600771
hammer_y-,0.6031613,1.493678,-0.657544
hammer_y-,0.6034747,1.485818,-0.6546636
hammer_y-,0.6044886,1.474823,-0.6519759
hammer_y-,0.6049185,1.469766,-0.6495618
hammer_y-,0.6064118,1.459201,-0.6479031
hammer_y-,0.606526,1.457759,-0.6457059
hammer_y-,0.608292,1.451249,-0.6430739
hammer_y-,0.6084141,1.449478,-0.6404393
hammer_y-,0.6101407,1.44456,-0.6386318
hammer_y-,0.6116015,1.441084,-0.6367283
hammer_y-,0.6134465,1.437296,-0.6349643
hammer_y-,0.6141536,1.436126,-0.6339171
hammer_y-,0.6152547,1.434925,-0.6326728
hammer_y-,0.6164891,1.43394,-0.6316481
hammer_y-,0.6162505,1.433613,-0.6318432
hammer_y-,0.6166384,1.432986,-0.6317073
hammer_y-,0.6168475,1.432881,-0.6319121
hammer_y-,0.6169792,1.433111,-0.6325206
hammer_y-,0.6174225,1.433974,-0.6337587
hammer_y-,0.6179611,1.434654,-0.6350357
hammer_y-,0.6177151,1.435107,-0.6361406
hammer_y-,0.6182354,1.436256,-0.6381789
hammer_y-,0.618822,1.437449,-0.6403694
hammer_y-,0.6193869,1.4387,-0.6429313
hammer_y-,0.6205148,1.439833,-0.6457384
hammer_y-,0.6203664,1.44032,-0.6475993
hammer_y-,0.6213062,1.441325,-0.6510075
hammer_y-,0.6224772,1.442101,-0.655314
hammer_y-,0.6223443,1.442149,-0.658042
hammer_y-,0.6225234,1.441657,-0.6620079
hammer_y-,0.6223835,1.440419,-0.6660663
hammer_y-,0.6220134,1.438698,-0.6704599
hammer_y-,0.6221713,1.436762,-0.6745672
hammer_y-,0.6217782,1.436544,-0.6758508
hammer_y-,0.6214933,1.434253,-0.6796941
hammer_y-,0.6214843,1.431061,-0.6848515
hammer_y-,0.6212241,1.430096,-0.6867346
hammer_y-,0.6211167,1.428547,-0.6899803
hammer_y-,0.6215566,1.427292,-0.6931154
hammer_y-,0.6215888,1.426113,-0.6942999
hammer_y-,0.620458,1.425999,-0.6963097
hammer_y-,0.6198958,1.425183,-0.6998926
hammer_y-,0.6198575,1.424802,-0.703642
hammer_y-,0.6200135,1.424507,-0.7077758
hammer_y-,0.6206996,1.424358,-0.713877
hammer_y-,0.6219913,1.424892,-0.7169111
hammer_y-,0.6237361,1.425489,-0.722432
