Scene,Start,End,Grasp
foambrick_x+,1529074496218,1529074518095,1529074515671
banana_y-,1529074519102,1529074528403,1529074525951
lego_y+,1529074529009,1529074536748,1529074534325
orange_x-,1529074537356,1529074543465,1529074542073
spoon_x-,1529074544170,1529074550562,1529074549126
scissors_x-,1529074551182,1529074565976,1529074564554
orange_x+,1529074566771,1529074573949,1529074571794
gelatinbox_y-,1529074574370,1529074580830,1529074579075
foambrick_x-,1529074581290,1529074586404,1529074585114
gelatinbox_z-,1529074586944,1529074592911,1529074591394
mediumclamp_x+,1529074594755,1529074606324,1529074604834
mug_z-,1529074607038,1529074612325,1529074611140
spoon_y-,1529074613038,1529074619339,1529074617674
sponge_x+,1529074619958,1529074628900,1529074627235
largemarker_x-,1529074629586,1529074636685,1529074635314
sponge_z-,1529074637275,1529074652778,1529074651502
bleachcleanser_y+,1529074653473,1529074661654,1529074660129
orange_y-,1529074662227,1529074668314,1529074666729
bleachcleanser_x+,1529074668947,1529074676194,1529074674742
scissors_y+,1529074676693,1529074684054,1529074681690
mustardbottle_z+,1529074684660,1529074690968,1529074689424
mug_x+,1529074691626,1529074698100,1529074696569
gelatinbox_x+,1529074698761,1529074704792,1529074703130
mug_y+,1529074705387,1529074711700,1529074709982
lego_x+,1529074712107,1529074717818,1529074716304
crackerbox_z-,1529074718480,1529074724794,1529074723170
foambrick_z+,1529074725461,1529074731103,1529074729427
scissors_z-,1529074731736,1529074737007,1529074735837
orange_z+,1529074737588,1529074744168,1529074742594
foambrick_y+,1529074744814,1529074750821,1529074749226
foambrick_y-,1529074751549,1529074757221,1529074755691
crackerbox_x+,1529074757775,1529074763274,1529074761837
lego_x-,1529074763936,1529074769554,1529074768398
bleachcleanser_z+,1529074770109,1529074776271,1529074774506
mug_y-,1529074777373,1529074783447,1529074781931
bleachcleanser_x-,1529074783976,1529074790859,1529074789571
banana_z+,1529074791375,1529074799328,1529074796559
gelatinbox_y+,1529074800537,1529074808021,1529074805676
gelatinbox_z+,1529074809430,1529074823275,1529074821628
spoon_x+,1529074823790,1529074829056,1529074827761
mediumclamp_y+,1529074829678,1529074835129,1529074833427
mustardbottle_y-,1529074835750,1529074841446,1529074839974
mug_z+,1529074842003,1529074847211,1529074845560
spoon_z-,1529074847865,1529074853183,1529074852002
scissors_x+,1529074853724,1529074858450,1529074857188
bleachcleanser_y-,1529074858991,1529074863674,1529074862187
sponge_y-,1529074864266,1529074871317,1529074869961
orange_y+,1529074871791,1529074877479,1529074875814
largemarker_z+,1529074878164,1529074885878,1529074884508
sponge_z+,1529074886553,1529074895718,1529074894417
bleachcleanser_z-,1529074896326,1529074901427,1529074900201
scissors_z+,1529074901990,1529074906971,1529074905664
spoon_z+,1529074907618,1529074913171,1529074911842
pottedmeatcan_x+,1529074913865,1529074919461,1529074917895
banana_x-,1529074920053,1529074925706,1529074924588
banana_y+,1529074926207,1529074931829,1529074930266
sponge_x-,1529074932539,1529074941039,1529074939990
largemarker_y+,1529074941686,1529074947029,1529074945456
mediumclamp_y-,1529074947713,1529074953213,1529074951949
mediumclamp_z-,1529074953739,1529074958640,1529074957523
banana_x+,1529074959313,1529074963773,1529074962590
hammer_y-,1529074964526,1529074969163,1529074967803
gelatinbox_x-,1529074969621,1529074974461,1529074973310
mediumclamp_z+,1529074974954,1529074981000,1529074979644
lego_y-,1529074981927,1529074986373,1529074985111
largemaker_z-,1529074986927,1529074992061,1529074991033
pottedmeatcan_y-,1529074992834,1529074997336,1529074995883
mustardbottle_x+,1529074997856,1529075001829,1529075000469
pottedmeatcan_z-,1529075002753,1529075006494,1529075005352
banana_z-,1529075007087,1529075010683,1529075009591
crackerbox_y+,1529075011283,1529075016788,1529075015352
hammer_x+,1529075017409,1529075021279,1529075020066
pottedmeatcan_x-,1529075022035,1529075026665,1529075025552
pottedmeatcan_y+,1529075027143,1529075031588,1529075030219
largemaker_y-,1529075032209,1529075036587,1529075035138
mediumclamp_x-,1529075037170,1529075041668,1529075040470
hammer_z+,1529075042302,1529075047216,1529075045992
hammer_y+,1529075047881,1529075052775,1529075051113
hammer_x-,1529075053410,1529075057390,1529075056140
crackerbox_z+,1529075057929,1529075062404,1529075060994
largemarker_x+,1529075062932,1529075067108,1529075065912
lego_z+,1529075067704,1529075072321,1529075070993
spoon_y+,1529075072969,1529075078265,1529075076681
foambrick_z-,1529075078996,1529075082845,1529075081836
sponge_y+,1529075083410,1529075089936,1529075088512
mustardbottle_x-,1529075090490,1529075094763,1529075093647
mustardbottle_z-,1529075095411,1529075099603,1529075098434
crackerbox_y-,1529075100132,1529075104325,1529075102871
mustardbottle_y+,1529075104970,1529075109404,1529075107953
crackerbox_x-,1529075110038,1529075113936,1529075112867
lego_z-,1529075114517,1529075119190,1529075118527
hammer_z-,1529075120091,1529075124279,1529075123155
mug_x-,1529075124998,1529075128867,1529075127846
orange_z-,1529075129425,1529075133297,1529075132221
pottedmeatcan_z+,1529075134072,1529075138064,1529075136796
scissors_y-,1529075138626,1529075143765,1529075142421
