Scene,Camera X,Camera Y,Camera Z
foambrick_x+,0.7200947,0.9847765,-0.8937098
foambrick_x+,0.7201185,0.9848191,-0.8938294
foambrick_x+,0.7224512,0.9850528,-0.8972588
foambrick_x+,0.7223478,0.9853307,-0.8970415
foambrick_x+,0.7222621,0.9853028,-0.8969729
foambrick_x+,0.7224053,0.9852753,-0.8971351
foambrick_x+,0.7224624,0.9852572,-0.8972313
foambrick_x+,0.7222461,0.9853187,-0.8970821
foambrick_x+,0.7220945,0.985377,-0.8969512
foambrick_x+,0.721989,0.98533,-0.8968227
foambrick_x+,0.7219639,0.9852985,-0.8968102
foambrick_x+,0.7219393,0.985119,-0.8967363
foambrick_x+,0.7219855,0.985086,-0.8967051
foambrick_x+,0.7220693,0.9849666,-0.8966656
foambrick_x+,0.7221447,0.9849003,-0.8967155
foambrick_x+,0.7222447,0.9847864,-0.8967887
foambrick_x+,0.722342,0.9847044,-0.8968334
foambrick_x+,0.7224259,0.9847003,-0.8969485
foambrick_x+,0.7224169,0.98471,-0.8969287
foambrick_x+,0.7225469,0.9847524,-0.8970852
foambrick_x+,0.7224338,0.9848573,-0.8968796
foambrick_x+,0.7224088,0.9848372,-0.8968292
foambrick_x+,0.7223394,0.9848553,-0.89664
foambrick_x+,0.7222636,0.9848715,-0.8964013
foambrick_x+,0.7221525,0.9848058,-0.8961122
foambrick_x+,0.7220191,0.9846885,-0.8957171
foambrick_x+,0.7218928,0.9846251,-0.8954008
foambrick_x+,0.7217992,0.9846284,-0.8951233
foambrick_x+,0.7221871,0.9844939,-0.8953687
foambrick_x+,0.7226024,0.9842873,-0.8956441
foambrick_x+,0.7228828,0.9841136,-0.895559
foambrick_x+,0.723195,0.9839776,-0.8954671
foambrick_x+,0.7234787,0.9837464,-0.8953165
foambrick_x+,0.7237278,0.983575,-0.8951479
foambrick_x+,0.7240617,0.9832519,-0.8951477
foambrick_x+,0.7242432,0.9827998,-0.8948631
foambrick_x+,0.7247884,0.9823381,-0.8952278
foambrick_x+,0.7251384,0.9817107,-0.8953563
foambrick_x+,0.7254524,0.9811442,-0.8956118
foambrick_x+,0.7254218,0.98071,-0.8953594
foambrick_x+,0.7253308,0.980469,-0.8953736
foambrick_x+,0.7254435,0.9801971,-0.8958075
foambrick_x+,0.7256626,0.9799708,-0.8969623
foambrick_x+,0.7252684,0.9797733,-0.8971815
foambrick_x+,0.7253851,0.9796371,-0.8983338
foambrick_x+,0.7249466,0.9793852,-0.8987134
foambrick_x+,0.724623,0.9791265,-0.8993664
foambrick_x+,0.7244696,0.9788498,-0.9000186
foambrick_x+,0.7249802,0.9786085,-0.901691
foambrick_x+,0.7257161,0.9784507,-0.9029711
foambrick_x+,0.7264251,0.9783357,-0.9042356
foambrick_x+,0.7273654,0.9781466,-0.9057794
foambrick_x+,0.7282886,0.9780774,-0.9072563
foambrick_x+,0.7294399,0.9780002,-0.9088381
foambrick_x+,0.7305182,0.9779018,-0.9104777
foambrick_x+,0.7313983,0.9778046,-0.9118583
foambrick_x+,0.7329194,0.977674,-0.9132735
foambrick_x+,0.7333484,0.9775949,-0.91482
foambrick_x+,0.7342716,0.9774087,-0.9162313
foambrick_x+,0.7350911,0.9773474,-0.9176805
foambrick_x+,0.7358202,0.9773244,-0.9188089
foambrick_x+,0.7366846,0.9773179,-0.9201089
foambrick_x+,0.737294,0.9774125,-0.9211394
foambrick_x+,0.737981,0.9775977,-0.9227053
foambrick_x+,0.7388059,0.9778174,-0.9237087
foambrick_x+,0.7392887,0.9781492,-0.9244274
foambrick_x+,0.7396898,0.9784595,-0.9249834
foambrick_x+,0.7400573,0.9787813,-0.9255156
foambrick_x+,0.7403057,0.9791043,-0.9256229
foambrick_x+,0.7403734,0.979288,-0.925575
foambrick_x+,0.740914,0.9793145,-0.9258031
foambrick_x+,0.7412564,0.9792788,-0.9258223
foambrick_x+,0.7414936,0.9793386,-0.9256046
foambrick_x+,0.7417921,0.9793697,-0.9255757
foambrick_x+,0.7419906,0.9795024,-0.9253306
foambrick_x+,0.7421614,0.979668,-0.9249927
foambrick_x+,0.7421588,0.9799009,-0.9243305
foambrick_x+,0.7419422,0.9800426,-0.9233869
foambrick_x+,0.74191,0.9802449,-0.9225935
foambrick_x+,0.7417602,0.9804364,-0.9217603
foambrick_x+,0.7415925,0.9805086,-0.9209101
foambrick_x+,0.7415088,0.9804793,-0.9201852
foambrick_x+,0.7412576,0.9803849,-0.9192389
foambrick_x+,0.7411984,0.980247,-0.9184438
foambrick_x+,0.7408933,0.9800528,-0.9171065
foambrick_x+,0.7406519,0.9797024,-0.9162369
foambrick_x+,0.7403819,0.9793802,-0.9153887
foambrick_x+,0.7402067,0.9789874,-0.9149448
foambrick_x+,0.7399865,0.9782547,-0.9145846
foambrick_x+,0.7396181,0.977363,-0.9141062
foambrick_x+,0.7391079,0.9762958,-0.9137526
foambrick_x+,0.7383026,0.974475,-0.9132924
foambrick_x+,0.7373475,0.9723538,-0.9132366
foambrick_x+,0.7364871,0.9706699,-0.913273
foambrick_x+,0.7353033,0.9688611,-0.9131333
foambrick_x+,0.7343599,0.9673684,-0.9134576
foambrick_x+,0.7328054,0.9660344,-0.9134137
foambrick_x+,0.7314516,0.9651464,-0.913358
foambrick_x+,0.7298214,0.9641011,-0.9139445
foambrick_x+,0.7283241,0.9631318,-0.914721
foambrick_x+,0.7270225,0.9623144,-0.9155895
foambrick_x+,0.7258859,0.9617638,-0.9164127
foambrick_x+,0.7247656,0.9612316,-0.9171845
foambrick_x+,0.7233132,0.9606217,-0.9183975
foambrick_x+,0.7221703,0.9601845,-0.919488
foambrick_x+,0.7204353,0.9596656,-0.9208801
foambrick_x+,0.7195522,0.9592314,-0.9218554
foambrick_x+,0.7182045,0.9583393,-0.9232558
foambrick_x+,0.7169186,0.9574813,-0.9245716
foambrick_x+,0.7156413,0.9565019,-0.9260476
foambrick_x+,0.7144376,0.9555787,-0.9274811
foambrick_x+,0.7130987,0.9545929,-0.9291
foambrick_x+,0.7118144,0.9537612,-0.9306363
foambrick_x+,0.7101727,0.9527012,-0.932961
foambrick_x+,0.7089277,0.9520046,-0.9346992
foambrick_x+,0.7079772,0.9515079,-0.9362884
foambrick_x+,0.7071392,0.9510917,-0.9379562
foambrick_x+,0.7065963,0.9509404,-0.9393168
foambrick_x+,0.7063158,0.9509606,-0.9406762
foambrick_x+,0.706228,0.951326,-0.9423769
foambrick_x+,0.7065749,0.951827,-0.9439394
foambrick_x+,0.7068102,0.9521729,-0.9449647
foambrick_x+,0.7071903,0.9525787,-0.9460683
foambrick_x+,0.7075855,0.9530098,-0.9470228
foambrick_x+,0.7081421,0.9534804,-0.9479178
foambrick_x+,0.7089412,0.9540141,-0.9490429
foambrick_x+,0.7096072,0.9544191,-0.9499277
foambrick_x+,0.7108098,0.9550582,-0.9507244
foambrick_x+,0.7110289,0.9550713,-0.9511811
foambrick_x+,0.7120027,0.9553089,-0.9520009
foambrick_x+,0.7131784,0.9553894,-0.9530469
foambrick_x+,0.714438,0.9555329,-0.9540637
foambrick_x+,0.7157708,0.9558555,-0.9547568
foambrick_x+,0.7166844,0.9563088,-0.9554706
foambrick_x+,0.7180877,0.9571741,-0.9561371
foambrick_x+,0.719203,0.9580128,-0.9561718
foambrick_x+,0.7200881,0.9585915,-0.9562957
foambrick_x+,0.7209987,0.9590346,-0.9563679
foambrick_x+,0.7221072,0.9592394,-0.9565805
foambrick_x+,0.7226917,0.9592221,-0.9562389
foambrick_x+,0.7235869,0.9589735,-0.9559541
foambrick_x+,0.7243857,0.9585315,-0.9551281
foambrick_x+,0.7249523,0.9579072,-0.9541858
foambrick_x+,0.7251856,0.9573215,-0.9530208
foambrick_x+,0.7253494,0.9566761,-0.9516144
foambrick_x+,0.7257555,0.9559329,-0.9504817
foambrick_x+,0.7257045,0.9548938,-0.9484184
foambrick_x+,0.7253206,0.9538639,-0.9464288
foambrick_x+,0.7247035,0.9525462,-0.94359
foambrick_x+,0.7241314,0.9513571,-0.9412445
foambrick_x+,0.7235371,0.9502324,-0.9391813
foambrick_x+,0.7229031,0.9492998,-0.9372734
foambrick_x+,0.7223572,0.9483614,-0.9352901
foambrick_x+,0.7218848,0.9476053,-0.9336497
foambrick_x+,0.7212279,0.9467086,-0.9319148
foambrick_x+,0.720291,0.9457484,-0.9298539
foambrick_x+,0.7195234,0.9448897,-0.9282936
foambrick_x+,0.7190298,0.9443843,-0.9269893
foambrick_x+,0.7187909,0.9438881,-0.926089
foambrick_x+,0.7186697,0.9434235,-0.9254468
foambrick_x+,0.7188556,0.9432508,-0.925221
foambrick_x+,0.7194485,0.9435437,-0.92541
foambrick_x+,0.7212072,0.9449312,-0.9257159
foambrick_x+,0.7230802,0.9470697,-0.9259844
foambrick_x+,0.7250081,0.9490276,-0.9262832
foambrick_x+,0.727715,0.9511796,-0.9272388
foambrick_x+,0.7306352,0.9533142,-0.9281676
foambrick_x+,0.7333526,0.9549361,-0.9287529
foambrick_x+,0.7366689,0.9565322,-0.9296771
foambrick_x+,0.7404985,0.9578117,-0.9306622
foambrick_x+,0.7439152,0.9591481,-0.9315635
foambrick_x+,0.7466519,0.9601039,-0.9323694
