Scene,Start,End,Grasp
spoon_x-,1528974366903,1528974389155,1528974387120
crackerbox_z-,1528974390254,1528974397624,1528974395928
orange_z+,1528974398587,1528974405236,1528974403438
scissors_x+,1528974406041,1528974422702,1528974421265
mustardbottle_y+,1528974423548,1528974430033,1528974428025
mediumclamp_x-,1528974431189,1528974436383,1528974435320
largemarker_y+,1528974437228,1528974449528,1528974447864
pottedmeatcan_x-,1528974450884,1528974456887,1528974454001
hammer_z-,1528974458403,1528974463703,1528974461720
orange_x+,1528974464495,1528974469718,1528974468172
mustardbottle_x-,1528974470709,1528974475464,1528974474001
scissors_y+,1528974476162,1528974482132,1528974479946
orange_y-,1528974483071,1528974488462,1528974486692
orange_x-,1528974489238,1528974493036,1528974491735
lego_x+,1528974493736,1528974498317,1528974496988
bleachcleanser_y-,1528974499096,1528974504065,1528974502068
sponge_y-,1528974504790,1528974509228,1528974507802
lego_z-,1528974509857,1528974514517,1528974513347
spoon_z-,1528974515337,1528974519278,1528974518322
gelatinbox_y-,1528974520140,1528974524985,1528974523294
gelatinbox_z+,1528974525628,1528974529693,1528974528162
pottedmeatcan_z+,1528974530445,1528974534825,1528974533842
banana_z+,1528974535604,1528974539225,1528974537935
banana_x-,1528974539990,1528974543880,1528974542721
banana_y-,1528974544564,1528974549001,1528974547334
mediumclamp_z+,1528974549603,1528974553441,1528974552267
largemarker_x-,1528974554213,1528974557761,1528974556737
pottedmeatcan_y-,1528974558351,1528974562493,1528974561149
gelatinbox_x-,1528974563057,1528974566038,1528974564948
gelatinbox_y+,1528974566711,1528974570134,1528974568829
lego_z+,1528974570871,1528974574320,1528974573048
mustardbottle_z-,1528974575030,1528974579588,1528974578323
hammer_z+,1528974580298,1528974585640,1528974582737
gelatinbox_x+,1528974586645,1528974591306,1528974589793
bleachcleanser_z-,1528974592151,1528974597294,1528974596683
foambrick_x+,1528974598499,1528974602495,1528974600883
bleachcleanser_x+,1528974603460,1528974607270,1528974605803
mug_x+,1528974608165,1528974612496,1528974611070
hammer_x+,1528974613300,1528974617029,1528974615671
foambrick_y-,1528974617726,1528974621695,1528974620350
mustardbottle_y-,1528974622326,1528974626268,1528974624683
foambrick_y+,1528974626914,1528974631162,1528974629404
crackerbox_z+,1528974631860,1528974635576,1528974634111
hammer_y+,1528974636247,1528974640737,1528974638926
spoon_y-,1528974641567,1528974646763,1528974645139
pottedmeatcan_x+,1528974647313,1528974650922,1528974649446
mediumclamp_y+,1528974651767,1528974655734,1528974654192
foambrick_z-,1528974656888,1528974661321,1528974659833
scissors_y-,1528974662181,1528974667082,1528974664738
mustardbottle_x+,1528974668233,1528974671989,1528974670406
crackerbox_x-,1528974672995,1528974676321,1528974675165
mustardbottle_z+,1528974677142,1528974680828,1528974679325
spoon_x+,1528974681742,1528974686589,1528974685273
sponge_z-,1528974687568,1528974694737,1528974693606
sponge_y+,1528974695542,1528974699563,1528974697939
banana_y+,1528974700474,1528974704162,1528974702475
pottedmeatcan_z-,1528974705062,1528974708775,1528974707433
lego_x-,1528974709447,1528974712726,1528974711501
bleachcleanser_z+,1528974713462,1528974716870,1528974715394
hammer_y-,1528974717714,1528974721950,1528974720312
lego_y+,1528974722648,1528974726992,1528974725473
foambrick_x-,1528974727717,1528974730921,1528974729660
spoon_z+,1528974731542,1528974734631,1528974733500
sponge_x+,1528974735437,1528974740900,1528974739459
scissors_x-,1528974741689,1528974745032,1528974743900
bleachcleanser_x-,1528974745702,1528974749632,1528974748488
sponge_z+,1528974750316,1528974754250,1528974753084
crackerbox_y+,1528974755091,1528974759030,1528974757219
largemaker_z-,1528974759730,1528974763794,1528974762647
banana_x+,1528974764558,1528974767899,1528974766607
bleachcleanser_y+,1528974768664,1528974772417,1528974770769
pottedmeatcan_y+,1528974773250,1528974777126,1528974775554
largemarker_z+,1528974777917,1528974780978,1528974779968
foambrick_z+,1528974781744,1528974785126,1528974784049
scissors_z+,1528974785811,1528974788994,1528974788075
largemaker_y-,1528974789650,1528974793458,1528974792211
mug_y+,1528974794065,1528974797791,1528974796370
largemarker_x+,1528974798557,1528974801496,1528974800314
mediumclamp_z-,1528974802183,1528974805165,1528974804141
mug_x-,1528974805837,1528974809163,1528974808090
crackerbox_x+,1528974809849,1528974813257,1528974811885
lego_y-,1528974813906,1528974818310,1528974816741
mug_z+,1528974818851,1528974822338,1528974821182
mediumclamp_x+,1528974823197,1528974826220,1528974825287
hammer_x-,1528974827048,1528974829952,1528974828875
mug_z-,1528974830678,1528974833752,1528974832649
banana_z-,1528974834677,1528974837996,1528974836713
mug_y-,1528974838798,1528974841912,1528974840649
spoon_y+,1528974842837,1528974845846,1528974844436
orange_z-,1528974846758,1528974849899,1528974848890
crackerbox_y-,1528974850651,1528974854220,1528974852798
orange_y+,1528974854835,1528974858124,1528974856889
gelatinbox_z-,1528974858945,1528974862048,1528974861142
sponge_x-,1528974862932,1528974866086,1528974865007
mediumclamp_y-,1528974866838,1528974870035,1528974868915
scissors_z-,1528974870626,1528974873833,1528974872928
