Scene,Start,End,Grasp
foambrick_x-,1528983671236,1528983676897,1528983675698
scissors_x+,1528983677535,1528983681483,1528983680226
mug_y+,1528983681988,1528983685887,1528983683886
mustardbottle_x-,1528983686509,1528983690380,1528983688986
lego_x+,1528983690876,1528983694608,1528983693442
foambrick_z-,1528983695277,1528983699328,1528983698172
pottedmeatcan_y-,1528983699948,1528983704270,1528983702624
bleachcleanser_y-,1528983704749,1528983708890,1528983707318
mug_z-,1528983709509,1528983713450,1528983711917
scissors_z-,1528983714203,1528983719475,1528983717891
hammer_z-,1528983720122,1528983723981,1528983722626
spoon_z-,1528983724616,1528983728342,1528983727158
foambrick_z+,1528983729016,1528983733074,1528983731638
crackerbox_z+,1528983734016,1528983738581,1528983737464
spoon_x+,1528983739136,1528983742477,1528983741273
largemarker_x-,1528983743081,1528983746237,1528983744959
hammer_x-,1528983746871,1528983749943,1528983748757
gelatinbox_z+,1528983750631,1528983753543,1528983752240
pottedmeatcan_z+,1528983754138,1528983757306,1528983756013
lego_y+,1528983757950,1528983761639,1528983759867
mediumclamp_x-,1528983762432,1528983773462,1528983772055
largemaker_z-,1528983774844,1528983780330,1528983779041
mustardbottle_x+,1528983781498,1528983784504,1528983783277
pottedmeatcan_x+,1528983785177,1528983788572,1528983787320
sponge_y-,1528983789418,1528983793997,1528983792095
mediumclamp_y+,1528983794538,1528983798096,1528983796520
largemarker_x+,1528983799098,1528983802292,1528983801122
bleachcleanser_y+,1528983803018,1528983806130,1528983804773
orange_z-,1528983806925,1528983810810,1528983809508
gelatinbox_z-,1528983811499,1528983815252,1528983813882
bleachcleanser_z-,1528983864515,1528983869586,1528983868499
pottedmeatcan_y+,1528983870247,1528983873852,1528983872244
scissors_x-,1528983874486,1528983877347,1528983876124
lego_y-,1528983877967,1528983882213,1528983880669
scissors_y+,1528983882766,1528983886120,1528983884499
foambrick_y+,1528983886701,1528983890067,1528983888616
spoon_y+,1528983890727,1528983894295,1528983892722
gelatinbox_x-,1528983894888,1528983897921,1528983896550
gelatinbox_y+,1528983898541,1528983901697,1528983900443
sponge_z-,1528983902354,1528983907429,1528983906103
hammer_y+,1528983907941,1528983911800,1528983910057
banana_y-,1528983912435,1528983916896,1528983915349
spoon_x-,1528983917328,1528983922173,1528983920536
banana_x-,1528983922876,1528983926509,1528983925232
mug_x-,1528983927022,1528983930548,1528983929203
spoon_y-,1528983931087,1528983935843,1528983934095
mustardbottle_z+,1528983936315,1528983939628,1528983938337
sponge_x-,1528983940382,1528983944362,1528983943230
lego_z-,1528983944955,1528983949041,1528983947694
crackerbox_y+,1528983949542,1528983953428,1528983951817
banana_z+,1528983954061,1528983958202,1528983956893
mediumclamp_y-,1528983958717,1528983962789,1528983961433
crackerbox_z-,1528983963315,1528983966678,1528983965603
mustardbottle_y-,1528983967297,1528983971176,1528983969738
lego_x-,1528983971698,1528983974923,1528983973847
orange_x-,1528983975438,1528983978590,1528983977494
scissors_z+,1528983979062,1528983981735,1528983980513
hammer_z+,1528983982236,1528983985306,1528983984072
pottedmeatcan_z-,1528983985884,1528983989617,1528983988647
scissors_y-,1528983990084,1528983993766,1528983992460
largemarker_y+,1528983994129,1528983997988,1528983996594
hammer_x+,1528983998503,1528984001992,1528984001073
foambrick_x+,1528984002516,1528984006337,1528984005166
mustardbottle_z-,1528984006957,1528984011176,1528984009554
crackerbox_y-,1528984016531,1528984021103,1528984019392
spoon_z+,1528984021757,1528984030777,1528984029220
banana_y+,1528984031537,1528984037632,1528984035406
sponge_z+,1528984038544,1528984046564,1528984044607
bleachcleanser_x-,1528984047651,1528984052685,1528984051249
crackerbox_x-,1528984053398,1528984057337,1528984055660
gelatinbox_x+,1528984058197,1528984062124,1528984060730
banana_z-,1528984062717,1528984066102,1528984064926
mustardbottle_y+,1528984066772,1528984070244,1528984068435
mug_z+,1528984071040,1528984075818,1528984074153
mediumclamp_z+,1528984076611,1528984080473,1528984079108
banana_x+,1528984081323,1528984085379,1528984083723
lego_z+,1528984086038,1528984089977,1528984088208
gelatinbox_y-,1528984090691,1528984094817,1528984093342
crackerbox_x+,1528984095666,1528984099885,1528984098099
foambrick_y-,1528984100639,1528984106419,1528984104542
orange_x+,1528984107039,1528984109711,1528984108662
mediumclamp_x+,1528984110278,1528984115912,1528984114825
largemarker_z+,1528984116585,1528984120447,1528984119222
bleachcleanser_x+,1528984121078,1528984124581,1528984123167
pottedmeatcan_x-,1528984125091,1528984128897,1528984127529
orange_y-,1528984129519,1528984134955,1528984133008
mug_y-,1528984135655,1528984139325,1528984137730
sponge_x+,1528984139974,1528984143660,1528984142436
orange_z+,1528984144252,1528984147967,1528984146849
sponge_y+,1528984148507,1528984154553,1528984152996
hammer_y-,1528984155274,1528984159313,1528984157771
bleachcleanser_z+,1528984159815,1528984162927,1528984161716
mug_x+,1528984163626,1528984166980,1528984165451
mediumclamp_z-,1528984167520,1528984170314,1528984169300
largemaker_y-,1528984170814,1528984174207,1528984172825
orange_y+,1528984174614,1528984177582,1528984176063
