Scene,Start,End,Grasp
banana_x-,1529584332410,1529584345466,1529584343942
gelatinbox_y+,1529584346046,1529584351026,1529584348912
hammer_z-,1529584351686,1529584359356,1529584358269
pottedmeatcan_y-,1529584359949,1529584365355,1529584363843
gelatinbox_y-,1529584365915,1529584371000,1529584369295
bleachcleanser_y+,1529584371487,1529584376614,1529584375015
lego_x-,1529584377527,1529584384867,1529584383346
orange_z-,1529584385460,1529584391187,1529584389989
scissors_z+,1529584391674,1529584397200,1529584395872
mustardbottle_y-,1529584397860,1529584407493,1529584405311
mustardbottle_x-,1529584408021,1529584412708,1529584411177
sponge_x-,1529584413335,1529584419856,1529584418057
largemaker_z-,1529584420408,1529584424921,1529584423832
crackerbox_y+,1529584425582,1529584435172,1529584433561
sponge_x+,1529584435702,1529584441159,1529584439685
scissors_y+,1529584441861,1529584448001,1529584446147
sponge_z+,1529584448795,1529584454482,1529584453019
pottedmeatcan_x-,1529584455181,1529584460121,1529584458885
spoon_y+,1529584460635,1529584471382,1529584468700
mustardbottle_x+,1529584472549,1529584478976,1529584477513
largemarker_y+,1529584479551,1529584485589,1529584483961
largemarker_x-,1529584486276,1529584492681,1529584491380
lego_y-,1529584493223,1529584501109,1529584499033
spoon_x-,1529584501690,1529584506509,1529584505151
bleachcleanser_z-,1529584507050,1529584515161,1529584513516
orange_x-,1529584515903,1529584521870,1529584520561
mug_x+,1529584522351,1529584529296,1529584528161
banana_x+,1529584530037,1529584534779,1529584533593
crackerbox_z+,1529584535478,1529584540551,1529584538914
spoon_z-,1529584541438,1529584547632,1529584546515
pottedmeatcan_z+,1529584548199,1529584552898,1529584551675
mustardbottle_z-,1529584553919,1529584561125,1529584559993
hammer_y-,1529584561692,1529584568311,1529584566488
orange_z+,1529584568798,1529584572752,1529584571621
crackerbox_y-,1529584573452,1529584583724,1529584581782
lego_z-,1529584584355,1529584590060,1529584588649
largemarker_x+,1529584590706,1529584596548,1529584595275
banana_z-,1529584597212,1529584601459,1529584600474
gelatinbox_z+,1529584601956,1529584605500,1529584604344
mug_y+,1529584606213,1529584615513,1529584613730
orange_y+,1529584616039,1529584620046,1529584618608
largemarker_z+,1529584620692,1529584625113,1529584624103
foambrick_y+,1529584625720,1529584629779,1529584628116
pottedmeatcan_y+,1529584630387,1529584634393,1529584633010
gelatinbox_x-,1529584635067,1529584639099,1529584637889
hammer_x+,1529584639879,1529584644059,1529584642970
scissors_x-,1529584644695,1529584648621,1529584647263
banana_z+,1529584649240,1529584653461,1529584652197
mediumclamp_z+,1529584654094,1529584658348,1529584657251
mug_x-,1529584658907,1529584665300,1529584663824
mug_z-,1529584665840,1529584670529,1529584669465
sponge_y-,1529584671156,1529584675860,1529584674143
mediumclamp_y-,1529584676369,1529584681073,1529584679379
orange_y-,1529584681882,1529584686460,1529584685023
mug_y-,1529584687015,1529584693302,1529584691691
scissors_z-,1529584694157,1529584700662,1529584699533
lego_x+,1529584701389,1529584705165,1529584703867
bleachcleanser_x-,1529584705882,1529584709981,1529584708754
gelatinbox_x+,1529584710615,1529584714982,1529584713787
largemaker_y-,1529584715535,1529584723593,1529584721771
mustardbottle_z+,1529584724217,1529584729317,1529584727826
crackerbox_x+,1529584730265,1529584734929,1529584733798
mediumclamp_x-,1529584735569,1529584739623,1529584738414
sponge_y+,1529584740158,1529584745530,1529584743600
bleachcleanser_z+,1529584746202,1529584750275,1529584749168
mediumclamp_x+,1529584750855,1529584755850,1529584754495
banana_y-,1529584756737,1529584760864,1529584759369
pottedmeatcan_x+,1529584761511,1529584768330,1529584767094
gelatinbox_z-,1529584769071,1529584773293,1529584772281
mug_z+,1529584773963,1529584779890,1529584778627
mustardbottle_y+,1529584780604,1529584784953,1529584783482
spoon_x+,1529584785686,1529584791410,1529584790147
crackerbox_x-,1529584792112,1529584796983,1529584795626
foambrick_z-,1529584798431,1529584802145,1529584801133
bleachcleanser_x+,1529584802830,1529584805970,1529584804854
hammer_y+,1529584806958,1529584810890,1529584809241
spoon_y-,1529584811671,1529584817344,1529584815769
scissors_y-,1529584817971,1529584825155,1529584823655
foambrick_z+,1529584825727,1529584830581,1529584829335
spoon_z+,1529584831404,1529584835105,1529584833907
foambrick_x-,1529584835725,1529584839066,1529584838030
crackerbox_z-,1529584839560,1529584844879,1529584843845
orange_x+,1529584845392,1529584850305,1529584849175
hammer_z+,1529584851033,1529584854493,1529584853335
scissors_x+,1529584855219,1529584858119,1529584857095
bleachcleanser_y-,1529584858713,1529584864292,1529584862642
foambrick_y-,1529584864873,1529584883967,1529584882403
banana_y+,1529584884938,1529584891476,1529584889656
pottedmeatcan_z-,1529584892361,1529584896025,1529584895069
hammer_x-,1529584896621,1529584899439,1529584898642
sponge_z-,1529584900021,1529584903001,1529584902203
mediumclamp_z-,1529584903577,1529584906734,1529584905883
lego_z+,1529584907447,1529584912053,1529584911057
mediumclamp_y+,1529584912862,1529584918095,1529584916256
foambrick_x+,1529584919185,1529584922710,1529584921498
lego_y+,1529584923501,1529584927132,1529584925682
