Scene,Start,End,Grasp
mediumclamp_x+,1528887574880,1528887594780,1528887592505
gelatinbox_y-,1528887595532,1528887601529,1528887599519
crackerbox_z+,1528887602504,1528887608212,1528887606729
foambrick_z-,1528887609096,1528887613264,1528887612067
scissors_z-,1528887613934,1528887619011,1528887617730
foambrick_x-,1528887619932,1528887623770,1528887622454
lego_z+,1528887624519,1528887628289,1528887627040
foambrick_y-,1528887629070,1528887633756,1528887631932
sponge_y+,1528887634390,1528887640677,1528887638881
mustardbottle_y+,1528887641337,1528887646703,1528887644854
mug_x-,1528887647629,1528887653225,1528887651668
hammer_y+,1528887653963,1528887658326,1528887656588
spoon_x+,1528887659070,1528887667398,1528887665929
banana_z+,1528887668229,1528887672160,1528887670715
spoon_x-,1528887672843,1528887676851,1528887675682
lego_z-,1528887677504,1528887682514,1528887681268
sponge_z-,1528887683230,1528887687492,1528887686175
largemarker_z+,1528887688656,1528887693114,1528887691802
pottedmeatcan_x-,1528887694031,1528887698639,1528887697330
spoon_z+,1528887699404,1528887704313,1528887703041
foambrick_y+,1528887705006,1528887709114,1528887707576
gelatinbox_x+,1528887709871,1528887713560,1528887712069
bleachcleanser_y-,1528887714390,1528887718800,1528887717162
orange_z+,1528887719484,1528887723491,1528887722440
lego_x-,1528887724137,1528887728292,1528887727189
hammer_x+,1528887729018,1528887732840,1528887731416
crackerbox_y-,1528887733532,1528887737481,1528887736001
mustardbottle_x+,1528887738152,1528887741840,1528887740376
orange_x-,1528887742591,1528887745929,1528887744456
bleachcleanser_z+,1528887746473,1528887752294,1528887750977
mustardbottle_z-,1528887753019,1528887756748,1528887755430
mug_y+,1528887757535,1528887761427,1528887759803
hammer_x-,1528887762134,1528887765589,1528887764532
mediumclamp_y+,1528887766287,1528887770529,1528887769057
pottedmeatcan_z-,1528887771178,1528887775054,1528887774057
banana_y+,1528887775733,1528887779229,1528887777444
mediumclamp_z+,1528887780006,1528887783334,1528887782134
spoon_z-,1528887783900,1528887789429,1528887788470
sponge_z+,1528887790099,1528887793746,1528887792657
foambrick_z+,1528887794419,1528887797869,1528887796792
gelatinbox_x-,1528887798688,1528887802775,1528887801546
pottedmeatcan_x+,1528887803407,1528887807147,1528887805844
mustardbottle_z+,1528887807888,1528887811961,1528887810829
mediumclamp_x-,1528887812781,1528887816681,1528887815459
foambrick_x+,1528887817449,1528887821215,1528887819819
scissors_x+,1528887821940,1528887825717,1528887824489
pottedmeatcan_y+,1528887826327,1528887830761,1528887829044
mustardbottle_y-,1528887831408,1528887835349,1528887833858
crackerbox_y+,1528887836087,1528887840068,1528887838420
largemarker_x+,1528887840967,1528887845118,1528887843846
hammer_z+,1528887845954,1528887849668,1528887848192
banana_z-,1528887850409,1528887853883,1528887852832
bleachcleanser_x-,1528887854649,1528887860350,1528887859222
scissors_z+,1528887861023,1528887864898,1528887863821
mustardbottle_x-,1528887865475,1528887870898,1528887869673
sponge_x+,1528887871704,1528887875804,1528887874501
orange_y+,1528887876703,1528887880657,1528887878936
bleachcleanser_z-,1528887881555,1528887885817,1528887884673
pottedmeatcan_y-,1528887886665,1528887891602,1528887889994
scissors_y+,1528887892302,1528887897085,1528887895380
banana_x+,1528887897809,1528887901590,1528887900405
orange_y-,1528887902305,1528887906470,1528887905074
mug_x+,1528887907143,1528887910765,1528887909300
sponge_x-,1528887911504,1528887914806,1528887913525
crackerbox_x-,1528887915477,1528887922631,1528887921048
spoon_y-,1528887923263,1528887927473,1528887925849
bleachcleanser_y+,1528887928137,1528887931778,1528887930407
banana_x-,1528887932557,1528887936122,1528887935077
crackerbox_z-,1528887936744,1528887940790,1528887939795
largemarker_x-,1528887941523,1528887945737,1528887944525
hammer_y-,1528887946623,1528887951659,1528887950257
gelatinbox_y+,1528887952384,1528887956335,1528887954541
lego_y-,1528887957138,1528887961486,1528887959770
lego_x+,1528887962126,1528887965351,1528887964009
spoon_y+,1528887966126,1528887970806,1528887968892
pottedmeatcan_z+,1528887971651,1528887975792,1528887974690
scissors_y-,1528887976664,1528887985535,1528887983849
orange_z-,1528887985985,1528887989300,1528887988279
largemaker_y-,1528887989984,1528887994166,1528887992678
mug_z+,1528887994878,1528888001713,1528888000289
hammer_z-,1528888002440,1528888006206,1528888005075
largemarker_y+,1528888006926,1528888011099,1528888009491
gelatinbox_z+,1528888011867,1528888015333,1528888014138
largemaker_z-,1528888016213,1528888020474,1528888019337
crackerbox_x+,1528888021199,1528888024779,1528888023569
banana_y-,1528888025479,1528888030071,1528888028570
mediumclamp_y-,1528888030560,1528888035472,1528888034037
bleachcleanser_x+,1528888036199,1528888039380,1528888037875
sponge_y-,1528888040127,1528888044180,1528888042649
lego_y+,1528888044880,1528888049072,1528888047303
scissors_x-,1528888049942,1528888055179,1528888053925
mug_y-,1528888055926,1528888060846,1528888059324
gelatinbox_z-,1528888061613,1528888066153,1528888065104
mug_z-,1528888066947,1528888074407,1528888073370
mediumclamp_z-,1528888075141,1528888079089,1528888078024
orange_x+,1528888079708,1528888083500,1528888082252
