Scene,Start,End,Grasp
mustardbottle_y+,1528802987873,1528802996435,1528802994758
spoon_x-,1528802997604,1528803003382,1528803001854
gelatinbox_y-,1528803004230,1528803009490,1528803007601
scissors_x+,1528803010164,1528803015264,1528803014040
lego_y+,1528803016145,1528803021939,1528803019959
largemarker_z+,1528803022350,1528803027344,1528803025989
foambrick_x+,1528803028084,1528803032450,1528803030986
mug_z-,1528803033230,1528803038410,1528803036813
mustardbottle_z-,1528803038976,1528803044757,1528803043497
crackerbox_y-,1528803045559,1528803050943,1528803048907
foambrick_z+,1528803051525,1528803056078,1528803054426
pottedmeatcan_z-,1528803056738,1528803061614,1528803060426
pottedmeatcan_x+,1528803062364,1528803066652,1528803065268
lego_z-,1528803067484,1528803071798,1528803070613
mediumclamp_z-,1528803072591,1528803077170,1528803075693
orange_z+,1528803078044,1528803082185,1528803080616
sponge_z+,1528803082831,1528803087132,1528803085709
bleachcleanser_x+,1528803087847,1528803093592,1528803091721
hammer_z+,1528803094419,1528803099879,1528803098256
mediumclamp_y+,1528803100500,1528803106613,1528803104600
pottedmeatcan_z+,1528803107312,1528803112106,1528803110780
largemarker_x-,1528803112993,1528803118133,1528803116870
gelatinbox_z+,1528803118770,1528803123203,1528803121481
crackerbox_y+,1528803123606,1528803128333,1528803126454
mustardbottle_x+,1528803129086,1528803133225,1528803131642
lego_y-,1528803133984,1528803139780,1528803137611
mediumclamp_x+,1528803140397,1528803144735,1528803143242
mustardbottle_y-,1528803145940,1528803150616,1528803148711
largemarker_y+,1528803150966,1528803155201,1528803153574
orange_x+,1528803155662,1528803159573,1528803158110
mediumclamp_x-,1528803160261,1528803164920,1528803163670
scissors_x-,1528803165527,1528803169427,1528803168122
lego_z+,1528803170035,1528803173694,1528803172404
pottedmeatcan_y-,1528803174433,1528803179213,1528803177324
scissors_z+,1528803179822,1528803183957,1528803182592
bleachcleanser_z+,1528803184580,1528803188575,1528803187218
largemaker_y-,1528803189475,1528803194413,1528803192938
banana_y+,1528803195249,1528803202214,1528803200484
bleachcleanser_y+,1528803202767,1528803206991,1528803205206
mustardbottle_z+,1528803207435,1528803211295,1528803209832
bleachcleanser_x-,1528803211958,1528803216681,1528803215431
foambrick_z-,1528803217448,1528803221987,1528803220819
spoon_y-,1528803222715,1528803228711,1528803226845
hammer_x-,1528803229208,1528803233123,1528803231899
foambrick_y-,1528803234351,1528803238695,1528803237125
foambrick_x-,1528803239290,1528803242908,1528803241561
hammer_z-,1528803243550,1528803247228,1528803245960
orange_y-,1528803247811,1528803251856,1528803250300
spoon_y+,1528803252450,1528803256588,1528803255033
bleachcleanser_y-,1528803257236,1528803261416,1528803259713
crackerbox_x+,1528803261756,1528803265019,1528803263605
mustardbottle_x-,1528803265649,1528803269376,1528803268087
spoon_z+,1528803269876,1528803274111,1528803272687
sponge_x-,1528803274964,1528803278657,1528803277048
orange_z-,1528803279237,1528803283029,1528803281914
scissors_z-,1528803283582,1528803290419,1528803289194
pottedmeatcan_y+,1528803291077,1528803294857,1528803293175
sponge_z-,1528803295330,1528803302070,1528803300562
banana_y-,1528803302753,1528803307671,1528803306181
largemarker_x+,1528803308024,1528803311764,1528803310620
sponge_y-,1528803312224,1528803316645,1528803315197
bleachcleanser_z-,1528803316997,1528803320416,1528803319364
foambrick_y+,1528803320771,1528803324631,1528803323049
crackerbox_z-,1528803325092,1528803328747,1528803327528
gelatinbox_y+,1528803329237,1528803332764,1528803331348
crackerbox_x-,1528803333225,1528803338871,1528803337561
gelatinbox_z-,1528803339438,1528803343033,1528803341768
lego_x-,1528803343587,1528803347270,1528803346019
mug_y+,1528803347891,1528803351857,1528803350261
hammer_y+,1528803352385,1528803356363,1528803354661
pottedmeatcan_x-,1528803356955,1528803361100,1528803359714
mediumclamp_y-,1528803361638,1528803365593,1528803364007
mediumclamp_z+,1528803366411,1528803369925,1528803368963
banana_z-,1528803370520,1528803374084,1528803372810
largemaker_z-,1528803374625,1528803378098,1528803377022
banana_x-,1528803378692,1528803382206,1528803380994
mug_x-,1528803382665,1528803389500,1528803388248
sponge_x+,1528803389919,1528803394178,1528803392902
spoon_x+,1528803394933,1528803399874,1528803398461
hammer_x+,1528803400755,1528803405008,1528803403624
orange_x-,1528803405588,1528803410535,1528803408528
spoon_z-,1528803411067,1528803417273,1528803416117
mug_y-,1528803417906,1528803422486,1528803420590
orange_y+,1528803422919,1528803426702,1528803425197
gelatinbox_x-,1528803427367,1528803431364,1528803430224
hammer_y-,1528803431840,1528803436488,1528803434624
banana_x+,1528803436956,1528803440260,1528803439166
scissors_y+,1528803440969,1528803445797,1528803444091
banana_z+,1528803446440,1528803451074,1528803449755
gelatinbox_x+,1528803451936,1528803455928,1528803454650
mug_z+,1528803456401,1528803459847,1528803458716
mug_x+,1528803460255,1528803464235,1528803463121
scissors_y-,1528803464641,1528803469750,1528803468380
sponge_y+,1528803470136,1528803475366,1528803473765
lego_x+,1528803475769,1528803480610,1528803479266
crackerbox_z+,1528803481496,1528803485235,1528803484051
