Scene,Start,End,Grasp
mustardbottle_y-,1529405445843,1529405459267,1529405456724
crackerbox_x+,1529405460685,1529405467684,1529405464814
orange_x+,1529405468729,1529405476061,1529405474064
mug_x-,1529405476895,1529405487948,1529405485976
gelatinbox_y+,1529405488892,1529405498094,1529405495632
mediumclamp_z-,1529405498700,1529405508097,1529405505927
foambrick_z-,1529405508861,1529405517642,1529405515715
foambrick_x+,1529405518235,1529405523776,1529405522043
hammer_x-,1529405524375,1529405531030,1529405529209
scissors_x+,1529405531581,1529405539248,1529405537450
mediumclamp_y-,1529405539788,1529405547118,1529405545111
orange_x-,1529405547794,1529405555565,1529405554130
pottedmeatcan_y+,1529405556513,1529405568143,1529405565568
mediumclamp_y+,1529405568849,1529405575412,1529405573284
crackerbox_z+,1529405576089,1529405585298,1529405583173
gelatinbox_x+,1529405586063,1529405609259,1529405607417
gelatinbox_x-,1529405610264,1529405618212,1529405616700
banana_z-,1529405618851,1529405626285,1529405624631
gelatinbox_z-,1529405627050,1529405634428,1529405632611
lego_x-,1529405634965,1529405639678,1529405637939
crackerbox_x-,1529405640178,1529405650125,1529405648392
bleachcleanser_x-,1529405650718,1529405658532,1529405656860
mustardbottle_z+,1529405659038,1529405668458,1529405666992
mug_x+,1529405669091,1529405674340,1529405672432
spoon_x-,1529405674907,1529405680817,1529405679086
mediumclamp_x+,1529405681346,1529405685898,1529405684398
mediumclamp_z+,1529405686558,1529405707500,1529405706299
mustardbottle_y+,1529405708065,1529405721177,1529405717997
hammer_y+,1529405721905,1529405731776,1529405728934
foambrick_y-,1529405732481,1529405741287,1529405738676
bleachcleanser_y+,1529405741946,1529405757800,1529405755128
mug_z+,1529405758440,1529405770608,1529405768910
bleachcleanser_x+,1529405771194,1529405778555,1529405776982
hammer_z-,1529405779159,1529405795633,1529405794288
sponge_z-,1529405796253,1529405803606,1529405802194
banana_y+,1529405804257,1529405816996,1529405814767
mug_z-,1529405817580,1529405826233,1529405823535
scissors_z+,1529405826803,1529405835467,1529405833218
scissors_x-,1529405836083,1529405849205,1529405847178
orange_y-,1529405849829,1529405857902,1529405855479
largemaker_y-,1529405858615,1529405866289,1529405863080
pottedmeatcan_z+,1529405867068,1529405874890,1529405873160
mug_y-,1529405875429,1529405884715,1529405882333
lego_z-,1529405885297,1529405890782,1529405889254
orange_z+,1529405891455,1529405897651,1529405895828
orange_y+,1529405898191,1529405907210,1529405904320
bleachcleanser_y-,1529405907965,1529405916638,1529405914266
sponge_y-,1529405917324,1529405928890,1529405926522
spoon_z+,1529405929657,1529405944744,1529405942681
largemarker_z+,1529405945471,1529405952013,1529405950016
foambrick_z+,1529405952631,1529405957517,1529405955814
gelatinbox_y-,1529405958125,1529405965558,1529405963643
hammer_z+,1529405966260,1529405977519,1529405975384
pottedmeatcan_y-,1529405978272,1529405987613,1529405985627
sponge_x-,1529405988100,1529405994212,1529405992641
hammer_x+,1529405994786,1529406006545,1529406003937
crackerbox_z-,1529406007819,1529406027009,1529406024897
lego_x+,1529406027620,1529406034119,1529406032258
gelatinbox_z+,1529406034674,1529406040427,1529406038801
foambrick_x-,1529406040886,1529406046415,1529406044524
foambrick_y+,1529406046990,1529406057308,1529406054086
mustardbottle_x-,1529406057941,1529406063583,1529406062165
sponge_x+,1529406064127,1529406069196,1529406067643
lego_y-,1529406069821,1529406080184,1529406077787
crackerbox_y-,1529406080674,1529406088242,1529406086186
pottedmeatcan_z-,1529406088849,1529406095750,1529406094552
scissors_z-,1529406096315,1529406106324,1529406104725
sponge_z+,1529406106915,1529406119856,1529406118060
largemaker_z-,1529406120730,1529406132244,1529406130847
spoon_x+,1529406132943,1529406144096,1529406142246
banana_z+,1529406144570,1529406149856,1529406148061
orange_z-,1529406150544,1529406158801,1529406157074
mediumclamp_x-,1529406159436,1529406166710,1529406164166
largemarker_x-,1529406167404,1529406196047,1529406193316
pottedmeatcan_x-,1529406507256,1529406514077,1529406512079
crackerbox_y+,1529406514914,1529406522772,1529406520309
mustardbottle_z-,1529406523366,1529406533225,1529406531400
scissors_y+,1529406533873,1529406542493,1529406539799
banana_y-,1529406543059,1529406551226,1529406549257
banana_x-,1529406551712,1529406557052,1529406555668
lego_y+,1529406557660,1529406565453,1529406563243
spoon_z-,1529406566139,1529406578293,1529406576551
largemarker_x+,1529406578727,1529406586961,1529406585257
largemarker_y+,1529406587540,1529406594535,1529406591016
bleachcleanser_z-,1529406595186,1529406603107,1529406601124
lego_z+,1529406603801,1529406613598,1529406612337
mug_y+,1529406614142,1529406622841,1529406620102
hammer_y-,1529406623569,1529406633255,1529406631012
spoon_y+,1529406633727,1529406647412,1529406643672
sponge_y+,1529406648142,1529406656122,1529406653939
banana_x+,1529406656569,1529406663495,1529406661847
bleachcleanser_z+,1529406663983,1529406669976,1529406668819
scissors_y-,1529406670568,1529406676295,1529406674501
spoon_y-,1529406676731,1529406690352,1529406686311
pottedmeatcan_x+,1529406690863,1529406696669,1529406695047
