Scene,Start,End,Grasp
pottedmeatcan_z-,1529580685813,1529580702563,1529580700272
hammer_x+,1529580703353,1529580710256,1529580707445
spoon_y+,1529580711178,1529580719005,1529580715810
hammer_y+,1529580720153,1529580725843,1529580723570
crackerbox_z-,1529580726595,1529580731953,1529580730143
orange_x-,1529580732567,1529580737328,1529580735758
scissors_z-,1529580738020,1529580743184,1529580741599
mustardbottle_x+,1529580743714,1529580749102,1529580747426
spoon_x+,1529580749808,1529580754182,1529580752517
sponge_y-,1529580754767,1529580760555,1529580758320
crackerbox_y+,1529580761235,1529580765678,1529580763587
bleachcleanser_x-,1529580766274,1529580771810,1529580769974
gelatinbox_x+,1529580772408,1529580776961,1529580775461
gelatinbox_z+,1529580777556,1529580781846,1529580780345
spoon_z+,1529580782489,1529580788530,1529580787140
hammer_x-,1529580789103,1529580793127,1529580791414
hammer_z-,1529580793690,1529580799583,1529580797946
mug_y-,1529580800116,1529580804533,1529580802371
orange_y+,1529580805076,1529580809171,1529580807269
banana_y+,1529580809870,1529580814390,1529580812070
bleachcleanser_z+,1529580814942,1529580819342,1529580817380
banana_z-,1529580819943,1529580841453,1529580824611
largemarker_z+,1529580842584,1529580848118,1529580846706
mediumclamp_x-,1529580848745,1529580853246,1529580851493
lego_y-,1529580853745,1529580858692,1529580856719
pottedmeatcan_y+,1529580859171,1529580863247,1529580861400
spoon_y-,1529580863957,1529580869143,1529580867016
scissors_z+,1529580869673,1529580873845,1529580872230
largemaker_y-,1529580874398,1529580878730,1529580877081
mediumclamp_z-,1529580879273,1529580885672,1529580884134
lego_z+,1529580886184,1529580891672,1529580890133
lego_z-,1529580892304,1529580897758,1529580896307
spoon_x-,1529580898264,1529580903145,1529580901395
banana_x+,1529580903705,1529580907823,1529580906250
mustardbottle_z+,1529580908385,1529580912785,1529580911321
scissors_x+,1529580913272,1529580917504,1529580915909
scissors_y+,1529580918078,1529580922441,1529580920507
bleachcleanser_y-,1529580923065,1529580927171,1529580925493
mediumclamp_y+,1529580927719,1529580931693,1529580929976
sponge_y+,1529580932333,1529580936334,1529580934715
orange_z-,1529580936932,1529580942321,1529580940774
gelatinbox_z-,1529580942812,1529580946846,1529580945506
orange_x+,1529580947463,1529580950947,1529580949521
banana_y-,1529580951648,1529580956485,1529580954385
mug_z+,1529580956894,1529580972400,1529580971128
mustardbottle_y+,1529580972973,1529580976626,1529580975124
crackerbox_x+,1529580977187,1529580980533,1529580979041
pottedmeatcan_x+,1529580981061,1529580984659,1529580983361
crackerbox_z+,1529580985147,1529580988391,1529580987039
spoon_z-,1529580988880,1529580994372,1529580993032
foambrick_x-,1529580994908,1529580998332,1529580996863
sponge_x+,1529580998827,1529581002370,1529581001021
gelatinbox_x-,1529581002948,1529581006725,1529581005310
foambrick_z+,1529581007322,1529581010672,1529581009216
bleachcleanser_x+,1529581011201,1529581014530,1529581013057
mug_x+,1529581015108,1529581018667,1529581016978
banana_z+,1529581019387,1529581022621,1529581021228
pottedmeatcan_x-,1529581023264,1529581026501,1529581025013
mustardbottle_z-,1529581027063,1529581030763,1529581029312
orange_y-,1529581031348,1529581035321,1529581033644
mediumclamp_x+,1529581035750,1529581039144,1529581037731
gelatinbox_y+,1529581039761,1529581043081,1529581041471
mug_z-,1529581043696,1529581047089,1529581045982
mediumclamp_y-,1529581047642,1529581051660,1529581049984
foambrick_y-,1529581052083,1529581055889,1529581054354
largemarker_x+,1529581056376,1529581059589,1529581058144
crackerbox_y-,1529581060109,1529581064549,1529581062449
hammer_y-,1529581065123,1529581069111,1529581067375
bleachcleanser_y+,1529581069483,1529581072800,1529581071266
sponge_z-,1529581073462,1529581077170,1529581075818
sponge_z+,1529581077709,1529581081802,1529581080333
lego_y+,1529581082322,1529581086424,1529581084794
foambrick_x+,1529581087097,1529581090541,1529581089097
largemarker_y+,1529581091266,1529581094503,1529581092989
foambrick_y+,1529581095096,1529581098579,1529581096898
mug_y+,1529581099079,1529581102682,1529581100884
scissors_y-,1529581103252,1529581107823,1529581105788
banana_x-,1529581108269,1529581111905,1529581110160
crackerbox_x-,1529581112453,1529581116345,1529581114721
largemaker_z-,1529581116818,1529581120749,1529581119373
foambrick_z-,1529581121311,1529581124610,1529581123307
lego_x-,1529581125232,1529581128531,1529581127147
lego_x+,1529581129081,1529581132260,1529581130961
largemarker_x-,1529581132868,1529581136302,1529581134876
pottedmeatcan_y-,1529581136865,1529581140504,1529581138935
sponge_x-,1529581141080,1529581144544,1529581143079
mustardbottle_x-,1529581145031,1529581148331,1529581146948
mug_x-,1529581148868,1529581152371,1529581150862
gelatinbox_y-,1529581152804,1529581156718,1529581155064
hammer_z+,1529581157165,1529581160343,1529581158906
mustardbottle_y-,1529581160885,1529581164648,1529581163017
mediumclamp_z+,1529581165124,1529581168358,1529581166864
orange_z+,1529581168846,1529581173108,1529581171641
pottedmeatcan_z+,1529581173698,1529581176998,1529581175575
bleachcleanser_z-,1529581177578,1529581180812,1529581179591
scissors_x-,1529581181486,1529581186814,1529581185468
