Scene,Camera X,Camera Y,Camera Z
mediumclamp_x+,0.6704132,1.238597,-0.8019271
mediumclamp_x+,0.6697112,1.238099,-0.8009269
mediumclamp_x+,0.6461304,1.244067,-0.8128808
mediumclamp_x+,0.6462058,1.245904,-0.8145556
mediumclamp_x+,0.6466119,1.246554,-0.8153597
mediumclamp_x+,0.6468441,1.247017,-0.815954
mediumclamp_x+,0.6471451,1.247581,-0.8168069
mediumclamp_x+,0.6474261,1.247775,-0.8172435
mediumclamp_x+,0.6478627,1.248245,-0.8179456
mediumclamp_x+,0.6483454,1.248736,-0.8184416
mediumclamp_x+,0.648855,1.249169,-0.8188888
mediumclamp_x+,0.6495279,1.24944,-0.8192517
mediumclamp_x+,0.6497676,1.249679,-0.8195271
mediumclamp_x+,0.6499609,1.249851,-0.8197382
mediumclamp_x+,0.65024,1.25022,-0.8201228
mediumclamp_x+,0.6506026,1.250485,-0.8204648
mediumclamp_x+,0.6508285,1.250757,-0.8208089
mediumclamp_x+,0.6511219,1.251397,-0.8211151
mediumclamp_x+,0.6518233,1.252336,-0.8216053
mediumclamp_x+,0.6530227,1.253679,-0.8221293
mediumclamp_x+,0.6540689,1.254796,-0.8222476
mediumclamp_x+,0.6574379,1.257624,-0.8212157
mediumclamp_x+,0.6599138,1.258693,-0.8208256
mediumclamp_x+,0.6656958,1.261613,-0.8196304
mediumclamp_x+,0.6732047,1.264719,-0.8182695
mediumclamp_x+,0.6820138,1.267701,-0.8148299
mediumclamp_x+,0.6862835,1.269046,-0.8144571
mediumclamp_x+,0.6881148,1.270505,-0.8171385
mediumclamp_x+,0.6973326,1.273875,-0.8150469
mediumclamp_x+,0.6994363,1.273983,-0.8176463
mediumclamp_x+,0.7056184,1.275503,-0.8185368
mediumclamp_x+,0.7114672,1.276321,-0.8186769
mediumclamp_x+,0.7132543,1.276278,-0.8205516
mediumclamp_x+,0.7197213,1.276762,-0.8201675
mediumclamp_x+,0.7231355,1.277118,-0.8201942
mediumclamp_x+,0.7258167,1.277247,-0.8206851
mediumclamp_x+,0.7265639,1.277017,-0.8226187
mediumclamp_x+,0.7306158,1.27696,-0.8237553
mediumclamp_x+,0.7347782,1.277237,-0.8250721
mediumclamp_x+,0.735675,1.277499,-0.8255661
mediumclamp_x+,0.7357363,1.277935,-0.8262947
mediumclamp_x+,0.7358159,1.278392,-0.8269693
mediumclamp_x+,0.7359715,1.278664,-0.8275569
mediumclamp_x+,0.736204,1.278896,-0.8281195
mediumclamp_x+,0.7365715,1.279124,-0.8287464
mediumclamp_x+,0.7368816,1.279351,-0.8292397
mediumclamp_x+,0.7374393,1.27963,-0.8296685
mediumclamp_x+,0.7378936,1.279736,-0.8301196
mediumclamp_x+,0.7381902,1.279851,-0.830528
mediumclamp_x+,0.7380704,1.279696,-0.8315745
mediumclamp_x+,0.738466,1.27958,-0.8326566
mediumclamp_x+,0.7384012,1.279418,-0.8333462
