Scene,Start,End,Grasp
orange_x-,1529326777462,1529326793863,1529326792309
lego_x-,1529326794523,1529326799249,1529326797668
scissors_z+,1529326799798,1529326805291,1529326803191
mediumclamp_y+,1529326806309,1529326812108,1529326809524
sponge_y-,1529326812843,1529326818855,1529326816458
largemarker_x-,1529326819430,1529326823468,1529326821911
spoon_y-,1529326824058,1529326832816,1529326828232
lego_y+,1529326833684,1529326838256,1529326836152
mediumclamp_z-,1529326838978,1529326844377,1529326843110
crackerbox_x+,1529326845044,1529326849043,1529326847387
hammer_z-,1529326849749,1529326854349,1529326852767
bleachcleanser_x-,1529326855012,1529326858964,1529326857402
orange_y+,1529326859497,1529326863321,1529326861472
mustardbottle_y+,1529326863927,1529326867268,1529326865920
banana_z+,1529326867911,1529326871827,1529326870291
pottedmeatcan_z-,1529326872458,1529326876224,1529326874954
banana_z-,1529326876812,1529326880912,1529326879738
largemarker_z+,1529326881564,1529326885298,1529326883741
gelatinbox_x+,1529326885872,1529326889364,1529326887803
lego_z-,1529326889978,1529326894212,1529326892860
crackerbox_y+,1529326894713,1529326899553,1529326896859
spoon_y+,1529326900286,1529326904250,1529326902262
orange_x+,1529326904871,1529326908700,1529326907236
lego_z+,1529326909274,1529326912710,1529326911502
mustardbottle_x-,1529326913525,1529326917612,1529326915926
mediumclamp_x-,1529326918139,1529326921549,1529326920357
sponge_y+,1529326922178,1529326926882,1529326924967
bleachcleanser_z+,1529326927528,1529326930909,1529326929619
mustardbottle_y-,1529326931580,1529326936928,1529326935100
foambrick_x-,1529326937459,1529326941336,1529326939685
banana_y-,1529326942645,1529326947696,1529326945833
orange_z+,1529326948327,1529326952496,1529326951128
crackerbox_z+,1529326953181,1529326957951,1529326956071
hammer_x+,1529326958634,1529326964031,1529326962112
gelatinbox_x-,1529326964939,1529326969048,1529326967472
lego_y-,1529326969674,1529326974380,1529326972685
orange_z-,1529326974982,1529326978911,1529326977634
largemaker_y-,1529326979527,1529326984551,1529326982738
pottedmeatcan_x+,1529326985087,1529326989243,1529326987394
orange_y-,1529326990008,1529326995139,1529326993139
largemarker_x+,1529326995796,1529326999570,1529326998089
scissors_x-,1529327000502,1529327005137,1529327003715
pottedmeatcan_y-,1529327006128,1529327011804,1529327010101
mustardbottle_x+,1529327012422,1529327016047,1529327014569
mug_y+,1529327016848,1529327021124,1529327019341
foambrick_y+,1529327021955,1529327027458,1529327025475
hammer_x-,1529327028075,1529327033152,1529327031769
foambrick_z-,1529327033804,1529327038817,1529327037206
crackerbox_z-,1529327039419,1529327043791,1529327042618
spoon_z-,1529327044502,1529327061698,1529327056632
bleachcleanser_x+,1529327062449,1529327083661,1529327068982
mustardbottle_z+,1529327085603,1529327121448,1529327097313
spoon_x+,1529327137076,1529327157914,1529327156385
spoon_z+,1529327158732,1529327162839,1529327161437
gelatinbox_y+,1529327163622,1529327168417,1529327165824
crackerbox_y-,1529327169305,1529327173673,1529327172239
scissors_y-,1529327174360,1529327178417,1529327177091
mug_z+,1529327179065,1529327182635,1529327181237
mug_y-,1529327183386,1529327186862,1529327185454
mug_x-,1529327187666,1529327191356,1529327190170
pottedmeatcan_z+,1529327191974,1529327195449,1529327194051
pottedmeatcan_x-,1529327196347,1529327199463,1529327198345
lego_x+,1529327200133,1529327204183,1529327202571
pottedmeatcan_y+,1529327204866,1529327209304,1529327207334
hammer_y-,1529327210133,1529327215849,1529327213867
gelatinbox_y-,1529327216467,1529327221264,1529327219557
mug_z-,1529327221840,1529327225489,1529327224106
largemarker_y+,1529327226209,1529327229620,1529327228115
sponge_x+,1529327230425,1529327233872,1529327232729
spoon_x-,1529327234667,1529327238060,1529327236865
mediumclamp_x+,1529327238626,1529327241902,1529327240756
bleachcleanser_y+,1529327242480,1529327245941,1529327244289
scissors_z-,1529327246640,1529327249834,1529327248663
gelatinbox_z-,1529327250507,1529327253847,1529327252703
banana_y+,1529327254521,1529327258260,1529327256663
banana_x-,1529327258935,1529327261887,1529327260636
foambrick_z+,1529327262425,1529327266087,1529327264583
crackerbox_x-,1529327266934,1529327270114,1529327269077
largemaker_z-,1529327271042,1529327274661,1529327273195
foambrick_y-,1529327275455,1529327279913,1529327277731
bleachcleanser_z-,1529327280508,1529327284127,1529327282821
scissors_x+,1529327284695,1529327288608,1529327287089
scissors_y+,1529327289413,1529327293501,1529327291746
sponge_z-,1529327294441,1529327298252,1529327296863
mustardbottle_z-,1529327298897,1529327302821,1529327300997
mug_x+,1529327303656,1529327307205,1529327305664
bleachcleanser_y-,1529327307843,1529327312040,1529327310457
hammer_z+,1529327312722,1529327316716,1529327315292
sponge_x-,1529327317949,1529327320820,1529327319677
banana_x+,1529327321535,1529327324889,1529327323547
mediumclamp_y-,1529327325627,1529327329863,1529327328412
sponge_z+,1529327330524,1529327334421,1529327332933
hammer_y+,1529327335056,1529327338276,1529327336706
mediumclamp_z+,1529327339177,1529327342077,1529327340856
gelatinbox_z+,1529327342789,1529327345756,1529327344482
foambrick_x+,1529327346510,1529327349718,1529327348346
