Scene,Camera X,Camera Y,Camera Z
orange_x-,0.586674,0.9754673,-0.7792711
orange_x-,0.5867952,0.9753959,-0.7791928
orange_x-,0.5891338,0.9739929,-0.7807093
orange_x-,0.5881628,0.9728661,-0.7798843
orange_x-,0.5882751,0.9727691,-0.7798913
orange_x-,0.5883524,0.9725246,-0.7798957
orange_x-,0.5883801,0.9724212,-0.779832
orange_x-,0.588401,0.9723279,-0.7797685
orange_x-,0.5881912,0.9724241,-0.7795428
orange_x-,0.5880971,0.9725001,-0.7794849
orange_x-,0.588102,0.9725564,-0.7796452
orange_x-,0.588174,0.9725519,-0.779972
orange_x-,0.5880308,0.9726107,-0.7799063
orange_x-,0.5879738,0.9726638,-0.7799377
orange_x-,0.5878564,0.9727622,-0.7800508
orange_x-,0.5878679,0.9727578,-0.7801566
orange_x-,0.5878649,0.9727767,-0.7801893
orange_x-,0.5878806,0.9727595,-0.7803044
orange_x-,0.5879195,0.9727287,-0.7803286
orange_x-,0.588104,0.9726487,-0.7804856
orange_x-,0.5883165,0.9724758,-0.7805248
orange_x-,0.588797,0.9723296,-0.780499
orange_x-,0.5895918,0.9721763,-0.7807726
orange_x-,0.5905902,0.971997,-0.7812789
orange_x-,0.5915954,0.9717885,-0.7816578
orange_x-,0.5931941,0.9715093,-0.7824129
orange_x-,0.5949888,0.9712362,-0.782842
orange_x-,0.5970608,0.9709212,-0.7834119
orange_x-,0.6003727,0.9704034,-0.7841978
orange_x-,0.6030456,0.9700463,-0.7844322
orange_x-,0.60526,0.9697636,-0.7847273
orange_x-,0.6073123,0.9695331,-0.7849523
orange_x-,0.6094542,0.9692275,-0.7857122
orange_x-,0.6114802,0.9689334,-0.7865371
orange_x-,0.6132784,0.9686572,-0.7873981
orange_x-,0.6158678,0.9681306,-0.7885144
orange_x-,0.6164254,0.967821,-0.7894266
orange_x-,0.6180189,0.9671082,-0.7903716
orange_x-,0.6197032,0.9660445,-0.7919974
orange_x-,0.6207834,0.9648038,-0.7933191
orange_x-,0.6216201,0.9631801,-0.794834
orange_x-,0.6222846,0.9614,-0.7963174
orange_x-,0.6227667,0.9597074,-0.7974946
orange_x-,0.6231037,0.9567226,-0.799671
orange_x-,0.6229512,0.9557187,-0.8003137
orange_x-,0.6228424,0.9543123,-0.8015104
orange_x-,0.6226265,0.9528445,-0.8028901
orange_x-,0.6224329,0.9517428,-0.8043587
orange_x-,0.6223704,0.9507603,-0.806092
orange_x-,0.6219831,0.9502657,-0.8074207
orange_x-,0.6215875,0.9499773,-0.8096076
orange_x-,0.621164,0.950188,-0.8111993
orange_x-,0.6208046,0.9504552,-0.8127191
orange_x-,0.6204625,0.9507067,-0.8141989
orange_x-,0.6205168,0.9504005,-0.8158709
orange_x-,0.6210704,0.949935,-0.8173456
orange_x-,0.6225815,0.9492495,-0.818575
orange_x-,0.626397,0.9479787,-0.8199967
orange_x-,0.6282397,0.9473583,-0.8211274
orange_x-,0.632769,0.9460459,-0.8231069
orange_x-,0.63706,0.9451274,-0.82516
orange_x-,0.641478,0.9445595,-0.8273401
orange_x-,0.6465732,0.9439364,-0.8302381
orange_x-,0.6518916,0.9434704,-0.8333213
orange_x-,0.6573783,0.9432111,-0.837385
orange_x-,0.6624272,0.9427345,-0.8409458
orange_x-,0.6664051,0.942169,-0.8446443
orange_x-,0.6702561,0.9413974,-0.8483102
orange_x-,0.6736158,0.9405618,-0.8524194
orange_x-,0.6793267,0.9384094,-0.8595344
orange_x-,0.6830707,0.9365594,-0.8643168
orange_x-,0.6856207,0.9347315,-0.8689861
orange_x-,0.6871411,0.9331384,-0.872174
orange_x-,0.687574,0.9315981,-0.8744019
orange_x-,0.6872001,0.9291632,-0.8773931
orange_x-,0.6862125,0.9278494,-0.8783053
orange_x-,0.6850682,0.9269655,-0.8785237
orange_x-,0.6827704,0.9258603,-0.87862
orange_x-,0.6786926,0.924264,-0.8778419
orange_x-,0.6757448,0.9230788,-0.8772187
orange_x-,0.6729633,0.9220763,-0.8766858
orange_x-,0.6701369,0.9210252,-0.8761294
orange_x-,0.6669422,0.919645,-0.8760902
orange_x-,0.6646811,0.918533,-0.8758842
orange_x-,0.6622688,0.9172592,-0.8760139
orange_x-,0.6594142,0.9158137,-0.8761624
orange_x-,0.6572385,0.9149421,-0.8764812
orange_x-,0.655382,0.9143491,-0.8770199
orange_x-,0.6535306,0.9140917,-0.8772678
orange_x-,0.651722,0.914022,-0.8775279
orange_x-,0.6500998,0.9139388,-0.8782512
orange_x-,0.6486388,0.9140568,-0.8788037
orange_x-,0.6468949,0.9143211,-0.8791172
orange_x-,0.6451595,0.9146031,-0.87924
orange_x-,0.6436483,0.9147879,-0.8789456
orange_x-,0.6425008,0.9150858,-0.8784958
orange_x-,0.6412218,0.9151812,-0.8780814
orange_x-,0.6402052,0.9152251,-0.8777897
orange_x-,0.6394312,0.915123,-0.8775433
orange_x-,0.6384645,0.9151782,-0.8769122
orange_x-,0.6382259,0.9149989,-0.8767241
orange_x-,0.6379829,0.9149975,-0.8763585
orange_x-,0.6379458,0.9149364,-0.8760892
orange_x-,0.6380062,0.9148887,-0.8757803
orange_x-,0.6380894,0.9148718,-0.8754056
orange_x-,0.6380468,0.915067,-0.874723
orange_x-,0.6384243,0.9151726,-0.8742778
orange_x-,0.6388514,0.9152116,-0.8742968
orange_x-,0.6392233,0.9151854,-0.873935
orange_x-,0.6392928,0.9153014,-0.8733556
orange_x-,0.6392753,0.9153333,-0.8726236
orange_x-,0.6395925,0.9153089,-0.8721129
orange_x-,0.639869,0.9153461,-0.8717102
orange_x-,0.639815,0.9154958,-0.8704702
orange_x-,0.6397344,0.9155415,-0.8694451
orange_x-,0.6396716,0.9156159,-0.8683848
orange_x-,0.6395816,0.9157623,-0.8675072
orange_x-,0.6398288,0.9157362,-0.8670188
orange_x-,0.6401121,0.9158449,-0.8662529
orange_x-,0.6403336,0.9160953,-0.8654224
orange_x-,0.6406166,0.916508,-0.8641108
orange_x-,0.6412642,0.9168037,-0.8634477
orange_x-,0.6417496,0.9169393,-0.8628594
orange_x-,0.6422547,0.9171326,-0.8622718
orange_x-,0.6429015,0.9173164,-0.8615962
orange_x-,0.6432896,0.917479,-0.8605653
orange_x-,0.643315,0.9177082,-0.8595527
orange_x-,0.6434487,0.9180787,-0.8583216
orange_x-,0.6434292,0.9183958,-0.8579072
orange_x-,0.6433611,0.9190344,-0.8571353
orange_x-,0.6430953,0.9200234,-0.8561158
orange_x-,0.6426585,0.9210861,-0.8550779
orange_x-,0.6420718,0.9224594,-0.8539373
orange_x-,0.6416486,0.9237618,-0.8529881
orange_x-,0.6406426,0.925303,-0.8516671
orange_x-,0.6395811,0.9264202,-0.8505331
orange_x-,0.6384325,0.9273325,-0.849444
orange_x-,0.6372097,0.928198,-0.8484318
orange_x-,0.6359221,0.9288218,-0.8479242
orange_x-,0.6343417,0.9295532,-0.8476148
orange_x-,0.6331372,0.9301693,-0.8481748
orange_x-,0.6315363,0.9305408,-0.8506653
orange_x-,0.6301777,0.9306788,-0.8542269
orange_x-,0.6290041,0.9308718,-0.8591206
orange_x-,0.6282365,0.9310908,-0.8638926
orange_x-,0.6277446,0.9313828,-0.8699518
orange_x-,0.6278638,0.9318043,-0.877431
orange_x-,0.6284442,0.9318607,-0.8833021
orange_x-,0.6290062,0.9316865,-0.8928344
orange_x-,0.6301968,0.9312232,-0.898616
orange_x-,0.6318263,0.9306104,-0.9065593
orange_x-,0.633849,0.9297303,-0.9149576
orange_x-,0.6363363,0.9285895,-0.9243856
orange_x-,0.6392788,0.9271178,-0.9331164
orange_x-,0.6431139,0.9252157,-0.9429709
orange_x-,0.6478656,0.9228202,-0.9531953
orange_x-,0.6554623,0.919587,-0.9679546
orange_x-,0.6615377,0.9177579,-0.978722
orange_x-,0.6672523,0.9165426,-0.9877855
orange_x-,0.6737605,0.9153059,-0.9977033
orange_x-,0.6801324,0.914214,-1.007539
orange_x-,0.6863552,0.9135959,-1.01746
orange_x-,0.6949788,0.9134993,-1.031871
orange_x-,0.6997254,0.9139917,-1.039976
orange_x-,0.7046511,0.9150125,-1.048511
orange_x-,0.7093502,0.9164077,-1.056775
orange_x-,0.7129256,0.9174703,-1.063429
orange_x-,0.7162686,0.9189208,-1.07023
orange_x-,0.7203676,0.9211497,-1.079157
orange_x-,0.7235165,0.9237152,-1.087023
orange_x-,0.7258698,0.925277,-1.092855
orange_x-,0.7274439,0.9260985,-1.097049
orange_x-,0.7287192,0.9264985,-1.101
orange_x-,0.7300583,0.9265292,-1.105783
orange_x-,0.7307067,0.9263532,-1.109773
orange_x-,0.7306459,0.9262404,-1.113204
orange_x-,0.7289546,0.9265807,-1.117017
orange_x-,0.7270969,0.9272884,-1.119477
orange_x-,0.7250894,0.9284959,-1.121226
orange_x-,0.7228034,0.9296542,-1.122432
orange_x-,0.720171,0.9307121,-1.123988
orange_x-,0.7181406,0.9314856,-1.125145
orange_x-,0.716455,0.9319845,-1.126264
orange_x-,0.7154188,0.9319364,-1.128708
orange_x-,0.7155486,0.931842,-1.131212
orange_x-,0.7163004,0.9319299,-1.133647
orange_x-,0.7177012,0.9325088,-1.136425
orange_x-,0.7200544,0.9335403,-1.139242
orange_x-,0.7226719,0.934986,-1.141541
orange_x-,0.7258286,0.936264,-1.143832
orange_x-,0.7309715,0.93765,-1.147033
orange_x-,0.7354452,0.9385106,-1.149534
orange_x-,0.740025,0.9390622,-1.151658
orange_x-,0.7449588,0.9392877,-1.1537
orange_x-,0.7512106,0.9391983,-1.156351
orange_x-,0.7565144,0.9395264,-1.157836
orange_x-,0.7627749,0.9402936,-1.158292
orange_x-,0.7703485,0.940527,-1.160378
orange_x-,0.7767326,0.9401712,-1.162223
orange_x-,0.7811981,0.9401572,-1.162609
orange_x-,0.7857547,0.9401817,-1.162837
orange_x-,0.7907274,0.9402568,-1.162877
orange_x-,0.7943251,0.9402099,-1.162896
orange_x-,0.7972013,0.9401307,-1.163159
orange_x-,0.8001857,0.9397675,-1.164468
orange_x-,0.8015503,0.9392997,-1.165469
orange_x-,0.802242,0.9388258,-1.166478
orange_x-,0.802563,0.9381208,-1.167917
orange_x-,0.802586,0.9372752,-1.169212
orange_x-,0.8024334,0.9366163,-1.170736
orange_x-,0.8022369,0.9361545,-1.172881
orange_x-,0.8016596,0.9359604,-1.175775
orange_x-,0.8006286,0.9362894,-1.177172
orange_x-,0.8001069,0.9366213,-1.179272
orange_x-,0.7999023,0.9367118,-1.181407
orange_x-,0.7992541,0.9366853,-1.182756
orange_x-,0.7989842,0.936187,-1.184943
orange_x-,0.7987999,0.9356894,-1.18678
orange_x-,0.7980575,0.9349354,-1.188416
orange_x-,0.797094,0.9343771,-1.189113
orange_x-,0.7963173,0.933942,-1.189867
orange_x-,0.7956722,0.9334754,-1.190735
orange_x-,0.7949995,0.9331471,-1.19156
orange_x-,0.7939413,0.9329861,-1.192274
orange_x-,0.7926173,0.9329165,-1.192614
orange_x-,0.7904889,0.9330755,-1.193371
orange_x-,0.7890438,0.9331245,-1.194204
orange_x-,0.7874961,0.9332959,-1.195056
orange_x-,0.7863247,0.9334197,-1.195941
orange_x-,0.7851849,0.9335776,-1.197441
orange_x-,0.7845151,0.9337121,-1.199114
orange_x-,0.783838,0.9338951,-1.200739
orange_x-,0.7829212,0.9341447,-1.202739
orange_x-,0.7820761,0.9344367,-1.203691
orange_x-,0.7813197,0.9346148,-1.204766
orange_x-,0.780533,0.934632,-1.205578
orange_x-,0.7796877,0.934591,-1.20628
orange_x-,0.7791583,0.934361,-1.207472
