Scene,Start,End,Grasp
mediumclamp_z+,1529057086861,1529057107511,1529057105437
bleachcleanser_z-,1529057108211,1529057113686,1529057112248
lego_y+,1529057114264,1529057123486,1529057121407
crackerbox_z+,1529057124383,1529057129180,1529057127732
mediumclamp_x-,1529057129812,1529057134845,1529057133504
crackerbox_x-,1529057135455,1529057139991,1529057138579
pottedmeatcan_x+,1529057140608,1529057145396,1529057143793
largemarker_x+,1529057146008,1529057150502,1529057148903
spoon_z+,1529057151141,1529057156900,1529057155234
mug_y-,1529057157479,1529057163288,1529057161808
banana_z-,1529057164038,1529057168899,1529057167637
foambrick_y-,1529057169626,1529057175013,1529057173540
pottedmeatcan_y+,1529057175506,1529057180168,1529057178359
orange_z-,1529057181025,1529057185047,1529057183944
lego_x-,1529057185627,1529057189954,1529057188637
mustardbottle_y-,1529057190414,1529057194730,1529057193129
scissors_y-,1529057195239,1529057202195,1529057200505
foambrick_z+,1529057202694,1529057206251,1529057204973
lego_y-,1529057206746,1529057211783,1529057210236
mug_y+,1529057212344,1529057216235,1529057214411
orange_x-,1529057216681,1529057220157,1529057218961
gelatinbox_z-,1529057220546,1529057224222,1529057223063
sponge_x+,1529057224601,1529057231582,1529057230183
largemarker_z+,1529057232200,1529057236939,1529057235707
scissors_x+,1529057237575,1529057241048,1529057239664
hammer_x+,1529057241626,1529057246008,1529057244439
mustardbottle_z-,1529057246416,1529057250077,1529057249081
sponge_y+,1529057250575,1529057256250,1529057254454
mug_z+,1529057256961,1529057260076,1529057259107
spoon_x-,1529057260547,1529057265450,1529057263148
mustardbottle_z+,1529057266297,1529057270662,1529057269372
mug_x-,1529057271347,1529057274529,1529057273371
gelatinbox_x+,1529057275108,1529057278275,1529057277177
crackerbox_z-,1529057278909,1529057282371,1529057281372
pottedmeatcan_z-,1529057282909,1529057286184,1529057285280
orange_y+,1529057286748,1529057289879,1529057288399
mustardbottle_x-,1529057290496,1529057293305,1529057292412
banana_y+,1529057293910,1529057298835,1529057296320
bleachcleanser_x-,1529057300267,1529057303304,1529057302362
crackerbox_y-,1529057303789,1529057307398,1529057305963
mediumclamp_x+,1529057307948,1529057311025,1529057310096
lego_z-,1529057311603,1529057314637,1529057313709
orange_z+,1529057315231,1529057318265,1529057317160
bleachcleanser_y-,1529057318896,1529057322758,1529057321386
mug_z-,1529057323363,1529057326906,1529057325841
bleachcleanser_y+,1529057327456,1529057330494,1529057329240
mustardbottle_x+,1529057331070,1529057333963,1529057332909
gelatinbox_y-,1529057334831,1529057338265,1529057336907
banana_x+,1529057338790,1529057341812,1529057340709
foambrick_z-,1529057342336,1529057345345,1529057344333
pottedmeatcan_z+,1529057345845,1529057348972,1529057347908
sponge_z-,1529057349470,1529057352732,1529057351787
lego_x+,1529057353335,1529057356894,1529057355655
crackerbox_y+,1529057357444,1529057360521,1529057359095
bleachcleanser_z+,1529057361136,1529057364025,1529057362963
mediumclamp_y+,1529057364683,1529057367907,1529057366510
banana_z+,1529057368548,1529057371707,1529057370564
pottedmeatcan_y-,1529057372552,1529057376294,1529057374816
bleachcleanser_x+,1529057376766,1529057379477,1529057378375
largemaker_z-,1529057380033,1529057383293,1529057382256
hammer_x-,1529057383858,1529057387279,1529057385960
foambrick_x-,1529057387844,1529057390812,1529057389869
gelatinbox_x-,1529057391450,1529057394373,1529057393309
scissors_x-,1529057394924,1529057398341,1529057397165
hammer_y-,1529057398925,1529057404253,1529057402282
mug_x+,1529057405069,1529057408240,1529057406968
gelatinbox_y+,1529057408833,1529057412078,1529057410713
sponge_y-,1529057412741,1529057417241,1529057415898
crackerbox_x+,1529057417806,1529057420535,1529057419456
lego_z+,1529057421178,1529057424253,1529057423284
orange_x+,1529057424887,1529057427644,1529057426497
gelatinbox_z+,1529057428170,1529057431365,1529057430182
foambrick_y+,1529057431874,1529057435296,1529057433806
spoon_y+,1529057435791,1529057439803,1529057437577
pottedmeatcan_x-,1529057440433,1529057443749,1529057442723
banana_x-,1529057444273,1529057450268,1529057446538
hammer_z-,1529057451072,1529057455551,1529057454404
largemarker_x-,1529057456193,1529057459361,1529057458244
spoon_y-,1529057459955,1529057465163,1529057463070
sponge_x-,1529057465806,1529057470161,1529057469019
orange_y-,1529057470754,1529057474987,1529057473474
largemarker_y+,1529057475434,1529057478909,1529057477301
scissors_z+,1529057479473,1529057486566,1529057484965
spoon_x+,1529057487234,1529057490402,1529057489154
banana_y-,1529057491020,1529057495780,1529057494073
largemaker_y-,1529057496368,1529057500790,1529057499299
hammer_z+,1529057501421,1529057504961,1529057503634
scissors_y+,1529057505540,1529057509269,1529057507551
scissors_z-,1529057509875,1529057513443,1529057512590
mustardbottle_y+,1529057514115,1529057517401,1529057516098
sponge_z+,1529057517967,1529057521708,1529057520404
mediumclamp_y-,1529057522462,1529057526868,1529057525499
hammer_y+,1529057527449,1529057531268,1529057529564
mediumclamp_z-,1529057531940,1529057535057,1529057534113
foambrick_x+,1529057535622,1529057538683,1529057537512
spoon_z-,1529057539209,1529057545191,1529057544284
