Scene,Camera X,Camera Y,Camera Z
scissors_x-,0.4189894,1.055184,-0.7131112
scissors_x-,0.4190542,1.05513,-0.7131989
scissors_x-,0.4029311,1.012194,-0.7054392
scissors_x-,0.4023945,1.010474,-0.704739
scissors_x-,0.4019148,1.009185,-0.7041342
scissors_x-,0.4015822,1.008381,-0.7038066
scissors_x-,0.4013546,1.007743,-0.703422
scissors_x-,0.4010591,1.007316,-0.7029667
scissors_x-,0.4005994,1.007813,-0.7021465
scissors_x-,0.4004078,1.008203,-0.7015626
scissors_x-,0.4004367,1.008412,-0.7012663
scissors_x-,0.4005599,1.008515,-0.7010211
scissors_x-,0.4007273,1.008543,-0.7008471
scissors_x-,0.4010595,1.008434,-0.7006662
scissors_x-,0.4014549,1.008269,-0.7005812
scissors_x-,0.4020095,1.008074,-0.7006009
scissors_x-,0.4023643,1.007928,-0.7002696
scissors_x-,0.4027745,1.007636,-0.6998139
scissors_x-,0.4031405,1.007165,-0.6992581
scissors_x-,0.4038486,1.006313,-0.6987119
scissors_x-,0.4045605,1.005105,-0.6976622
scissors_x-,0.4055195,1.003368,-0.696454
scissors_x-,0.4077864,0.9995508,-0.6948045
scissors_x-,0.4088064,0.9977261,-0.693837
scissors_x-,0.410815,0.9950326,-0.6920742
scissors_x-,0.4131151,0.9920706,-0.6900962
scissors_x-,0.4158959,0.9888562,-0.6878126
scissors_x-,0.4185439,0.9866353,-0.6851111
scissors_x-,0.421429,0.9846017,-0.6822035
scissors_x-,0.4249085,0.9821692,-0.6793575
scissors_x-,0.4302289,0.9786682,-0.6760006
scissors_x-,0.4333807,0.9770895,-0.6744102
scissors_x-,0.4345266,0.9768407,-0.6738887
scissors_x-,0.4393857,0.9743364,-0.6709492
scissors_x-,0.4413495,0.9735072,-0.6704825
scissors_x-,0.4427763,0.9729515,-0.6705853
scissors_x-,0.446525,0.9715279,-0.6691979
scissors_x-,0.4500775,0.9701356,-0.6678892
scissors_x-,0.4552146,0.9678168,-0.6665146
scissors_x-,0.4577394,0.9668054,-0.6660854
scissors_x-,0.4594511,0.9664119,-0.66576
scissors_x-,0.4612662,0.9661129,-0.6652942
scissors_x-,0.4623757,0.9658177,-0.6656194
scissors_x-,0.466602,0.9648874,-0.6653129
scissors_x-,0.4677209,0.9648107,-0.6659377
scissors_x-,0.4710791,0.9646431,-0.6664275
scissors_x-,0.4742666,0.964904,-0.6674012
scissors_x-,0.4766431,0.9652952,-0.6684402
scissors_x-,0.4793968,0.9656957,-0.6701502
scissors_x-,0.4806293,0.9657026,-0.6717888
scissors_x-,0.4801526,0.9654732,-0.6739218
scissors_x-,0.4803536,0.9649259,-0.6773932
scissors_x-,0.480055,0.9643708,-0.68118
scissors_x-,0.4791294,0.9640476,-0.6850947
scissors_x-,0.4777607,0.9642659,-0.6891841
scissors_x-,0.4763956,0.965149,-0.6924702
scissors_x-,0.4751703,0.9665726,-0.6963136
scissors_x-,0.4745219,0.967306,-0.6984802
scissors_x-,0.4728497,0.9671025,-0.700755
scissors_x-,0.4712251,0.9668671,-0.7042669
scissors_x-,0.4698555,0.9659255,-0.708228
scissors_x-,0.4684964,0.9645963,-0.712114
scissors_x-,0.4672356,0.9628364,-0.7164859
scissors_x-,0.4664656,0.9610711,-0.7205236
scissors_x-,0.4665317,0.9588463,-0.7258686
scissors_x-,0.4668812,0.9576972,-0.728696
scissors_x-,0.4658163,0.9574149,-0.7305049
scissors_x-,0.4661061,0.956103,-0.7348733
scissors_x-,0.4664021,0.9547338,-0.7388786
scissors_x-,0.4669834,0.953318,-0.7433258
scissors_x-,0.4676818,0.9518964,-0.747767
scissors_x-,0.4683174,0.9504117,-0.7523626
scissors_x-,0.4698545,0.9485341,-0.7596422
scissors_x-,0.4701573,0.9481563,-0.7625731
scissors_x-,0.4713527,0.9476094,-0.7676429
