Scene,Start,End,Grasp
scissors_x-,1529577569652,1529577588721,1529577586765
mustardbottle_x+,1529577589647,1529577595270,1529577593521
largemaker_y-,1529577595924,1529577602614,1529577600777
mug_x-,1529577603208,1529577612440,1529577610766
mug_y-,1529577613309,1529577618136,1529577616167
mug_x+,1529577618848,1529577623376,1529577621701
bleachcleanser_z+,1529577624088,1529577629763,1529577627566
mediumclamp_x-,1529577630582,1529577635963,1529577634522
scissors_y-,1529577636675,1529577641719,1529577640018
lego_x+,1529577642355,1529577648720,1529577647353
hammer_x+,1529577649382,1529577653484,1529577652205
gelatinbox_y-,1529577654323,1529577658992,1529577657596
orange_x-,1529577659650,1529577663777,1529577662674
crackerbox_z+,1529577664370,1529577668750,1529577667472
bleachcleanser_x-,1529577669463,1529577674243,1529577672953
bleachcleanser_y+,1529577674956,1529577680122,1529577678461
scissors_z+,1529577680796,1529577686604,1529577685260
largemarker_y+,1529577687209,1529577691750,1529577690279
bleachcleanser_z-,1529577692369,1529577699135,1529577697980
orange_z-,1529577699984,1529577704886,1529577703819
crackerbox_z-,1529577705464,1529577711924,1529577710582
scissors_x+,1529577712984,1529577718182,1529577716737
mustardbottle_z+,1529577718837,1529577723523,1529577722061
scissors_z-,1529577724291,1529577729632,1529577728288
foambrick_z-,1529577730740,1529577735991,1529577734940
foambrick_x+,1529577736692,1529577740977,1529577739795
sponge_y+,1529577741679,1529577746365,1529577744474
hammer_z+,1529577747065,1529577750967,1529577749726
largemarker_x-,1529577751880,1529577757966,1529577756488
crackerbox_y+,1529577758785,1529577768087,1529577766501
banana_x-,1529577768825,1529577774339,1529577773036
spoon_z-,1529577775079,1529577781460,1529577780408
sponge_x+,1529577782145,1529577785501,1529577784462
gelatinbox_x+,1529577786213,1529577789754,1529577788651
mug_y+,1529577790386,1529577794419,1529577792544
spoon_x+,1529577795140,1529577803606,1529577802251
crackerbox_x+,1529577804387,1529577808553,1529577807451
orange_y+,1529577809359,1529577814234,1529577812692
mediumclamp_z+,1529577817678,1529577823525,1529577822314
sponge_z-,1529577824202,1529577829524,1529577827984
largemaker_z-,1529577830226,1529577835155,1529577834158
banana_y-,1529577835867,1529577841809,1529577840140
orange_x+,1529577842467,1529577847421,1529577846140
mediumclamp_x+,1529577848027,1529577851737,1529577850492
mustardbottle_y+,1529577852375,1529577857129,1529577855412
crackerbox_y-,1529577858347,1529577863688,1529577862027
hammer_y+,1529577864375,1529577868928,1529577867105
orange_y-,1529577869746,1529577874302,1529577872944
mediumclamp_y-,1529577874931,1529577878849,1529577877663
foambrick_y+,1529577879414,1529577883183,1529577881772
spoon_z+,1529577883775,1529577888036,1529577886865
lego_x-,1529577888682,1529577893798,1529577891934
orange_z+,1529577894534,1529577898236,1529577896973
mustardbottle_y-,1529577898909,1529577909609,1529577907893
crackerbox_x-,1529577910401,1529577926839,1529577925309
pottedmeatcan_x-,1529577927589,1529577934599,1529577933174
mediumclamp_z-,1529577935189,1529577940025,1529577938908
largemarker_z+,1529577940697,1529577945424,1529577944175
bleachcleanser_y-,1529577945976,1529577950303,1529577948974
banana_z+,1529577950976,1529577954385,1529577953361
gelatinbox_z-,1529577955130,1529577959250,1529577958244
pottedmeatcan_x+,1529577959830,1529577963340,1529577962188
sponge_y-,1529577963978,1529577969508,1529577968014
lego_y-,1529577970059,1529577974864,1529577973575
lego_z-,1529577975457,1529577980037,1529577979118
foambrick_z+,1529577980720,1529577984173,1529577983211
mug_z-,1529577984791,1529577989307,1529577988257
lego_z+,1529577989887,1529577993267,1529577992257
mustardbottle_x-,1529577993990,1529577998278,1529577997108
banana_x+,1529577998945,1529578002358,1529578001415
gelatinbox_z+,1529578002912,1529578005851,1529578004789
lego_y+,1529578006486,1529578010304,1529578008956
mug_z+,1529578011020,1529578014837,1529578013508
spoon_y-,1529578015539,1529578022599,1529578021331
scissors_y+,1529578023271,1529578027927,1529578026483
foambrick_x-,1529578028645,1529578032693,1529578031744
mediumclamp_y+,1529578033299,1529578036825,1529578035483
largemarker_x+,1529578037619,1529578040941,1529578039895
hammer_y-,1529578041565,1529578045838,1529578044544
gelatinbox_x-,1529578046459,1529578049772,1529578048654
banana_z-,1529578050394,1529578054130,1529578053308
sponge_x-,1529578054779,1529578058453,1529578057379
gelatinbox_y+,1529578059059,1529578062707,1529578061418
pottedmeatcan_z-,1529578063529,1529578067372,1529578066401
pottedmeatcan_y-,1529578068087,1529578072119,1529578070869
spoon_y+,1529578072754,1529578076506,1529578075085
sponge_z+,1529578077273,1529578080414,1529578079403
mustardbottle_z-,1529578080979,1529578085253,1529578084109
bleachcleanser_x+,1529578085846,1529578089896,1529578088709
foambrick_y-,1529578090487,1529578095053,1529578093896
hammer_x-,1529578095621,1529578099400,1529578098283
hammer_z-,1529578099967,1529578103429,1529578102735
pottedmeatcan_z+,1529578104195,1529578107681,1529578106735
spoon_x-,1529578108300,1529578111348,1529578110284
pottedmeatcan_y+,1529578111993,1529578115732,1529578114563
banana_y+,1529578116353,1529578120016,1529578118617
