Scene,Start,End,Grasp
scissors_z-,1528893885329,1528893896944,1528893894508
mediumclamp_z+,1528893897952,1528893906362,1528893903014
spoon_z+,1528893907137,1528893915063,1528893912753
mustardbottle_z+,1528893916057,1528893921598,1528893919820
lego_x+,1528893922339,1528893931268,1528893928482
scissors_x+,1528893931951,1528893937961,1528893935762
banana_y-,1528893938799,1528893950178,1528893945923
orange_z-,1528893950812,1528893957495,1528893955511
mug_x+,1528893958201,1528893965495,1528893962861
bleachcleanser_x+,1528893966179,1528893971547,1528893969538
banana_x-,1528893972246,1528893976855,1528893975032
lego_z-,1528893977686,1528893986785,1528893981434
sponge_x-,1528893987859,1528893993603,1528893991604
largemarker_z+,1528893994327,1528894000775,1528893998098
bleachcleanser_y-,1528894001513,1528894010040,1528894007113
banana_z+,1528894010790,1528894016494,1528894014740
mediumclamp_y-,1528894017434,1528894026455,1528894022497
orange_y-,1528894027114,1528894033535,1528894030830
crackerbox_x-,1528894034223,1528894041590,1528894039460
banana_x+,1528894042450,1528894047449,1528894045871
orange_x+,1528894048328,1528894053566,1528894051873
foambrick_z-,1528894054263,1528894059949,1528894058045
spoon_x-,1528894060635,1528894065087,1528894063301
hammer_z+,1528894065862,1528894072297,1528894070312
pottedmeatcan_x+,1528894073022,1528894078550,1528894076285
scissors_x-,1528894079289,1528894085070,1528894083340
foambrick_x-,1528894085864,1528894092140,1528894090606
scissors_y+,1528894093049,1528894100351,1528894096848
gelatinbox_y-,1528894101275,1528894112566,1528894108261
crackerbox_y+,1528894113236,1528894119420,1528894116956
foambrick_x+,1528894120216,1528894127126,1528894124940
mug_x-,1528894127919,1528894133498,1528894131851
bleachcleanser_z-,1528894134408,1528894143325,1528894141156
mediumclamp_x+,1528894143971,1528894150086,1528894148502
largemaker_y-,1528894150904,1528894156727,1528894155010
bleachcleanser_y+,1528894157465,1528894161459,1528894159914
crackerbox_x+,1528894162503,1528894165285,1528894164409
gelatinbox_z+,1528894165985,1528894169952,1528894168035
sponge_z-,1528894170638,1528894177032,1528894174953
spoon_y+,1528894177905,1528894182299,1528894180715
hammer_x-,1528894183372,1528894188769,1528894187502
mug_z-,1528894190039,1528894197672,1528894194087
spoon_x+,1528894198453,1528894203872,1528894202159
lego_z+,1528894204946,1528894210302,1528894208782
mustardbottle_x-,1528894211066,1528894215633,1528894214406
crackerbox_y-,1528894216558,1528894223018,1528894221359
mustardbottle_y+,1528894223641,1528894227714,1528894225663
mug_y+,1528894228679,1528894233634,1528894230718
mustardbottle_x+,1528894234694,1528894238140,1528894236690
foambrick_y+,1528894238786,1528894243074,1528894241784
mediumclamp_z-,1528894243973,1528894251320,1528894246479
spoon_z-,1528894252585,1528894260156,1528894255762
lego_y+,1528894261012,1528894265969,1528894264212
hammer_y-,1528894267145,1528894273424,1528894271583
largemarker_x+,1528894274134,1528894278355,1528894276852
hammer_y+,1528894279081,1528894285250,1528894282387
pottedmeatcan_y+,1528894286188,1528894294210,1528894289438
scissors_z+,1528894294826,1528894299677,1528894297798
crackerbox_z+,1528894300376,1528894305784,1528894304039
pottedmeatcan_y-,1528894321666,1528894330238,1528894327789
orange_y+,1528894330948,1528894335076,1528894333399
mustardbottle_z-,1528894335895,1528894343248,1528894340220
sponge_y-,1528894344011,1528894349581,1528894347344
mustardbottle_y-,1528894350296,1528894357356,1528894354347
gelatinbox_x+,1528894358043,1528894363171,1528894361865
pottedmeatcan_x-,1528894363909,1528894366756,1528894365694
pottedmeatcan_z+,1528894367523,1528894371329,1528894369665
mug_z+,1528894371989,1528894375956,1528894374065
foambrick_z+,1528894376670,1528894380730,1528894379506
lego_y-,1528894381456,1528894388666,1528894386892
mediumclamp_x-,1528894389350,1528894393932,1528894392481
gelatinbox_x-,1528894394670,1528894398104,1528894396933
mug_y-,1528894398737,1528894403196,1528894401665
crackerbox_z-,1528894403991,1528894411184,1528894407636
hammer_x+,1528894411950,1528894416078,1528894414879
lego_x-,1528894416779,1528894420065,1528894418960
sponge_y+,1528894420898,1528894428890,1528894427733
mediumclamp_y+,1528894429827,1528894436291,1528894433441
orange_z+,1528894437191,1528894442409,1528894440307
gelatinbox_z-,1528894443138,1528894447318,1528894446253
largemarker_y+,1528894448059,1528894452606,1528894451175
largemarker_x-,1528894453683,1528894458105,1528894456826
scissors_y-,1528894458844,1528894463731,1528894462360
bleachcleanser_x-,1528894464432,1528894469680,1528894468445
largemaker_z-,1528894470340,1528894476759,1528894472909
pottedmeatcan_z-,1528894477659,1528894483959,1528894481378
orange_x-,1528894484625,1528894489265,1528894487350
sponge_z+,1528894489939,1528894494306,1528894493023
gelatinbox_y+,1528894495072,1528894499546,1528894497122
foambrick_y-,1528894500259,1528894505545,1528894503284
spoon_y-,1528894506179,1528894511176,1528894509166
hammer_z-,1528894511794,1528894517609,1528894514990
banana_z-,1528894518287,1528894523241,1528894521284
banana_y+,1528894523993,1528894529079,1528894526695
sponge_x+,1528894529753,1528894536080,1528894534749
bleachcleanser_z+,1528894536873,1528894544908,1528894543324
