Scene,Start,End,Grasp
pottedmeatcan_z+,1528904844721,1528904865613,1528904861886
mustardbottle_y-,1528904867022,1528904879471,1528904876688
banana_z-,1528904880541,1528904886910,1528904884823
banana_y-,1528904887901,1528904911377,1528904908914
sponge_z-,1528904912435,1528904922737,1528904920515
spoon_x+,1528904924024,1528904936633,1528904934862
foambrick_y-,1528904937528,1528904944725,1528904942582
gelatinbox_x+,1528904945756,1528904952911,1528904951237
foambrick_x+,1528904953824,1528904959298,1528904957544
pottedmeatcan_x-,1528904960192,1528904965845,1528904964050
mustardbottle_x+,1528904966637,1528904973554,1528904971808
banana_x+,1528904974419,1528904979687,1528904978063
crackerbox_z-,1528904980489,1528904986500,1528904984783
lego_z+,1528904987205,1528904997261,1528904995678
mug_y-,1528904998238,1528905004805,1528905002606
orange_x-,1528905005704,1528905012101,1528905009983
gelatinbox_y-,1528905012785,1528905020633,1528905018371
gelatinbox_x-,1528905021393,1528905025728,1528905024653
hammer_z+,1528905026411,1528905032047,1528905030237
mediumclamp_x+,1528905033118,1528905041194,1528905039386
crackerbox_x-,1528905042131,1528905048903,1528905047250
mug_x-,1528905049772,1528905056407,1528905054519
scissors_x-,1528905057265,1528905065158,1528905063423
largemaker_z-,1528905066026,1528905071488,1528905069812
scissors_z-,1528905072133,1528905077505,1528905076078
bleachcleanser_x+,1528905078252,1528905082037,1528905080798
lego_y+,1528905082772,1528905087488,1528905085560
bleachcleanser_y-,1528905088187,1528905094607,1528905092358
hammer_y+,1528905095373,1528905100677,1528905098132
largemaker_y-,1528905101626,1528905108904,1528905107196
mug_z+,1528905110120,1528905114702,1528905113293
pottedmeatcan_x+,1528905115574,1528905120623,1528905119196
largemarker_z+,1528905121506,1528905125704,1528905124293
sponge_x-,1528905126597,1528905131756,1528905130628
foambrick_x-,1528905132641,1528905136850,1528905135681
hammer_x-,1528905137612,1528905142008,1528905140333
crackerbox_z+,1528905142798,1528905147716,1528905146214
orange_y+,1528905148481,1528905153291,1528905151774
orange_y-,1528905154308,1528905160104,1528905158134
gelatinbox_z-,1528905160668,1528905166043,1528905164626
mediumclamp_x-,1528905166694,1528905172277,1528905170707
foambrick_z+,1528905173029,1528905177931,1528905176494
orange_x+,1528905178548,1528905183454,1528905182083
mediumclamp_y-,1528905184121,1528905190239,1528905188107
pottedmeatcan_z-,1528905190922,1528905195865,1528905194441
foambrick_y+,1528905196602,1528905201559,1528905199907
banana_x-,1528905202549,1528905207918,1528905206242
hammer_z-,1528905208977,1528905213332,1528905211935
largemarker_x-,1528905214177,1528905218626,1528905217458
lego_y-,1528905219469,1528905224919,1528905223415
sponge_y+,1528905225631,1528905229971,1528905228258
mustardbottle_z+,1528905230657,1528905234099,1528905232831
bleachcleanser_z+,1528905234811,1528905238159,1528905236817
crackerbox_y-,1528905238938,1528905245666,1528905243435
spoon_y+,1528905246563,1528905251493,1528905249616
sponge_y-,1528905252152,1528905257294,1528905255495
mustardbottle_x-,1528905257992,1528905262362,1528905261204
lego_x+,1528905263017,1528905267574,1528905265831
spoon_y-,1528905268271,1528905275051,1528905272362
banana_y+,1528905275699,1528905280704,1528905278804
scissors_x+,1528905281485,1528905289518,1528905287815
sponge_x+,1528905290164,1528905294518,1528905293041
mustardbottle_z-,1528905295153,1528905299574,1528905298241
lego_x-,1528905300325,1528905304252,1528905302882
spoon_z+,1528905304952,1528905308959,1528905307442
lego_z-,1528905309754,1528905314946,1528905312599
scissors_y+,1528905315659,1528905320813,1528905318413
orange_z+,1528905321432,1528905325545,1528905324187
scissors_z+,1528905326300,1528905330239,1528905328989
spoon_x-,1528905331017,1528905335598,1528905334212
mug_y+,1528905336247,1528905341827,1528905339413
hammer_x+,1528905342617,1528905346495,1528905345122
foambrick_z-,1528905347179,1528905351106,1528905349749
pottedmeatcan_y-,1528905351754,1528905357575,1528905355697
mediumclamp_z+,1528905358181,1528905363867,1528905362577
gelatinbox_y+,1528905364500,1528905370468,1528905368138
hammer_y-,1528905371155,1528905378907,1528905376564
bleachcleanser_z-,1528905379461,1528905383997,1528905382509
mug_z-,1528905384647,1528905388880,1528905387486
mustardbottle_y+,1528905389755,1528905394094,1528905392402
bleachcleanser_x-,1528905394900,1528905398611,1528905397284
banana_z+,1528905399273,1528905403907,1528905402686
mediumclamp_y+,1528905404689,1528905410534,1528905408739
mug_x+,1528905411403,1528905415399,1528905414015
gelatinbox_z+,1528905416088,1528905420387,1528905419045
crackerbox_y+,1528905421036,1528905426611,1528905424886
crackerbox_x+,1528905427367,1528905431535,1528905430258
spoon_z-,1528905432275,1528905437507,1528905436288
orange_z-,1528905438249,1528905442870,1528905441613
mediumclamp_z-,1528905443816,1528905448601,1528905447565
sponge_z+,1528905449875,1528905454735,1528905453180
largemarker_y+,1528905455620,1528905460071,1528905458446
bleachcleanser_y+,1528905460819,1528905466721,1528905464979
pottedmeatcan_y+,1528905467370,1528905472336,1528905470538
largemarker_x+,1528905473077,1528905477245,1528905476124
scissors_y-,1528905477820,1528905485377,1528905483393
