Scene,Start,End,Grasp
pottedmeatcan_x+,1529073100953,1529073117517,1529073115453
foambrick_z-,1529073118549,1529073126421,1529073124828
mug_y+,1529073126995,1529073134418,1529073132148
largemaker_z-,1529073135311,1529073142075,1529073140292
banana_z-,1529073142736,1529073146876,1529073145608
mug_x-,1529073147551,1529073154090,1529073151705
spoon_x-,1529073155911,1529073160418,1529073158839
lego_z+,1529073161206,1529073166286,1529073165005
crackerbox_z-,1529073167043,1529073177452,1529073175973
lego_y-,1529073178097,1529073184731,1529073182618
orange_x+,1529073185285,1529073190092,1529073188307
scissors_x+,1529073190830,1529073195476,1529073194016
hammer_x+,1529073196179,1529073200845,1529073199107
scissors_z+,1529073201461,1529073206279,1529073204921
lego_y+,1529073207151,1529073212264,1529073210266
bleachcleanser_x+,1529073213035,1529073217860,1529073216294
crackerbox_y+,1529073218537,1529073223319,1529073221663
largemarker_x-,1529073224194,1529073228918,1529073227280
gelatinbox_x-,1529073229649,1529073233986,1529073232462
mediumclamp_z+,1529073234635,1529073243319,1529073241837
bleachcleanser_y+,1529073244086,1529073248861,1529073247163
banana_z+,1529073249654,1529073253853,1529073252589
mustardbottle_y-,1529073254899,1529073260387,1529073258189
banana_y+,1529073261058,1529073266035,1529073263864
gelatinbox_y-,1529073267051,1529073272252,1529073270237
scissors_y+,1529073272926,1529073277549,1529073275511
pottedmeatcan_z-,1529073278454,1529073282800,1529073281417
pottedmeatcan_x-,1529073283445,1529073287427,1529073285978
lego_x-,1529073288099,1529073291853,1529073290554
largemarker_z+,1529073292422,1529073296495,1529073295245
mug_z-,1529073297299,1529073301882,1529073300552
spoon_x+,1529073302674,1529073306749,1529073305322
crackerbox_x-,1529073307409,1529073311255,1529073310009
foambrick_x+,1529073311916,1529073315880,1529073314609
mediumclamp_x+,1529073316527,1529073320080,1529073318808
mustardbottle_z+,1529073320729,1529073324507,1529073323229
orange_y-,1529073325222,1529073329695,1529073327977
mediumclamp_x-,1529073330247,1529073333868,1529073332698
mustardbottle_z-,1529073334501,1529073338350,1529073337164
pottedmeatcan_y+,1529073338940,1529073343483,1529073341873
spoon_z+,1529073344209,1529073347604,1529073346510
mediumclamp_y-,1529073348204,1529073354043,1529073352621
bleachcleanser_z+,1529073354605,1529073358402,1529073357205
hammer_y-,1529073359020,1529073363563,1529073361822
gelatinbox_z-,1529073364008,1529073367749,1529073366537
hammer_z+,1529073368206,1529073371803,1529073370449
mug_x+,1529073372407,1529073376257,1529073374672
mustardbottle_x-,1529073376888,1529073380323,1529073379046
foambrick_x-,1529073380793,1529073385057,1529073383606
crackerbox_z+,1529073385743,1529073389420,1529073388140
bleachcleanser_z-,1529073390128,1529073393658,1529073392486
hammer_y+,1529073394288,1529073398538,1529073396569
gelatinbox_z+,1529073399275,1529073403216,1529073401821
mediumclamp_y+,1529073404103,1529073408433,1529073406767
scissors_x-,1529073409049,1529073413218,1529073411726
sponge_z-,1529073413876,1529073419538,1529073418325
sponge_y+,1529073420131,1529073426458,1529073424858
pottedmeatcan_y-,1529073427143,1529073431500,1529073429805
largemarker_y+,1529073432104,1529073436153,1529073434558
banana_x-,1529073436836,1529073441059,1529073439513
sponge_y-,1529073441823,1529073446619,1529073444969
banana_y-,1529073447238,1529073451713,1529073450047
banana_x+,1529073452237,1529073456285,1529073455115
orange_z-,1529073456876,1529073460167,1529073459104
mustardbottle_y+,1529073460758,1529073464845,1529073463102
orange_z+,1529073465477,1529073468711,1529073467541
spoon_y-,1529073469263,1529073473670,1529073472087
sponge_z+,1529073474224,1529073479339,1529073476781
spoon_y+,1529073480866,1529073485779,1529073483823
hammer_x-,1529073486438,1529073490177,1529073488863
scissors_y-,1529073490947,1529073495621,1529073493824
hammer_z-,1529073496210,1529073499644,1529073498581
orange_x-,1529073500331,1529073503193,1529073501915
largemaker_y-,1529073503664,1529073508138,1529073506436
bleachcleanser_x-,1529073508732,1529073512223,1529073510914
lego_x+,1529073512867,1529073516275,1529073515035
foambrick_y+,1529073516879,1529073521221,1529073519409
crackerbox_x+,1529073522065,1529073525408,1529073523970
gelatinbox_y+,1529073526039,1529073529540,1529073527943
mug_y-,1529073530238,1529073535554,1529073533532
foambrick_y-,1529073536224,1529073540170,1529073538798
sponge_x-,1529073540721,1529073544180,1529073542973
mediumclamp_z-,1529073544773,1529073548210,1529073547120
mug_z+,1529073548853,1529073552421,1529073551182
crackerbox_y-,1529073553066,1529073556768,1529073555289
bleachcleanser_y-,1529073557280,1529073561023,1529073559476
largemarker_x+,1529073561601,1529073564623,1529073563516
gelatinbox_x+,1529073565320,1529073568424,1529073567182
lego_z-,1529073569092,1529073572714,1529073571210
spoon_z-,1529073573600,1529073577355,1529073576092
scissors_z-,1529073578041,1529073581526,1529073580331
foambrick_z+,1529073582174,1529073585154,1529073583905
mustardbottle_x+,1529073585961,1529073589860,1529073588212
sponge_x+,1529073590561,1529073593660,1529073592474
orange_y+,1529073594376,1529073597824,1529073596213
pottedmeatcan_z+,1529073598494,1529073601890,1529073600613
