Scene,Start,End,Grasp
foambrick_x-,1529669461323,1529669471556,1529669469762
mediumclamp_z-,1529669472164,1529669478437,1529669476574
hammer_y+,1529669479084,1529669488318,1529669481708
sponge_x+,1529669489236,1529669493744,1529669492135
pottedmeatcan_y-,1529669494323,1529669498986,1529669497133
crackerbox_y-,1529669499606,1529669503619,1529669502023
foambrick_x+,1529669504225,1529669507822,1529669506577
largemarker_x-,1529669508390,1529669511919,1529669510826
gelatinbox_x-,1529669512615,1529669515635,1529669514375
orange_z+,1529669516213,1529669519158,1529669518136
mug_y-,1529669519858,1529669522918,1529669521534
orange_z-,1529669523539,1529669529104,1529669527561
bleachcleanser_x+,1529669529672,1529669533198,1529669531974
foambrick_z-,1529669533779,1529669537386,1529669536242
mediumclamp_z+,1529669538040,1529669541386,1529669540334
gelatinbox_y+,1529669542058,1529669545078,1529669543762
foambrick_z+,1529669545764,1529669548905,1529669547721
banana_y-,1529669549499,1529669553561,1529669551936
pottedmeatcan_x-,1529669554193,1529669556892,1529669555856
largemarker_x+,1529669557473,1529669560265,1529669559137
scissors_x+,1529669560779,1529669563906,1529669562815
pottedmeatcan_z+,1529669564486,1529669567035,1529669566137
mug_x+,1529669567739,1529669570639,1529669569549
sponge_z-,1529669571239,1529669575495,1529669574240
crackerbox_z-,1529669576126,1529669581067,1529669579509
banana_x+,1529669581727,1529669584534,1529669583425
sponge_y+,1529669585086,1529669588892,1529669587523
hammer_x-,1529669589698,1529669592759,1529669591711
lego_y-,1529669593381,1529669614920,1529669598203
crackerbox_x+,1529669616672,1529669622054,1529669620604
gelatinbox_y-,1529669622607,1529669626269,1529669625139
mug_y+,1529669626832,1529669629521,1529669628471
crackerbox_y+,1529669630114,1529669632654,1529669631551
gelatinbox_x+,1529669633394,1529669636214,1529669634964
mustardbottle_y+,1529669636843,1529669639201,1529669638164
pottedmeatcan_z-,1529669639886,1529669643122,1529669642070
mustardbottle_x+,1529669643582,1529669645654,1529669644871
lego_x+,1529669646154,1529669649001,1529669648097
gelatinbox_z-,1529669649569,1529669652004,1529669651404
foambrick_y-,1529669652688,1529669656177,1529669655003
largemarker_y+,1529669656742,1529669660270,1529669658632
banana_z-,1529669661242,1529669663934,1529669663057
scissors_z-,1529669664530,1529669667241,1529669666192
lego_y+,1529669667902,1529669671237,1529669669404
hammer_z+,1529669673042,1529669679374,1529669677980
spoon_z-,1529669680089,1529669686095,1529669684631
scissors_y-,1529669686904,1529669699124,1529669696629
sponge_z+,1529669699903,1529669703468,1529669702054
sponge_x-,1529669704231,1529669707470,1529669706393
bleachcleanser_z+,1529669707971,1529669710949,1529669709827
mediumclamp_x-,1529669711557,1529669714270,1529669713221
spoon_x-,1529669714832,1529669717672,1529669716628
pottedmeatcan_y+,1529669718185,1529669721484,1529669719687
gelatinbox_z+,1529669722131,1529669725002,1529669723861
lego_z-,1529669725650,1529669728886,1529669727779
orange_x-,1529669729397,1529669732085,1529669731074
mediumclamp_y-,1529669732598,1529669736727,1529669735313
banana_z+,1529669737218,1529669740205,1529669739262
banana_y+,1529669740917,1529669748828,1529669743075
mug_z+,1529669750009,1529669754804,1529669752313
scissors_z+,1529669755433,1529669758711,1529669757168
largemaker_y-,1529669759331,1529669764377,1529669762567
mediumclamp_x+,1529669764878,1529669768605,1529669767101
orange_y-,1529669769186,1529669773550,1529669771969
lego_x-,1529669774104,1529669777312,1529669776169
mug_z-,1529669777834,1529669781737,1529669780622
hammer_z-,1529669782234,1529669785525,1529669784445
foambrick_y+,1529669786080,1529669790311,1529669788449
crackerbox_x-,1529669791131,1529669794440,1529669793516
scissors_y+,1529669795031,1529669826208,1529669798794
spoon_y+,1529669829158,1529669837980,1529669831915
pottedmeatcan_x+,1529669839200,1529669842273,1529669840943
orange_y+,1529669842907,1529669850993,1529669845116
sponge_y-,1529669852247,1529669856608,1529669855116
bleachcleanser_y+,1529669857186,1529669861738,1529669859224
mustardbottle_z+,1529669862387,1529669866887,1529669865329
mustardbottle_x-,1529669867388,1529669870821,1529669869690
spoon_x+,1529669871400,1529669875221,1529669873649
mustardbottle_z-,1529669876016,1529669879832,1529669878492
lego_z+,1529669880469,1529669883474,1529669882358
mediumclamp_y+,1529669883990,1529669887982,1529669885879
bleachcleanser_x-,1529669888746,1529669892556,1529669891118
spoon_z+,1529669893268,1529669896844,1529669895247
bleachcleanser_y-,1529669897560,1529669901290,1529669899908
bleachcleanser_z-,1529669901789,1529669904914,1529669903848
spoon_y-,1529669905574,1529669912039,1529669907743
largemarker_z+,1529669912839,1529669916075,1529669914505
hammer_y-,1529669916695,1529669923059,1529669920597
hammer_x+,1529669923562,1529669926995,1529669925666
mustardbottle_y-,1529669927695,1529669934132,1529669932481
banana_x-,1529669934650,1529669937859,1529669936847
largemaker_z-,1529669938375,1529669942182,1529669940972
crackerbox_z+,1529669942709,1529669945582,1529669944248
orange_x+,1529669946149,1529669949263,1529669948160
scissors_x-,1529669949803,1529669955715,1529669954323
mug_x-,1529669956269,1529669959248,1529669958034
