Scene,Start,End,Grasp
banana_x-,1528895687252,1528895696657,1528895695514
orange_x+,1528895697505,1528895701418,1528895699939
orange_z-,1528895702278,1528895706510,1528895705501
scissors_z+,1528895707250,1528895711445,1528895710326
lego_x-,1528895712345,1528895715789,1528895714740
spoon_y-,1528895716492,1528895721644,1528895720046
hammer_z+,1528895722359,1528895726602,1528895725472
gelatinbox_y+,1528895727450,1528895731671,1528895729967
largemarker_x+,1528895732465,1528895737260,1528895736074
crackerbox_x+,1528895738106,1528895744256,1528895742217
crackerbox_x-,1528895744892,1528895751938,1528895750516
pottedmeatcan_z+,1528895752706,1528895758443,1528895756907
crackerbox_y+,1528895759292,1528895763829,1528895762168
mustardbottle_y-,1528895764635,1528895771207,1528895770024
mustardbottle_z-,1528895771892,1528895775832,1528895774795
gelatinbox_x+,1528895776519,1528895780419,1528895779088
largemaker_z-,1528895781346,1528895786233,1528895785100
lego_z-,1528895787079,1528895790712,1528895789728
bleachcleanser_z+,1528895791480,1528895795512,1528895794501
mediumclamp_x-,1528895796226,1528895801403,1528895800102
hammer_y+,1528895802080,1528895806591,1528895805275
spoon_y+,1528895807147,1528895812500,1528895810781
sponge_z+,1528895813347,1528895817712,1528895816557
bleachcleanser_z-,1528895818426,1528895822313,1528895821371
pottedmeatcan_x-,1528895822906,1528895827514,1528895826192
hammer_x-,1528895828121,1528895831792,1528895830544
lego_y-,1528895832455,1528895836448,1528895835437
foambrick_x-,1528895837014,1528895840314,1528895839193
pottedmeatcan_y+,1528895841013,1528895845074,1528895844051
orange_z+,1528895845909,1528895849660,1528895848793
largemarker_y+,1528895850349,1528895854957,1528895853825
foambrick_y-,1528895855627,1528895860233,1528895859251
scissors_x+,1528895860841,1528895865647,1528895864331
banana_x+,1528895866148,1528895870368,1528895869304
spoon_x-,1528895871148,1528895875902,1528895874992
foambrick_z-,1528895876708,1528895881205,1528895880394
spoon_x+,1528895881923,1528895886622,1528895885690
bleachcleanser_y-,1528895887335,1528895890578,1528895889919
mustardbottle_x-,1528895891428,1528895894543,1528895893691
crackerbox_y-,1528895895270,1528895899170,1528895898358
foambrick_y+,1528895899797,1528895903315,1528895902392
banana_y+,1528895904069,1528895907315,1528895906252
mug_z+,1528895908069,1528895915593,1528895914580
mediumclamp_y-,1528895916295,1528895920863,1528895919932
sponge_x+,1528895921563,1528895926689,1528895925358
orange_y-,1528895927429,1528895931131,1528895930265
largemarker_z+,1528895931816,1528895935477,1528895934557
gelatinbox_y-,1528895936432,1528895939794,1528895938841
mug_x+,1528895940400,1528895943957,1528895942797
hammer_y-,1528895944845,1528895948744,1528895947560
scissors_z-,1528895949483,1528895954359,1528895953545
gelatinbox_z-,1528895955058,1528895959076,1528895958319
largemarker_x-,1528895959817,1528895963504,1528895962374
gelatinbox_z+,1528895964244,1528895967557,1528895966798
pottedmeatcan_z-,1528895968377,1528895972197,1528895971333
foambrick_z+,1528895972857,1528895975545,1528895974706
banana_z-,1528895976217,1528895979811,1528895978975
hammer_z-,1528895980457,1528895984011,1528895983173
largemaker_y-,1528895984737,1528895988251,1528895987120
mediumclamp_z-,1528895988938,1528895992466,1528895991667
sponge_z-,1528895993139,1528895997704,1528895996814
mug_x-,1528895998387,1528896002573,1528896001693
mug_y-,1528896003202,1528896007451,1528896006413
mustardbottle_x+,1528896008311,1528896012358,1528896011198
mediumclamp_y+,1528896013098,1528896016974,1528896016097
spoon_z+,1528896017913,1528896025306,1528896024361
pottedmeatcan_x+,1528896026020,1528896029252,1528896028211
gelatinbox_x-,1528896030018,1528896033612,1528896032882
mediumclamp_x+,1528896034273,1528896037994,1528896037031
mug_z-,1528896038658,1528896042349,1528896041456
banana_z+,1528896043200,1528896046441,1528896045641
sponge_x-,1528896047216,1528896051278,1528896050350
foambrick_x+,1528896051939,1528896055147,1528896054254
orange_y+,1528896055846,1528896059105,1528896058083
bleachcleanser_y+,1528896060033,1528896062918,1528896061802
crackerbox_z-,1528896063606,1528896066478,1528896065630
pottedmeatcan_y-,1528896067167,1528896070414,1528896069456
mediumclamp_z+,1528896071046,1528896074092,1528896073419
bleachcleanser_x+,1528896074939,1528896078000,1528896076828
sponge_y+,1528896078780,1528896082415,1528896081376
spoon_z-,1528896083114,1528896086761,1528896085883
hammer_x+,1528896087432,1528896090573,1528896089696
scissors_y-,1528896091155,1528896095963,1528896095029
lego_z+,1528896096591,1528896100283,1528896099551
bleachcleanser_x-,1528896101034,1528896105164,1528896104324
scissors_x-,1528896106248,1528896110374,1528896109324
sponge_y-,1528896111076,1528896114597,1528896113617
lego_y+,1528896115261,1528896118762,1528896117524
crackerbox_z+,1528896119715,1528896123308,1528896122258
scissors_y+,1528896124114,1528896128255,1528896127097
orange_x-,1528896129018,1528896132028,1528896130924
mug_y+,1528896132675,1528896136680,1528896135671
mustardbottle_y+,1528896137461,1528896140577,1528896139538
lego_x+,1528896141262,1528896144399,1528896143310
mustardbottle_z+,1528896145006,1528896148695,1528896147765
banana_y-,1528896149419,1528896153137,1528896152031
