Scene,Start,End,Grasp
bleachcleanser_x-,1529497959152,1529497980029,1529497977674
spoon_z-,1529497980782,1529497987487,1529497985979
largemaker_z-,1529497988144,1529497993003,1529497991753
largemaker_y-,1529497993665,1529498001604,1529497999553
mediumclamp_z-,1529498002251,1529498010777,1529498009516
scissors_x-,1529498011463,1529498016644,1529498015233
gelatinbox_x-,1529498017238,1529498022297,1529498021113
foambrick_y+,1529498022865,1529498028537,1529498026819
crackerbox_x-,1529498029103,1529498033779,1529498032353
spoon_z+,1529498034398,1529498039246,1529498037540
bleachcleanser_z-,1529498039890,1529498044661,1529498043287
gelatinbox_z-,1529498045398,1529498049498,1529498048355
largemarker_x+,1529498050117,1529498054353,1529498053049
mustardbottle_z+,1529498054999,1529498058752,1529498057285
pottedmeatcan_x-,1529498059386,1529498063097,1529498062021
pottedmeatcan_x+,1529498063665,1529498067393,1529498066100
scissors_z+,1529498068066,1529498071475,1529498070101
spoon_x+,1529498072103,1529498075366,1529498073741
banana_y+,1529498075879,1529498081483,1529498079447
mediumclamp_y+,1529498082558,1529498087647,1529498084929
bleachcleanser_y-,1529498088290,1529498093780,1529498092369
lego_y-,1529498094345,1529498099009,1529498097490
scissors_y-,1529498099572,1529498107728,1529498106208
orange_z+,1529498108374,1529498113486,1529498111995
mediumclamp_y-,1529498114079,1529498118781,1529498117131
foambrick_y-,1529498119346,1529498124192,1529498122290
mug_x+,1529498124761,1529498128633,1529498127170
mediumclamp_x+,1529498129146,1529498133153,1529498131837
pottedmeatcan_y-,1529498133732,1529498139147,1529498137569
mug_y-,1529498139681,1529498144499,1529498142610
lego_x-,1529498145105,1529498148769,1529498147531
spoon_x-,1529498149304,1529498153141,1529498151996
sponge_x-,1529498153719,1529498158314,1529498157025
mug_z+,1529498158933,1529498162356,1529498161037
scissors_x+,1529498163002,1529498166555,1529498165239
mediumclamp_x-,1529498167016,1529498170714,1529498169530
hammer_y+,1529498171334,1529498176595,1529498174453
scissors_z-,1529498177347,1529498181942,1529498180679
largemarker_y+,1529498182508,1529498186806,1529498184826
mug_y+,1529498187415,1529498191194,1529498189414
lego_z+,1529498191843,1529498195624,1529498194398
largemarker_z+,1529498196215,1529498200102,1529498199038
foambrick_x-,1529498200720,1529498204716,1529498203452
pottedmeatcan_z-,1529498205294,1529498209155,1529498208011
hammer_z-,1529498209736,1529498213717,1529498212595
lego_y+,1529498214269,1529498218463,1529498216651
lego_z-,1529498219120,1529498223037,1529498221718
hammer_x-,1529498223589,1529498228704,1529498227373
crackerbox_y+,1529498229295,1529498233142,1529498231469
pottedmeatcan_y+,1529498233870,1529498237356,1529498235706
spoon_y-,1529498238030,1529498243824,1529498242306
foambrick_x+,1529498244291,1529498247864,1529498246665
gelatinbox_z+,1529498248511,1529498252209,1529498250998
crackerbox_z+,1529498252776,1529498255905,1529498254691
crackerbox_y-,1529498256524,1529498260558,1529498259360
orange_y-,1529498261152,1529498265316,1529498263840
gelatinbox_x+,1529498265831,1529498268957,1529498267707
largemarker_x-,1529498269550,1529498273392,1529498272199
hammer_x+,1529498273963,1529498276867,1529498275628
mustardbottle_y+,1529498277457,1529498280759,1529498279092
foambrick_z-,1529498281418,1529498284917,1529498283653
mustardbottle_x+,1529498285538,1529498288520,1529498287106
banana_x+,1529498289136,1529498292466,1529498291012
mug_x-,1529498292978,1529498297143,1529498295800
banana_z-,1529498297672,1529498303051,1529498301772
orange_y+,1529498303645,1529498307599,1529498305891
banana_x-,1529498308295,1529498312372,1529498310986
gelatinbox_y-,1529498312978,1529498317373,1529498315880
foambrick_z+,1529498317991,1529498321597,1529498320329
crackerbox_z-,1529498322352,1529498327145,1529498324549
scissors_y+,1529498327709,1529498332506,1529498330776
sponge_y-,1529498333298,1529498340987,1529498339587
orange_z-,1529498341523,1529498345160,1529498344147
mustardbottle_y-,1529498345778,1529498349373,1529498348001
sponge_z-,1529498349911,1529498353532,1529498352282
banana_y-,1529498354152,1529498357309,1529498356137
gelatinbox_y+,1529498357832,1529498361120,1529498359738
bleachcleanser_x+,1529498361711,1529498364733,1529498363416
bleachcleanser_y+,1529498365378,1529498368945,1529498367629
mediumclamp_z+,1529498369486,1529498373345,1529498372177
hammer_z+,1529498373954,1529498378070,1529498376860
spoon_y+,1529498378686,1529498383119,1529498381603
orange_x+,1529498383793,1529498387054,1529498385575
lego_x+,1529498387672,1529498390870,1529498389619
banana_z+,1529498391460,1529498394692,1529498393578
crackerbox_x+,1529498395296,1529498398388,1529498397229
hammer_y-,1529498399021,1529498403733,1529498402137
pottedmeatcan_z+,1529498404207,1529498408506,1529498405988
sponge_z+,1529498409194,1529498412229,1529498410991
sponge_y+,1529498412794,1529498416176,1529498414294
mug_z-,1529498416821,1529498420601,1529498419044
mustardbottle_z-,1529498421180,1529498425255,1529498424095
bleachcleanser_z+,1529498425807,1529498429028,1529498427910
orange_x-,1529498429663,1529498432947,1529498431750
sponge_x+,1529498433461,1529498436562,1529498435420
mustardbottle_x-,1529498437166,1529498440507,1529498439419
