Scene,Start,End,Grasp
mediumclamp_z+,1528889133306,1528889139196,1528889137600
orange_y-,1528889139948,1528889144333,1528889142279
gelatinbox_z-,1528889145108,1528889148864,1528889147417
hammer_z+,1528889149629,1528889153329,1528889152015
orange_z-,1528889154337,1528889157637,1528889156393
spoon_x-,1528889158442,1528889161391,1528889159997
largemarker_z+,1528889162057,1528889165464,1528889164119
bleachcleanser_y+,1528889166349,1528889170075,1528889168290
crackerbox_z-,1528889170783,1528889174223,1528889172906
hammer_y+,1528889175082,1528889178904,1528889176982
sponge_y+,1528889179709,1528889184793,1528889182936
banana_y-,1528889185736,1528889190213,1528889188398
mustardbottle_z-,1528889190858,1528889194624,1528889193027
mug_y+,1528889195371,1528889199159,1528889197228
spoon_z+,1528889200029,1528889203530,1528889202348
banana_y+,1528889204457,1528889208381,1528889206785
largemaker_y-,1528889209256,1528889213855,1528889212054
pottedmeatcan_y+,1528889214584,1528889218267,1528889216536
hammer_y-,1528889219164,1528889224106,1528889222629
gelatinbox_x-,1528889224843,1528889228268,1528889226896
mediumclamp_y+,1528889228897,1528889232985,1528889231030
banana_x+,1528889233657,1528889237451,1528889236070
foambrick_z-,1528889238350,1528889242147,1528889240495
pottedmeatcan_x-,1528889243111,1528889246864,1528889245307
mustardbottle_y+,1528889247631,1528889251893,1528889249895
sponge_y-,1528889252845,1528889257120,1528889255095
bleachcleanser_z+,1528889257924,1528889261864,1528889260309
crackerbox_x+,1528889262724,1528889272692,1528889270870
mustardbottle_x+,1528889273713,1528889278881,1528889277335
mug_z-,1528889279826,1528889284240,1528889282634
crackerbox_y-,1528889285113,1528889289692,1528889287739
largemarker_x-,1528889290472,1528889295247,1528889293497
foambrick_z+,1528889296286,1528889300523,1528889299056
largemarker_y+,1528889301217,1528889305681,1528889303551
gelatinbox_z+,1528889306312,1528889310028,1528889308539
pottedmeatcan_z+,1528889310773,1528889314052,1528889312629
hammer_x-,1528889314774,1528889318135,1528889316685
sponge_x+,1528889318772,1528889321830,1528889320322
bleachcleanser_x+,1528889322486,1528889325804,1528889324387
lego_z+,1528889326472,1528889330055,1528889328832
mediumclamp_z-,1528889330913,1528889334655,1528889333188
sponge_z-,1528889335529,1528889338987,1528889337618
scissors_z+,1528889339940,1528889343549,1528889342097
crackerbox_y+,1528889344207,1528889348626,1528889346818
mug_x-,1528889349486,1528889353654,1528889352058
pottedmeatcan_x+,1528889354274,1528889357585,1528889356441
gelatinbox_y+,1528889358367,1528889361922,1528889360124
foambrick_x-,1528889362834,1528889366456,1528889365205
foambrick_y+,1528889367073,1528889373470,1528889371512
mug_z+,1528889374273,1528889377738,1528889376364
orange_y+,1528889378620,1528889382538,1528889380754
banana_z-,1528889383274,1528889387350,1528889385845
bleachcleanser_y-,1528889388433,1528889392322,1528889390861
pottedmeatcan_y-,1528889395420,1528889400561,1528889398953
gelatinbox_y-,1528889401329,1528889405550,1528889403976
hammer_z-,1528889406155,1528889409911,1528889408541
spoon_z-,1528889410702,1528889413723,1528889412448
mediumclamp_x-,1528889414929,1528889418416,1528889417088
lego_x+,1528889419189,1528889422243,1528889420960
hammer_x+,1528889423036,1528889426219,1528889424966
spoon_y-,1528889426969,1528889431699,1528889430168
mustardbottle_y-,1528889432690,1528889437352,1528889435806
scissors_x+,1528889438155,1528889442098,1528889440755
mediumclamp_x+,1528889442795,1528889446565,1528889444941
lego_y+,1528889447209,1528889451058,1528889449189
spoon_x+,1528889451890,1528889455885,1528889454327
scissors_y+,1528889456729,1528889460271,1528889458342
scissors_z-,1528889461209,1528889464846,1528889463435
scissors_x-,1528889465591,1528889468339,1528889467086
sponge_x-,1528889469103,1528889472097,1528889470742
banana_x-,1528889472730,1528889475712,1528889474343
crackerbox_z+,1528889476391,1528889479485,1528889478391
bleachcleanser_z-,1528889480236,1528889483564,1528889482223
mediumclamp_y-,1528889484317,1528889489938,1528889488341
bleachcleanser_x-,1528889490730,1528889493845,1528889492688
gelatinbox_x+,1528889494451,1528889497165,1528889495848
sponge_z+,1528889497836,1528889500670,1528889499489
mug_x+,1528889501251,1528889504574,1528889503149
banana_z+,1528889505170,1528889507659,1528889506502
orange_x-,1528889508392,1528889511030,1528889509871
mustardbottle_x-,1528889511664,1528889514551,1528889513236
pottedmeatcan_z-,1528889515192,1528889518646,1528889517302
largemaker_z-,1528889519291,1528889522686,1528889521355
scissors_y-,1528889523437,1528889527609,1528889526191
foambrick_x+,1528889528265,1528889530835,1528889529608
lego_z-,1528889531520,1528889534419,1528889533288
spoon_y+,1528889535132,1528889539388,1528889537704
orange_z+,1528889540091,1528889543127,1528889541916
lego_y-,1528889543892,1528889548542,1528889546745
crackerbox_x-,1528889549194,1528889552232,1528889550889
largemarker_x+,1528889552906,1528889556113,1528889554702
orange_x+,1528889556793,1528889560401,1528889558916
mug_y-,1528889561279,1528889565288,1528889563457
mustardbottle_z+,1528889566333,1528889570237,1528889568903
foambrick_y-,1528889571053,1528889575928,1528889574237
lego_x-,1528889576520,1528889579877,1528889578531
