Scene,Camera X,Camera Y,Camera Z
bleachcleanser_x-,0.5645809,1.047632,-0.9455622
bleachcleanser_x-,0.5641559,1.046663,-0.94471
bleachcleanser_x-,0.5612228,1.040327,-0.9412311
bleachcleanser_x-,0.5610377,1.04094,-0.9410228
bleachcleanser_x-,0.5608289,1.041271,-0.9408643
bleachcleanser_x-,0.5606955,1.041611,-0.9406664
bleachcleanser_x-,0.5606039,1.041934,-0.9406409
bleachcleanser_x-,0.5604793,1.042456,-0.9404723
bleachcleanser_x-,0.5604026,1.042917,-0.9403813
bleachcleanser_x-,0.560463,1.043342,-0.9404969
bleachcleanser_x-,0.5604246,1.04373,-0.9404668
bleachcleanser_x-,0.560315,1.044008,-0.9403245
bleachcleanser_x-,0.560199,1.044273,-0.9402173
bleachcleanser_x-,0.5601396,1.044468,-0.9401323
bleachcleanser_x-,0.5600665,1.044589,-0.9399635
bleachcleanser_x-,0.5600432,1.044555,-0.9398273
bleachcleanser_x-,0.5600377,1.044482,-0.9395462
bleachcleanser_x-,0.5602143,1.044487,-0.9391122
bleachcleanser_x-,0.5602601,1.044456,-0.9389533
bleachcleanser_x-,0.5603881,1.044463,-0.9386671
bleachcleanser_x-,0.5605423,1.044462,-0.9383332
bleachcleanser_x-,0.5607343,1.044451,-0.9382161
bleachcleanser_x-,0.5608562,1.044487,-0.938027
bleachcleanser_x-,0.5608221,1.044541,-0.9375937
bleachcleanser_x-,0.5608003,1.044526,-0.9371672
bleachcleanser_x-,0.5608845,1.044467,-0.936829
bleachcleanser_x-,0.5610428,1.044357,-0.9364447
bleachcleanser_x-,0.561614,1.044064,-0.9355511
bleachcleanser_x-,0.5630286,1.043581,-0.9343072
bleachcleanser_x-,0.5652401,1.04269,-0.9327328
bleachcleanser_x-,0.567369,1.04238,-0.9309804
bleachcleanser_x-,0.5698557,1.042274,-0.9294249
bleachcleanser_x-,0.5734727,1.042139,-0.9271131
bleachcleanser_x-,0.5745724,1.042144,-0.927549
bleachcleanser_x-,0.5764945,1.042016,-0.9266798
bleachcleanser_x-,0.578147,1.041922,-0.9257171
bleachcleanser_x-,0.5796882,1.041747,-0.9252589
bleachcleanser_x-,0.5811124,1.041615,-0.9251702
bleachcleanser_x-,0.5825706,1.041284,-0.9247512
bleachcleanser_x-,0.5839306,1.040931,-0.924339
bleachcleanser_x-,0.5845407,1.040733,-0.9242391
bleachcleanser_x-,0.5860247,1.040474,-0.9242765
bleachcleanser_x-,0.5872253,1.040207,-0.9237679
bleachcleanser_x-,0.5882846,1.039923,-0.9228956
bleachcleanser_x-,0.5899035,1.039516,-0.9221471
bleachcleanser_x-,0.591406,1.039134,-0.9214519
bleachcleanser_x-,0.5933025,1.038724,-0.9206663
bleachcleanser_x-,0.596165,1.038295,-0.9193447
bleachcleanser_x-,0.5968695,1.038227,-0.9188955
bleachcleanser_x-,0.5991508,1.037972,-0.9180475
bleachcleanser_x-,0.6013048,1.037495,-0.9169383
bleachcleanser_x-,0.6034037,1.036983,-0.915659
bleachcleanser_x-,0.6058252,1.036475,-0.9145231
bleachcleanser_x-,0.6092764,1.03614,-0.9138113
bleachcleanser_x-,0.612696,1.035798,-0.9140168
bleachcleanser_x-,0.6209301,1.035255,-0.913755
bleachcleanser_x-,0.6235195,1.035098,-0.9145379
bleachcleanser_x-,0.6274062,1.034819,-0.9148172
bleachcleanser_x-,0.6304485,1.034588,-0.9151607
bleachcleanser_x-,0.6341751,1.034142,-0.915608
bleachcleanser_x-,0.6371526,1.033892,-0.9162057
bleachcleanser_x-,0.6390703,1.033659,-0.9171413
bleachcleanser_x-,0.6417682,1.033443,-0.9178985
bleachcleanser_x-,0.6438439,1.033269,-0.9184991
bleachcleanser_x-,0.6459867,1.033087,-0.9196755
bleachcleanser_x-,0.6479697,1.033012,-0.9206949
bleachcleanser_x-,0.6496847,1.032907,-0.9213026
bleachcleanser_x-,0.6514487,1.032719,-0.9218648
bleachcleanser_x-,0.6534087,1.032424,-0.9225342
bleachcleanser_x-,0.6553048,1.03209,-0.9232096
bleachcleanser_x-,0.6569471,1.03175,-0.9237989
bleachcleanser_x-,0.6586798,1.031376,-0.9244258
bleachcleanser_x-,0.6600755,1.030871,-0.924784
bleachcleanser_x-,0.6614746,1.030271,-0.9250939
bleachcleanser_x-,0.6629397,1.029733,-0.9254886
bleachcleanser_x-,0.6640547,1.029478,-0.9256509
bleachcleanser_x-,0.6652659,1.029224,-0.926101
bleachcleanser_x-,0.6657829,1.029065,-0.9262627
bleachcleanser_x-,0.6661857,1.028972,-0.9263398
bleachcleanser_x-,0.6663195,1.028898,-0.926154
bleachcleanser_x-,0.6662637,1.028947,-0.9256896
bleachcleanser_x-,0.6662579,1.028952,-0.9254735
bleachcleanser_x-,0.666146,1.028851,-0.9248871
bleachcleanser_x-,0.6661131,1.028784,-0.9244518
bleachcleanser_x-,0.6659063,1.028652,-0.9240425
bleachcleanser_x-,0.6657172,1.028724,-0.9235969
bleachcleanser_x-,0.6656781,1.02871,-0.9231673
bleachcleanser_x-,0.6653699,1.028513,-0.922359
bleachcleanser_x-,0.6648577,1.027965,-0.9217025
bleachcleanser_x-,0.663937,1.027315,-0.9208727
bleachcleanser_x-,0.6630869,1.026718,-0.9201354
bleachcleanser_x-,0.6619637,1.026177,-0.9190584
bleachcleanser_x-,0.660727,1.025511,-0.917788
bleachcleanser_x-,0.6596152,1.025053,-0.9166327
bleachcleanser_x-,0.658839,1.024475,-0.9157298
bleachcleanser_x-,0.658264,1.023864,-0.9149647
bleachcleanser_x-,0.65763,1.022935,-0.913808
bleachcleanser_x-,0.6573789,1.022263,-0.9129831
bleachcleanser_x-,0.6570714,1.021893,-0.9117437
bleachcleanser_x-,0.657075,1.021601,-0.9107297
bleachcleanser_x-,0.6573006,1.021242,-0.9102983
bleachcleanser_x-,0.6577466,1.02072,-0.9097419
bleachcleanser_x-,0.6584898,1.020117,-0.9093761
bleachcleanser_x-,0.6593888,1.019503,-0.9094678
bleachcleanser_x-,0.660412,1.018963,-0.9099228
bleachcleanser_x-,0.6610831,1.018547,-0.9100094
bleachcleanser_x-,0.6617571,1.018146,-0.9103802
bleachcleanser_x-,0.6625501,1.01779,-0.9110116
bleachcleanser_x-,0.6631339,1.017399,-0.9112775
bleachcleanser_x-,0.6636372,1.017108,-0.9116266
bleachcleanser_x-,0.6643886,1.016776,-0.9124624
bleachcleanser_x-,0.6649106,1.016635,-0.9132137
bleachcleanser_x-,0.6651487,1.016554,-0.9136389
bleachcleanser_x-,0.6652805,1.016539,-0.9139248
bleachcleanser_x-,0.6652984,1.016609,-0.9141503
bleachcleanser_x-,0.6653175,1.016738,-0.9142616
bleachcleanser_x-,0.6653842,1.016829,-0.9143716
bleachcleanser_x-,0.66551,1.016883,-0.9143971
bleachcleanser_x-,0.6657326,1.016806,-0.9143635
bleachcleanser_x-,0.6660544,1.016721,-0.9143615
bleachcleanser_x-,0.6664225,1.016682,-0.9143938
bleachcleanser_x-,0.6669316,1.016697,-0.9145305
bleachcleanser_x-,0.6674039,1.016779,-0.9145852
bleachcleanser_x-,0.6678503,1.01699,-0.9146193
bleachcleanser_x-,0.6680881,1.017491,-0.9143953
bleachcleanser_x-,0.6678593,1.018042,-0.9141436
bleachcleanser_x-,0.6675915,1.018538,-0.9140115
bleachcleanser_x-,0.6674569,1.019103,-0.9140419
bleachcleanser_x-,0.6674445,1.019464,-0.9140216
bleachcleanser_x-,0.6676737,1.019812,-0.9141854
bleachcleanser_x-,0.6684703,1.020026,-0.9146974
bleachcleanser_x-,0.6691287,1.020179,-0.9148975
bleachcleanser_x-,0.6702076,1.020276,-0.9150295
bleachcleanser_x-,0.6710388,1.020379,-0.9150629
bleachcleanser_x-,0.6717141,1.020456,-0.9151009
bleachcleanser_x-,0.6723477,1.020581,-0.9153434
bleachcleanser_x-,0.6729123,1.020649,-0.9153851
bleachcleanser_x-,0.6734969,1.02069,-0.9156614
bleachcleanser_x-,0.674024,1.020814,-0.915685
bleachcleanser_x-,0.67413,1.020893,-0.9155518
bleachcleanser_x-,0.674192,1.021008,-0.9152729
bleachcleanser_x-,0.6744721,1.021084,-0.915346
