Scene,Start,End,Grasp
sponge_y+,1529076953259,1529076972638,1529076969349
mediumclamp_x+,1529076973379,1529076987025,1529076984895
foambrick_z+,1529076987738,1529076994987,1529076992522
hammer_y+,1529076995778,1529077002572,1529077000229
hammer_z+,1529077003432,1529077008920,1529077006923
crackerbox_z+,1529077009578,1529077014038,1529077012478
scissors_z-,1529077014895,1529077020014,1529077018523
gelatinbox_y-,1529077020707,1529077025812,1529077023842
banana_y+,1529077026405,1529077030588,1529077028830
mediumclamp_y-,1529077031272,1529077036933,1529077034991
lego_z-,1529077037473,1529077044813,1529077043152
pottedmeatcan_y+,1529077045432,1529077050690,1529077048831
scissors_y+,1529077051353,1529077056599,1529077054549
mediumclamp_y+,1529077057295,1529077062716,1529077060790
mustardbottle_y-,1529077063420,1529077069135,1529077067242
gelatinbox_x-,1529077069727,1529077073829,1529077072432
spoon_y-,1529077074380,1529077080735,1529077078923
foambrick_x+,1529077081262,1529077085653,1529077084005
mediumclamp_z+,1529077086366,1529077093827,1529077092108
pottedmeatcan_x+,1529077094420,1529077101269,1529077099817
orange_x+,1529077101927,1529077107016,1529077105565
mug_y+,1529077107688,1529077113175,1529077111338
bleachcleanser_x+,1529077114074,1529077118014,1529077116553
largemaker_y-,1529077118728,1529077124202,1529077122471
banana_z+,1529077124711,1529077128907,1529077127405
foambrick_x-,1529077129636,1529077133455,1529077132127
crackerbox_y+,1529077134021,1529077138672,1529077137020
mediumclamp_z-,1529077139395,1529077146122,1529077144993
orange_y+,1529077146675,1529077151736,1529077150071
largemarker_z+,1529077152475,1529077157307,1529077155793
hammer_x-,1529077158142,1529077162706,1529077161726
banana_z-,1529077163315,1529077167804,1529077166433
sponge_x+,1529077168342,1529077172749,1529077171310
mustardbottle_z+,1529077173382,1529077177737,1529077176509
orange_z-,1529077178436,1529077182577,1529077181310
spoon_x-,1529077183170,1529077191483,1529077189943
bleachcleanser_z+,1529077192236,1529077196444,1529077195180
foambrick_y-,1529077197299,1529077201859,1529077200178
mug_x+,1529077203343,1529077207112,1529077205804
bleachcleanser_z-,1529077207877,1529077212151,1529077211020
gelatinbox_y+,1529077212838,1529077216405,1529077215112
gelatinbox_x+,1529077217170,1529077220909,1529077219527
banana_x+,1529077221584,1529077225096,1529077223781
largemaker_z-,1529077225744,1529077231323,1529077230140
mustardbottle_z-,1529077231944,1529077237006,1529077235473
mustardbottle_x+,1529077237570,1529077241095,1529077239635
lego_y+,1529077241825,1529077245909,1529077244193
mug_z-,1529077246757,1529077251939,1529077250622
crackerbox_x-,1529077252584,1529077256885,1529077255663
lego_x-,1529077257519,1529077261166,1529077260127
mustardbottle_y+,1529077261759,1529077267219,1529077265714
crackerbox_z-,1529077268127,1529077272006,1529077270807
sponge_z-,1529077272678,1529077277087,1529077275929
sponge_x-,1529077277679,1529077281713,1529077280396
bleachcleanser_x-,1529077282358,1529077286167,1529077285156
banana_x-,1529077286786,1529077289994,1529077288970
largemarker_x+,1529077290465,1529077295607,1529077294384
largemarker_x-,1529077296585,1529077300721,1529077299676
hammer_y-,1529077305866,1529077313180,1529077311491
pottedmeatcan_z+,1529077313839,1529077318075,1529077316810
scissors_x+,1529077319227,1529077323861,1529077322438
sponge_z+,1529077324786,1529077329433,1529077328312
gelatinbox_z-,1529077330114,1529077334222,1529077333024
scissors_x-,1529077334826,1529077338382,1529077337199
gelatinbox_z+,1529077339013,1529077343554,1529077342223
scissors_y-,1529077344267,1529077351369,1529077349799
foambrick_z-,1529077351961,1529077356296,1529077355268
mug_x-,1529077356934,1529077361128,1529077359810
orange_y-,1529077361760,1529077366310,1529077364865
spoon_y+,1529077366987,1529077372711,1529077371238
orange_x-,1529077373402,1529077378833,1529077377691
hammer_z-,1529077379347,1529077384155,1529077382812
orange_z+,1529077384717,1529077388510,1529077387279
spoon_z-,1529077389515,1529077393447,1529077392411
mug_y-,1529077394041,1529077397622,1529077396325
mediumclamp_x-,1529077398375,1529077405313,1529077404478
foambrick_y+,1529077406003,1529077409635,1529077408424
crackerbox_y-,1529077410375,1529077415395,1529077413811
bleachcleanser_y-,1529077416002,1529077420022,1529077418512
pottedmeatcan_x-,1529077420615,1529077424223,1529077423127
banana_y-,1529077424842,1529077428769,1529077427345
sponge_y-,1529077429304,1529077434181,1529077432916
scissors_z+,1529077434777,1529077438394,1529077437303
spoon_x+,1529077439305,1529077444449,1529077443146
hammer_x+,1529077445106,1529077448677,1529077447515
mug_z+,1529077449389,1529077452944,1529077451702
pottedmeatcan_y-,1529077453642,1529077458250,1529077456902
lego_y-,1529077458765,1529077463450,1529077462145
mustardbottle_x-,1529077464123,1529077469492,1529077468514
bleachcleanser_y+,1529077470135,1529077475583,1529077474326
largemarker_y+,1529077476257,1529077480157,1529077478715
spoon_z+,1529077480803,1529077485640,1529077484103
lego_z+,1529077486550,1529077490491,1529077489188
crackerbox_x+,1529077491351,1529077494944,1529077493759
lego_x+,1529077495618,1529077498996,1529077497945
pottedmeatcan_z-,1529077499618,1529077502983,1529077502027
