Scene,Camera X,Camera Y,Camera Z
sponge_y+,0.517675,0.9831919,-0.6655821
sponge_y+,0.5171164,0.982751,-0.6653453
sponge_y+,0.5113616,0.9803607,-0.6730603
sponge_y+,0.5109649,0.9802872,-0.6775221
sponge_y+,0.511147,0.9806926,-0.6784832
sponge_y+,0.511241,0.9811728,-0.6790689
sponge_y+,0.5114524,0.9816877,-0.6798135
sponge_y+,0.511606,0.9824773,-0.6802833
sponge_y+,0.5117827,0.9832591,-0.680419
sponge_y+,0.5121378,0.9838418,-0.6805156
sponge_y+,0.5124182,0.9843102,-0.6804894
sponge_y+,0.5127805,0.9844943,-0.6803782
sponge_y+,0.5132593,0.9847486,-0.6800304
sponge_y+,0.5138725,0.9847776,-0.6798048
sponge_y+,0.5144901,0.9848136,-0.6797817
sponge_y+,0.5151297,0.9850829,-0.679428
sponge_y+,0.5159266,0.9853034,-0.6792462
sponge_y+,0.5168485,0.9854473,-0.6791475
sponge_y+,0.5183098,0.9853545,-0.6788188
sponge_y+,0.52013,0.9849886,-0.6786474
sponge_y+,0.5223283,0.9845506,-0.6779967
sponge_y+,0.524116,0.9843358,-0.6775184
sponge_y+,0.5259638,0.983766,-0.6770251
sponge_y+,0.5281147,0.9829075,-0.6764209
sponge_y+,0.5309773,0.9816545,-0.675375
sponge_y+,0.5330143,0.9810121,-0.6746016
sponge_y+,0.5347415,0.9805877,-0.6741917
sponge_y+,0.536952,0.9800944,-0.6740295
sponge_y+,0.5392621,0.9797328,-0.6739045
sponge_y+,0.5416285,0.9795378,-0.6735462
sponge_y+,0.5437721,0.9794196,-0.673389
sponge_y+,0.5473047,0.978819,-0.6737334
sponge_y+,0.5499375,0.9783841,-0.6742021
sponge_y+,0.5526222,0.9781958,-0.6745333
sponge_y+,0.5560324,0.9776295,-0.6758761
sponge_y+,0.559101,0.9771016,-0.6770386
sponge_y+,0.5619788,0.9766173,-0.6782507
sponge_y+,0.5641909,0.9761112,-0.6802858
sponge_y+,0.5660981,0.9757605,-0.6818631
sponge_y+,0.5700002,0.9756243,-0.6840606
sponge_y+,0.5726117,0.9756977,-0.6853893
sponge_y+,0.5739799,0.9755021,-0.6866567
sponge_y+,0.5754683,0.9750289,-0.6881044
sponge_y+,0.5762184,0.974573,-0.6896012
sponge_y+,0.5772933,0.9740487,-0.6912019
sponge_y+,0.578252,0.9734845,-0.6927991
sponge_y+,0.5787661,0.9730049,-0.6941335
sponge_y+,0.5790768,0.972376,-0.6954078
sponge_y+,0.5792213,0.9714905,-0.6964239
sponge_y+,0.5791363,0.970569,-0.6968668
sponge_y+,0.5787759,0.96868,-0.6975211
sponge_y+,0.5777942,0.9667197,-0.6981142
sponge_y+,0.5765159,0.9646326,-0.6983778
sponge_y+,0.5750104,0.9622402,-0.698514
sponge_y+,0.5741276,0.9596247,-0.6984344
sponge_y+,0.5727683,0.9571759,-0.6985121
sponge_y+,0.5715002,0.9554709,-0.6978215
sponge_y+,0.5701308,0.9533777,-0.6967645
sponge_y+,0.5689734,0.9515765,-0.6963485
sponge_y+,0.5681462,0.9504117,-0.6960859
sponge_y+,0.5674066,0.9495097,-0.6954635
sponge_y+,0.5670112,0.9483941,-0.6950805
sponge_y+,0.5665455,0.9472308,-0.6950072
sponge_y+,0.5656523,0.9459599,-0.695179
sponge_y+,0.5640381,0.9445372,-0.6950165
sponge_y+,0.5627249,0.9436152,-0.6951185
sponge_y+,0.5613812,0.9430081,-0.6951443
sponge_y+,0.5603474,0.9425536,-0.6950392
sponge_y+,0.5588453,0.9419313,-0.6953825
sponge_y+,0.5576236,0.9415916,-0.6957141
sponge_y+,0.5563195,0.9412348,-0.6957638
sponge_y+,0.5545386,0.9409685,-0.6960664
sponge_y+,0.5534319,0.9409924,-0.6965987
sponge_y+,0.5526326,0.940914,-0.6972244
sponge_y+,0.551843,0.9408109,-0.6978211
sponge_y+,0.5513105,0.9407296,-0.6983379
sponge_y+,0.5508675,0.9405312,-0.6985807
sponge_y+,0.550469,0.9400452,-0.6990066
sponge_y+,0.5500641,0.9393474,-0.6994876
sponge_y+,0.5503206,0.9387982,-0.7000225
sponge_y+,0.5508081,0.9384745,-0.7009132
sponge_y+,0.5511965,0.9384326,-0.7016374
sponge_y+,0.5521811,0.9385037,-0.7024452
sponge_y+,0.5532248,0.9387829,-0.7028838
sponge_y+,0.5545756,0.9392253,-0.7034905
sponge_y+,0.5561705,0.939601,-0.70489
sponge_y+,0.5575954,0.9397258,-0.7059129
sponge_y+,0.558401,0.9395814,-0.7069249
sponge_y+,0.5588748,0.9394175,-0.7077016
sponge_y+,0.5594884,0.9391957,-0.7081983
sponge_y+,0.560176,0.9388915,-0.7084202
sponge_y+,0.560927,0.9383543,-0.708717
sponge_y+,0.5620022,0.9372348,-0.7087872
sponge_y+,0.563482,0.9361554,-0.7088431
sponge_y+,0.5655376,0.9353262,-0.7088586
sponge_y+,0.5678241,0.9346275,-0.7085476
sponge_y+,0.5713647,0.9333943,-0.7091684
sponge_y+,0.5760148,0.9320411,-0.7102187
sponge_y+,0.5814807,0.9303437,-0.7116147
sponge_y+,0.5881056,0.9281098,-0.7145928
sponge_y+,0.5941018,0.9261861,-0.7175856
sponge_y+,0.5986376,0.9249327,-0.7205091
sponge_y+,0.6024811,0.9241596,-0.7232493
sponge_y+,0.606419,0.9227599,-0.7255083
sponge_y+,0.6099237,0.9217661,-0.7280804
sponge_y+,0.6137291,0.9205889,-0.7308451
sponge_y+,0.6183321,0.9183619,-0.7359462
sponge_y+,0.6217499,0.9167317,-0.7406023
sponge_y+,0.6246541,0.9153211,-0.7455121
sponge_y+,0.626987,0.9145691,-0.7502676
sponge_y+,0.6290658,0.9147077,-0.7543836
sponge_y+,0.6309747,0.9153064,-0.7587555
sponge_y+,0.6326606,0.9163804,-0.7625177
sponge_y+,0.6350901,0.9181655,-0.7685068
sponge_y+,0.6373634,0.9198681,-0.7730417
sponge_y+,0.6399711,0.9212717,-0.7776268
sponge_y+,0.642697,0.9224185,-0.7825767
sponge_y+,0.6453949,0.9235467,-0.7879167
sponge_y+,0.6469977,0.9241658,-0.7937549
sponge_y+,0.6484228,0.9251407,-0.7991946
sponge_y+,0.6513264,0.9271161,-0.8054782
sponge_y+,0.653203,0.9286738,-0.8104475
sponge_y+,0.6539455,0.9298354,-0.8150608
sponge_y+,0.6536008,0.9300632,-0.8202208
sponge_y+,0.6538075,0.9306481,-0.8253515
sponge_y+,0.6554019,0.9316361,-0.8296325
sponge_y+,0.6576092,0.9327688,-0.8336763
sponge_y+,0.6608527,0.9331741,-0.8400196
sponge_y+,0.6626818,0.9330652,-0.8445957
sponge_y+,0.664534,0.9334089,-0.8484378
sponge_y+,0.6658544,0.9337441,-0.8511544
sponge_y+,0.6667273,0.9344516,-0.8536577
sponge_y+,0.6682584,0.9353227,-0.8553405
sponge_y+,0.6702706,0.9360328,-0.8567004
sponge_y+,0.671205,0.9369684,-0.8596531
sponge_y+,0.671923,0.9375848,-0.8613657
sponge_y+,0.672897,0.9376431,-0.8629752
sponge_y+,0.6733766,0.9380904,-0.8641812
sponge_y+,0.6741113,0.9382886,-0.8653824
sponge_y+,0.6741565,0.9383545,-0.8667521
sponge_y+,0.6740999,0.9382626,-0.8678894
sponge_y+,0.674026,0.9389323,-0.8685575
sponge_y+,0.6732866,0.9399117,-0.8685987
sponge_y+,0.6719851,0.9406896,-0.8687598
sponge_y+,0.6701167,0.9415771,-0.8684308
sponge_y+,0.6669171,0.9427515,-0.8679518
sponge_y+,0.6635904,0.9439467,-0.8675728
sponge_y+,0.6591023,0.9457054,-0.8662756
sponge_y+,0.6535307,0.9471679,-0.865106
sponge_y+,0.648446,0.9480755,-0.864537
sponge_y+,0.6437175,0.9490713,-0.8631882
sponge_y+,0.6391003,0.9494003,-0.8616035
