Scene,Start,End,Grasp
mustardbottle_y-,1529411568450,1529411593645,1529411591184
banana_x-,1529411594265,1529411603565,1529411601426
lego_x+,1529411604399,1529411617354,1529411615569
scissors_y-,1529411617959,1529411635262,1529411632794
gelatinbox_y-,1529411636293,1529411644395,1529411642635
hammer_z-,1529411645012,1529411669943,1529411668383
crackerbox_y-,1529411670534,1529411677649,1529411675743
mug_x+,1529411678269,1529411685355,1529411683465
largemarker_y+,1529411686014,1529411693155,1529411690930
mediumclamp_z-,1529411693917,1529411715693,1529411713235
mustardbottle_x+,1529411716720,1529411722290,1529411720503
scissors_x-,1529411723055,1529411735369,1529411733466
sponge_z-,1529411736015,1529411741438,1529411740332
bleachcleanser_z+,1529411741949,1529411748343,1529411746628
sponge_y+,1529411748896,1529411756516,1529411754454
hammer_z+,1529411757363,1529411763184,1529411761318
pottedmeatcan_y+,1529411763856,1529411769798,1529411767839
foambrick_y+,1529411770589,1529411777225,1529411775317
spoon_y-,1529411778163,1529411789131,1529411787348
largemarker_z+,1529411789763,1529411795129,1529411793654
lego_x-,1529411795828,1529411804971,1529411803467
sponge_x+,1529411805589,1529411810666,1529411809175
mustardbottle_x-,1529411811337,1529411817557,1529411816039
largemaker_y-,1529411818190,1529411824947,1529411823002
orange_y-,1529411825538,1529411832106,1529411829934
spoon_x+,1529411832734,1529411839946,1529411838254
banana_y+,1529411840731,1529411847198,1529411845119
mug_x-,1529411848472,1529411854254,1529411852534
mug_y+,1529411854935,1529411862093,1529411860270
mediumclamp_x+,1529411863006,1529411868814,1529411867387
orange_z-,1529411869564,1529411874479,1529411873348
scissors_z-,1529411875123,1529411883013,1529411879256
sponge_y-,1529411883936,1529411891643,1529411889882
largemaker_z-,1529411892207,1529411908147,1529411906922
mustardbottle_z+,1529411908937,1529411915615,1529411913870
hammer_y-,1529411916460,1529411923230,1529411920795
mediumclamp_y+,1529411923886,1529411929747,1529411927736
bleachcleanser_y-,1529411930874,1529411937642,1529411935669
bleachcleanser_y+,1529411938235,1529411945070,1529411942979
hammer_x+,1529411945662,1529411951731,1529411949430
orange_x-,1529411952381,1529411959734,1529411958175
largemarker_x-,1529411960538,1529411965898,1529411964271
pottedmeatcan_x+,1529411966674,1529411972208,1529411970630
gelatinbox_z+,1529411972953,1529411984029,1529411978135
banana_z+,1529411984848,1529411992587,1529411990698
lego_z-,1529411993515,1529412005564,1529412002584
lego_z+,1529412006354,1529412012390,1529412010872
gelatinbox_z-,1529412013370,1529412027165,1529412025672
mediumclamp_z+,1529412032007,1529412038377,1529412036845
scissors_x+,1529412039104,1529412046166,1529412044369
hammer_y+,1529412046969,1529412053229,1529412049832
spoon_y+,1529412054183,1529412065486,1529412062379
gelatinbox_y+,1529412066304,1529412071844,1529412069660
scissors_y+,1529412072743,1529412080034,1529412077620
mug_y-,1529412080940,1529412088937,1529412086944
mediumclamp_x-,1529412089598,1529412095778,1529412094007
mustardbottle_y+,1529412096452,1529412101591,1529412099234
spoon_z-,1529412102399,1529412110711,1529412109422
mustardbottle_z-,1529412111370,1529412116804,1529412115007
banana_z-,1529412117424,1529412123140,1529412121744
pottedmeatcan_x-,1529412123744,1529412128779,1529412127249
pottedmeatcan_z-,1529412129425,1529412135793,1529412134554
foambrick_z+,1529412136466,1529412144059,1529412142727
crackerbox_z-,1529412144638,1529412150689,1529412149061
mug_z+,1529412151253,1529412157193,1529412155689
sponge_x-,1529412157773,1529412164580,1529412163130
spoon_z+,1529412165198,1529412173607,1529412172184
foambrick_x-,1529412174224,1529412185929,1529412184555
scissors_z+,1529412186557,1529412194743,1529412189704
bleachcleanser_z-,1529412195626,1529412200794,1529412199463
orange_y+,1529412201507,1529412207248,1529412204863
foambrick_x+,1529412208093,1529412213635,1529412212371
bleachcleanser_x+,1529412214344,1529412219610,1529412218129
gelatinbox_x-,1529412220240,1529412224809,1529412223383
banana_y-,1529412225548,1529412231607,1529412229692
foambrick_y-,1529412232215,1529412238182,1529412236162
lego_y+,1529412238773,1529412245768,1529412244052
lego_y-,1529412246428,1529412251783,1529412250224
bleachcleanser_x-,1529412252215,1529412257290,1529412255866
sponge_z+,1529412257868,1529412264451,1529412263197
crackerbox_x+,1529412265109,1529412270451,1529412269078
orange_x+,1529412271188,1529412275636,1529412274346
gelatinbox_x+,1529412276202,1529412280182,1529412278959
crackerbox_x-,1529412280744,1529412284742,1529412283211
crackerbox_y+,1529412285602,1529412290785,1529412288985
largemarker_x+,1529412291643,1529412296730,1529412295254
foambrick_z-,1529412297347,1529412301892,1529412300625
crackerbox_z+,1529412302548,1529412307811,1529412306599
pottedmeatcan_z+,1529412308428,1529412312397,1529412310958
hammer_x-,1529412313042,1529412318038,1529412316547
mediumclamp_y-,1529412318630,1529412324144,1529412322346
orange_z+,1529412324670,1529412334052,1529412328186
banana_x+,1529412334776,1529412339211,1529412337947
mug_z-,1529412339844,1529412343530,1529412342400
spoon_x-,1529412344190,1529412359359,1529412357576
pottedmeatcan_y-,1529412359977,1529412364732,1529412363082
