Scene,Start,End,Grasp
crackerbox_x+,1529667037400,1529667047884,1529667045512
spoon_x+,1529667048598,1529667055964,1529667054354
banana_y+,1529667056644,1529667064578,1529667062290
crackerbox_z+,1529667065259,1529667071098,1529667069354
largemaker_z-,1529667071730,1529667078098,1529667076392
lego_y+,1529667078770,1529667084648,1529667082580
spoon_y+,1529667085316,1529667090606,1529667088477
pottedmeatcan_y+,1529667091504,1529667096885,1529667094815
lego_x+,1529667098058,1529667103047,1529667101113
largemarker_x+,1529667103691,1529667109073,1529667107010
mug_y-,1529667109676,1529667114580,1529667112729
sponge_x-,1529667115144,1529667121779,1529667119809
gelatinbox_x+,1529667122343,1529667126781,1529667125259
banana_x-,1529667127371,1529667133689,1529667132247
scissors_x-,1529667134231,1529667140657,1529667139090
scissors_x+,1529667141319,1529667145820,1529667144358
gelatinbox_z-,1529667146410,1529667152044,1529667150704
orange_y+,1529667152560,1529667157103,1529667155569
spoon_z-,1529667157787,1529667163140,1529667161848
pottedmeatcan_z+,1529667163692,1529667167661,1529667166448
gelatinbox_x-,1529667168258,1529667173063,1529667171744
orange_x-,1529667173691,1529667177797,1529667176646
spoon_z+,1529667178332,1529667183824,1529667182345
bleachcleanser_z-,1529667185027,1529667191662,1529667190558
lego_x-,1529667192333,1529667197517,1529667195990
banana_y-,1529667198105,1529667206917,1529667205015
sponge_y+,1529667207573,1529667213368,1529667211625
spoon_y-,1529667214468,1529667220797,1529667218959
orange_y-,1529667221373,1529667226655,1529667224652
mustardbottle_x-,1529667227053,1529667231130,1529667229837
largemarker_x-,1529667231648,1529667235730,1529667234465
orange_z-,1529667236348,1529667240583,1529667239263
crackerbox_y+,1529667241048,1529667248116,1529667246494
scissors_z+,1529667248667,1529667254370,1529667252932
mug_x-,1529667255054,1529667259492,1529667258027
hammer_y-,1529667260173,1529667266573,1529667264649
foambrick_z-,1529667267148,1529667272530,1529667271216
mug_y+,1529667273146,1529667277063,1529667275482
foambrick_x+,1529667277748,1529667283466,1529667281882
crackerbox_x-,1529667283975,1529667288811,1529667287482
crackerbox_z-,1529667289414,1529667295246,1529667293848
scissors_z-,1529667295828,1529667304649,1529667303271
bleachcleanser_y+,1529667305189,1529667310079,1529667308600
spoon_x-,1529667310616,1529667315173,1529667313724
mediumclamp_y+,1529667315865,1529667320647,1529667319064
mustardbottle_y+,1529667321362,1529667325799,1529667324249
foambrick_y-,1529667326709,1529667331400,1529667329852
bleachcleanser_x-,1529667331850,1529667336947,1529667335654
sponge_x+,1529667337403,1529667342835,1529667341416
largemarker_y+,1529667343469,1529667349175,1529667347736
mediumclamp_z-,1529667350039,1529667355185,1529667353939
hammer_x-,1529667355869,1529667360462,1529667359177
foambrick_z+,1529667361017,1529667365136,1529667363869
mediumclamp_y-,1529667365816,1529667370867,1529667369277
orange_z+,1529667371710,1529667376624,1529667375322
mustardbottle_z-,1529667377324,1529667381660,1529667380639
mustardbottle_x+,1529667382323,1529667386000,1529667384618
pottedmeatcan_z-,1529667387150,1529667392236,1529667391007
mug_z-,1529667393019,1529667398401,1529667397137
banana_z+,1529667398964,1529667403320,1529667402051
foambrick_x-,1529667403937,1529667407869,1529667406683
lego_y-,1529667408483,1529667413664,1529667411936
largemaker_y-,1529667414111,1529667419376,1529667417966
hammer_x+,1529667419870,1529667425414,1529667424190
gelatinbox_y-,1529667426071,1529667430347,1529667428977
pottedmeatcan_x+,1529667430899,1529667434949,1529667433872
gelatinbox_z+,1529667435565,1529667439041,1529667437914
mediumclamp_x+,1529667439712,1529667443656,1529667442512
gelatinbox_y+,1529667444179,1529667449413,1529667448056
mustardbottle_y-,1529667450085,1529667454479,1529667453065
sponge_y-,1529667455065,1529667460344,1529667459049
lego_z+,1529667460940,1529667465306,1529667463735
banana_z-,1529667465953,1529667471292,1529667470189
scissors_y+,1529667472287,1529667477051,1529667475750
hammer_z-,1529667477580,1529667482573,1529667481401
mediumclamp_x-,1529667483166,1529667487266,1529667486122
banana_x+,1529667487887,1529667494534,1529667493137
mustardbottle_z+,1529667495353,1529667499719,1529667498550
mediumclamp_z+,1529667500553,1529667504815,1529667503563
lego_z-,1529667505553,1529667509465,1529667508455
hammer_y+,1529667509901,1529667513681,1529667512230
crackerbox_y-,1529667514380,1529667518734,1529667517265
mug_z+,1529667519273,1529667524862,1529667523563
largemarker_z+,1529667525367,1529667529616,1529667528419
sponge_z+,1529667530127,1529667534506,1529667533179
orange_x+,1529667535290,1529667539720,1529667538523
hammer_z+,1529667540288,1529667544468,1529667543151
scissors_y-,1529667545182,1529667550534,1529667548912
sponge_z-,1529667551117,1529667555735,1529667554524
mug_x+,1529667556381,1529667560650,1529667559339
foambrick_y+,1529667561236,1529667565936,1529667564632
bleachcleanser_z+,1529667566568,1529667571403,1529667570086
pottedmeatcan_x-,1529667572058,1529667575817,1529667574657
bleachcleanser_y-,1529667576275,1529667580563,1529667578978
pottedmeatcan_y-,1529667581115,1529667584867,1529667583514
bleachcleanser_x+,1529667585396,1529667588576,1529667587365
